#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V476 Cyg,2422559.250,0.25,3,2.70,0.09,V
V476 Cyg,2422559.750,0.75,4,2.38,0.08,V
V476 Cyg,2422560.250,1.25,5,1.94,0.08,V
V476 Cyg,2422560.750,1.75,19,1.98,0.04,V
V476 Cyg,2422561.250,2.25,9,2.03,0.08,V
V476 Cyg,2422561.750,2.75,26,2.10,0.02,V
V476 Cyg,2422562.250,3.25,12,2.07,0.06,V
V476 Cyg,2422562.750,3.75,22,2.51,0.04,V
V476 Cyg,2422563.250,4.25,7,2.71,0.07,V
V476 Cyg,2422563.750,4.75,19,2.95,0.04,V
V476 Cyg,2422564.250,5.25,8,3.11,0.10,V
V476 Cyg,2422564.750,5.75,14,3.29,0.04,V
V476 Cyg,2422565.500,6.50,32,3.38,0.06,V
V476 Cyg,2422566.500,7.50,32,3.70,0.05,V
V476 Cyg,2422567.500,8.50,39,4.00,0.04,V
V476 Cyg,2422568.500,9.50,31,4.10,0.04,V
V476 Cyg,2422569.500,10.50,32,4.20,0.03,V
V476 Cyg,2422570.500,11.50,33,4.36,0.02,V
V476 Cyg,2422571.500,12.50,25,4.54,0.03,V
V476 Cyg,2422572.500,13.50,13,4.56,0.05,V
V476 Cyg,2422573.500,14.50,19,4.56,0.06,V
V476 Cyg,2422574.500,15.50,19,4.77,0.04,V
V476 Cyg,2422575.500,16.50,22,4.83,0.04,V
V476 Cyg,2422576.500,17.50,14,4.88,0.06,V
V476 Cyg,2422577.500,18.50,10,5.03,0.06,V
V476 Cyg,2422578.500,19.50,18,5.25,0.04,V
V476 Cyg,2422579.500,20.50,27,5.23,0.05,V
V476 Cyg,2422581.000,22.00,39,5.43,0.04,V
V476 Cyg,2422583.000,24.00,32,5.70,0.04,V
V476 Cyg,2422585.000,26.00,40,5.81,0.04,V
V476 Cyg,2422587.000,28.00,24,6.10,0.05,V
V476 Cyg,2422589.000,30.00,20,6.30,0.07,V
V476 Cyg,2422591.000,32.00,8,6.41,0.08,V
V476 Cyg,2422593.000,34.00,9,6.88,0.10,V
V476 Cyg,2422595.000,36.00,3,7.23,0.09,V
V476 Cyg,2422597.000,38.00,11,7.08,0.07,V
V476 Cyg,2422599.000,40.00,5,7.16,0.18,V
V476 Cyg,2422601.000,42.00,8,7.33,0.17,V
V476 Cyg,2422603.000,44.00,13,7.92,0.13,V
V476 Cyg,2422605.000,46.00,8,8.20,0.11,V
V476 Cyg,2422607.000,48.00,12,8.35,0.06,V
V476 Cyg,2422609.000,50.00,15,8.47,0.06,V
V476 Cyg,2422611.000,52.00,12,8.59,0.09,V
V476 Cyg,2422613.000,54.00,17,8.64,0.06,V
V476 Cyg,2422615.000,56.00,9,8.70,0.05,V
V476 Cyg,2422617.000,58.00,5,8.72,0.10,V
V476 Cyg,2422619.000,60.00,13,8.67,0.05,V
V476 Cyg,2422621.000,62.00,18,8.86,0.06,V
V476 Cyg,2422623.000,64.00,6,8.82,0.09,V
V476 Cyg,2422625.000,66.00,4,9.25,0.08,V
V476 Cyg,2422627.000,68.00,12,9.04,0.07,V
V476 Cyg,2422629.000,70.00,6,8.95,0.10,V
V476 Cyg,2422631.000,72.00,7,8.93,0.11,V
V476 Cyg,2422633.000,74.00,10,9.06,0.05,V
V476 Cyg,2422635.000,76.00,8,9.16,0.11,V
V476 Cyg,2422637.000,78.00,8,9.13,0.13,V
V476 Cyg,2422639.000,80.00,5,9.14,0.18,V
V476 Cyg,2422641.000,82.00,11,9.24,0.09,V
V476 Cyg,2422643.000,84.00,17,9.35,0.06,V
V476 Cyg,2422645.000,86.00,4,9.43,0.18,V
V476 Cyg,2422647.000,88.00,6,9.05,0.13,V
V476 Cyg,2422649.000,90.00,5,9.08,0.17,V
V476 Cyg,2422651.000,92.00,3,9.17,0.14,V
V476 Cyg,2422653.000,94.00,5,9.14,0.12,V
V476 Cyg,2422655.000,96.00,3,9.20,0.19,V
V476 Cyg,2422657.000,98.00,3,8.67,0.10,V
V476 Cyg,2422659.000,100.00,3,9.07,0.15,V
V476 Cyg,2422664.000,105.00,19,8.87,0.07,V
V476 Cyg,2422672.000,113.00,13,8.78,0.08,V
V476 Cyg,2422680.000,121.00,7,9.03,0.15,V
V476 Cyg,2422688.000,129.00,6,8.67,0.06,V
V476 Cyg,2422696.000,137.00,10,8.87,0.09,V
V476 Cyg,2422704.000,145.00,7,8.94,0.17,V
V476 Cyg,2422712.000,153.00,3,8.73,0.09,V
V476 Cyg,2422720.000,161.00,10,8.87,0.07,V
V476 Cyg,2422728.000,169.00,7,8.79,0.06,V
V476 Cyg,2422736.000,177.00,8,9.28,0.10,V
V476 Cyg,2422744.000,185.00,2,9.15,0.46,V
V476 Cyg,2422752.000,193.00,2,9.00,0.21,V
V476 Cyg,2422760.000,201.00,7,9.29,0.11,V
V476 Cyg,2422768.000,209.00,6,9.45,0.15,V
V476 Cyg,2422776.000,217.00,2,9.60,0.14,V
V476 Cyg,2422784.000,225.00,7,9.53,0.08,V
