#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V2275 Cyg,2452140.250,0.25,1,8.80,0.15,V
V2275 Cyg,2452141.250,1.25,12,6.93,0.04,V
V2275 Cyg,2452141.750,1.75,152,6.92,0.02,V
V2275 Cyg,2452142.250,2.25,40,7.55,0.08,V
V2275 Cyg,2452142.750,2.75,30,7.93,0.05,V
V2275 Cyg,2452143.250,3.25,52,8.30,0.03,V
V2275 Cyg,2452143.750,3.75,25,8.18,0.04,V
V2275 Cyg,2452144.250,4.25,29,8.76,0.05,V
V2275 Cyg,2452144.750,4.75,27,8.71,0.03,V
V2275 Cyg,2452145.250,5.25,34,9.01,0.04,V
V2275 Cyg,2452145.750,5.75,10,9.23,0.09,V
V2275 Cyg,2452146.250,6.25,38,9.46,0.04,V
V2275 Cyg,2452146.750,6.75,40,9.29,0.04,V
V2275 Cyg,2452147.250,7.25,33,9.61,0.04,V
V2275 Cyg,2452147.750,7.75,19,9.77,0.06,V
V2275 Cyg,2452148.250,8.25,20,9.75,0.05,V
V2275 Cyg,2452148.750,8.75,16,9.88,0.03,V
V2275 Cyg,2452149.250,9.25,29,9.92,0.04,V
V2275 Cyg,2452149.750,9.75,27,9.92,0.04,V
V2275 Cyg,2452150.500,10.50,62,10.05,0.02,V
V2275 Cyg,2452151.500,11.50,59,10.18,0.03,V
V2275 Cyg,2452152.500,12.50,19,10.63,0.07,V
V2275 Cyg,2452153.500,13.50,25,10.38,0.04,V
V2275 Cyg,2452154.500,14.50,45,10.56,0.03,V
V2275 Cyg,2452155.500,15.50,22,10.69,0.03,V
V2275 Cyg,2452156.500,16.50,23,10.80,0.05,V
V2275 Cyg,2452157.500,17.50,25,10.69,0.06,V
V2275 Cyg,2452158.500,18.50,51,10.96,0.02,V
V2275 Cyg,2452159.500,19.50,28,11.02,0.03,V
V2275 Cyg,2452160.500,20.50,24,11.17,0.04,V
V2275 Cyg,2452161.500,21.50,25,11.26,0.04,V
V2275 Cyg,2452162.500,22.50,27,11.23,0.04,V
V2275 Cyg,2452163.500,23.50,17,11.28,0.06,V
V2275 Cyg,2452164.500,24.50,15,11.41,0.05,V
V2275 Cyg,2452165.500,25.50,26,11.37,0.02,V
V2275 Cyg,2452166.500,26.50,11,11.45,0.04,V
V2275 Cyg,2452167.500,27.50,31,11.45,0.03,V
V2275 Cyg,2452168.500,28.50,20,11.56,0.05,V
V2275 Cyg,2452169.500,29.50,27,11.60,0.02,V
V2275 Cyg,2452170.500,30.50,29,11.61,0.04,V
V2275 Cyg,2452171.500,31.50,10,11.75,0.06,V
V2275 Cyg,2452172.500,32.50,7,11.83,0.07,V
V2275 Cyg,2452173.500,33.50,7,11.76,0.08,V
V2275 Cyg,2452174.500,34.50,19,11.86,0.04,V
V2275 Cyg,2452175.500,35.50,18,11.89,0.05,V
V2275 Cyg,2452176.500,36.50,10,11.85,0.06,V
V2275 Cyg,2452177.500,37.50,7,12.00,0.06,V
V2275 Cyg,2452178.500,38.50,18,11.59,0.08,V
V2275 Cyg,2452179.500,39.50,3,11.87,0.09,V
V2275 Cyg,2452180.500,40.50,8,11.93,0.07,V
V2275 Cyg,2452181.500,41.50,11,12.03,0.07,V
V2275 Cyg,2452182.500,42.50,28,11.90,0.03,V
V2275 Cyg,2452183.500,43.50,4,12.08,0.11,V
V2275 Cyg,2452184.500,44.50,4,11.98,0.08,V
V2275 Cyg,2452185.500,45.50,10,12.10,0.05,V
V2275 Cyg,2452186.500,46.50,20,12.25,0.04,V
V2275 Cyg,2452187.500,47.50,6,12.17,0.06,V
V2275 Cyg,2452188.500,48.50,5,12.26,0.10,V
V2275 Cyg,2452189.500,49.50,18,12.22,0.02,V
V2275 Cyg,2452190.500,50.50,6,12.40,0.07,V
V2275 Cyg,2452191.500,51.50,18,12.41,0.03,V
V2275 Cyg,2452192.500,52.50,10,12.27,0.05,V
V2275 Cyg,2452193.500,53.50,10,12.28,0.03,V
V2275 Cyg,2452194.500,54.50,5,12.26,0.07,V
V2275 Cyg,2452195.500,55.50,10,12.37,0.05,V
V2275 Cyg,2452196.500,56.50,9,12.32,0.08,V
V2275 Cyg,2452197.500,57.50,19,12.22,0.04,V
V2275 Cyg,2452198.500,58.50,39,12.39,0.05,V
V2275 Cyg,2452199.500,59.50,6,12.47,0.07,V
V2275 Cyg,2452200.500,60.50,6,12.48,0.06,V
V2275 Cyg,2452201.500,61.50,8,12.53,0.09,V
V2275 Cyg,2452202.500,62.50,8,12.50,0.05,V
V2275 Cyg,2452203.500,63.50,9,12.60,0.08,V
V2275 Cyg,2452204.500,64.50,5,12.56,0.07,V
V2275 Cyg,2452205.500,65.50,6,12.67,0.06,V
V2275 Cyg,2452206.500,66.50,16,12.44,0.05,V
V2275 Cyg,2452207.500,67.50,4,12.70,0.08,V
V2275 Cyg,2452208.500,68.50,14,12.57,0.04,V
V2275 Cyg,2452209.500,69.50,15,12.77,0.03,V
V2275 Cyg,2452211.000,71.00,9,12.78,0.06,V
V2275 Cyg,2452213.000,73.00,13,12.78,0.02,V
V2275 Cyg,2452215.000,75.00,18,12.79,0.02,V
V2275 Cyg,2452217.000,77.00,20,12.86,0.03,V
V2275 Cyg,2452219.000,79.00,11,13.00,0.05,V
V2275 Cyg,2452221.000,81.00,36,13.11,0.02,V
V2275 Cyg,2452223.000,83.00,23,13.10,0.02,V
V2275 Cyg,2452225.000,85.00,34,13.10,0.02,V
V2275 Cyg,2452227.000,87.00,26,13.29,0.03,V
V2275 Cyg,2452229.000,89.00,28,13.31,0.04,V
V2275 Cyg,2452231.000,91.00,4,13.25,0.08,V
V2275 Cyg,2452233.000,93.00,24,13.36,0.02,V
V2275 Cyg,2452235.000,95.00,23,13.52,0.02,V
V2275 Cyg,2452237.000,97.00,15,13.34,0.03,V
V2275 Cyg,2452239.000,99.00,23,13.49,0.03,V
V2275 Cyg,2452241.000,101.00,3,13.17,0.11,V
V2275 Cyg,2452243.000,103.00,10,13.50,0.02,V
V2275 Cyg,2452245.000,105.00,13,13.78,0.02,V
V2275 Cyg,2452247.000,107.00,14,13.51,0.02,V
V2275 Cyg,2452249.000,109.00,22,13.73,0.05,V
V2275 Cyg,2452251.000,111.00,9,13.66,0.05,V
V2275 Cyg,2452253.000,113.00,9,13.79,0.07,V
