#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V4444 Sgr,2451294.250,0.25,1,8.60,0.15,V
V4444 Sgr,2451295.250,1.25,1,7.60,0.15,V
V4444 Sgr,2451295.750,1.75,3,7.98,0.19,V
V4444 Sgr,2451296.250,2.25,2,7.70,0.11,V
V4444 Sgr,2451296.750,2.75,14,8.15,0.06,V
V4444 Sgr,2451297.250,3.25,3,8.80,0.09,V
V4444 Sgr,2451297.750,3.75,16,8.91,0.02,V
V4444 Sgr,2451298.250,4.25,5,8.92,0.07,V
V4444 Sgr,2451298.750,4.75,3,9.30,0.14,V
V4444 Sgr,2451299.250,5.25,5,9.12,0.07,V
V4444 Sgr,2451299.750,5.75,3,9.37,0.09,V
V4444 Sgr,2451300.500,6.50,18,9.68,0.05,V
V4444 Sgr,2451301.500,7.50,4,9.93,0.08,V
V4444 Sgr,2451302.500,8.50,6,10.27,0.14,V
V4444 Sgr,2451303.500,9.50,4,10.08,0.12,V
V4444 Sgr,2451304.500,10.50,5,10.58,0.07,V
V4444 Sgr,2451305.500,11.50,16,10.62,0.05,V
V4444 Sgr,2451306.500,12.50,2,11.10,0.11,V
V4444 Sgr,2451307.500,13.50,4,11.13,0.10,V
V4444 Sgr,2451308.500,14.50,7,11.03,0.10,V
V4444 Sgr,2451309.500,15.50,4,10.93,0.08,V
V4444 Sgr,2451310.500,16.50,4,11.05,0.08,V
V4444 Sgr,2451311.500,17.50,4,11.05,0.08,V
V4444 Sgr,2451312.500,18.50,15,11.37,0.05,V
V4444 Sgr,2451313.500,19.50,12,11.35,0.02,V
V4444 Sgr,2451314.500,20.50,5,11.34,0.08,V
V4444 Sgr,2451315.500,21.50,15,11.33,0.02,V
V4444 Sgr,2451316.500,22.50,3,11.33,0.09,V
V4444 Sgr,2451317.500,23.50,3,11.43,0.09,V
V4444 Sgr,2451318.500,24.50,14,11.59,0.03,V
V4444 Sgr,2451319.500,25.50,2,11.60,0.14,V
V4444 Sgr,2451320.500,26.50,3,11.80,0.09,V
V4444 Sgr,2451321.500,27.50,1,11.70,0.15,V
V4444 Sgr,2451322.500,28.50,1,11.80,0.15,V
V4444 Sgr,2451323.500,29.50,1,12.00,0.15,V
V4444 Sgr,2451325.500,31.50,1,11.80,0.15,V
V4444 Sgr,2451326.500,32.50,3,11.97,0.09,V
V4444 Sgr,2451332.500,38.50,1,12.40,0.15,V
V4444 Sgr,2451333.500,39.50,2,12.70,0.21,V
V4444 Sgr,2451334.500,40.50,1,12.50,0.15,V
V4444 Sgr,2451335.500,41.50,1,12.50,0.15,V
V4444 Sgr,2451336.500,42.50,3,12.70,0.09,V
V4444 Sgr,2451338.500,44.50,1,12.60,0.15,V
V4444 Sgr,2451339.500,45.50,1,12.70,0.15,V
V4444 Sgr,2451340.500,46.50,1,13.20,0.15,V
V4444 Sgr,2451341.500,47.50,3,12.97,0.09,V
V4444 Sgr,2451342.500,48.50,2,13.10,0.14,V
V4444 Sgr,2451344.500,50.50,2,13.00,0.11,V
V4444 Sgr,2451345.500,51.50,3,13.13,0.09,V
V4444 Sgr,2451346.500,52.50,4,13.20,0.09,V
V4444 Sgr,2451347.500,53.50,1,13.00,0.15,V
V4444 Sgr,2451348.500,54.50,2,13.10,0.14,V
V4444 Sgr,2451349.500,55.50,1,13.10,0.15,V
V4444 Sgr,2451352.000,58.00,2,13.40,0.11,V
V4444 Sgr,2451356.000,62.00,1,13.50,0.15,V
V4444 Sgr,2451360.000,66.00,1,13.70,0.15,V
V4444 Sgr,2451364.000,70.00,8,13.70,0.05,V
V4444 Sgr,2451368.000,74.00,5,13.78,0.07,V
V4444 Sgr,2451372.000,78.00,6,13.63,0.06,V
V4444 Sgr,2451376.000,82.00,6,13.75,0.06,V
V4444 Sgr,2451380.000,86.00,1,14.10,0.15,V
V4444 Sgr,2451388.000,94.00,1,13.90,0.15,V
V4444 Sgr,2451392.000,98.00,2,14.00,0.11,V
V4444 Sgr,2451396.000,102.00,3,14.07,0.09,V
V4444 Sgr,2451400.000,106.00,1,14.00,0.15,V
V4444 Sgr,2451410.000,116.00,5,14.04,0.07,V
V4444 Sgr,2451426.000,132.00,13,14.47,0.02,V
V4444 Sgr,2451474.000,180.00,10,14.70,0.02,V
