2451298.154,9.83,B,0,25 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451299.187,9.94,B,0,26 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451305.166,11.03,B,0,27 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451306.153,11.09,B,0,28 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451307.185,11.32,B,0,29 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451309.153,11.53,B,0,30 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451311.195,11.75,B,0,31 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451319.144,12.46,B,0,32 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451330.081,12.78,B,0,33 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451342.161,13.89,B,0,35 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451343.147,13.92,B,0,36 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451367.197,14.56,B,0,37 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451369.081,14.82,B,0,38 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451384.17,14.92,B,0,39 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451298.154,8.99,V,0,25 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451299.187,9.21,V,0,26 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451306.153,10.64,V,0,28 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451307.185,10.86,V,0,29 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451309.153,11.13,V,0,30 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451311.195,11.31,V,0,31 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451319.144,11.92,V,0,32 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451330.081,12.73,V,0,33 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451331.186,12.74,V,0,34 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451342.161,13.9,V,0,35 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451343.147,13.69,V,0,36 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451367.197,14.34,V,0,37 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451369.081,14.3,V,0,38 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451409.01,14.93,V,0,40 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451426.989,15.13,V,0,41 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451298.154,8.29,R,0,25 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451299.187,8.4,R,0,26 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451305.166,9.23,R,0,27 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451306.153,9.24,R,0,28 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451307.185,9.34,R,0,29 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451309.153,9.45,R,0,30 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451311.195,9.6,R,0,31 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451319.144,10.04,R,0,32 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451330.081,10.89,R,0,33 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451342.161,11.54,R,0,35 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451343.147,11.69,R,0,36 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451367.197,12.62,R,0,37 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451369.081,12.72,R,0,38 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451384.17,12.91,R,0,39 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451409.01,13.56,R,0,40 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
2451426.989,14.4,R,0,41 cm Schmidt-Cassegrain Telescope,"Kiyota, Seiichiro",Johnson-Cousins
