#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V351 Pup,2448624.750,0.75,1,9.00,0.15,V
V351 Pup,2448625.250,1.25,2,8.70,0.11,V
V351 Pup,2448626.250,2.25,1,8.20,0.15,V
V351 Pup,2448627.250,3.25,3,7.93,0.09,V
V351 Pup,2448628.750,4.75,2,8.50,0.11,V
V351 Pup,2448629.250,5.25,4,8.68,0.10,V
V351 Pup,2448630.500,6.50,5,8.44,0.15,V
V351 Pup,2448631.500,7.50,3,8.77,0.12,V
V351 Pup,2448632.500,8.50,9,8.74,0.07,V
V351 Pup,2448633.500,9.50,6,8.92,0.06,V
V351 Pup,2448634.500,10.50,9,8.84,0.08,V
V351 Pup,2448635.500,11.50,8,8.76,0.05,V
V351 Pup,2448636.500,12.50,11,8.97,0.04,V
V351 Pup,2448637.500,13.50,2,9.05,0.11,V
V351 Pup,2448638.500,14.50,5,9.22,0.10,V
V351 Pup,2448639.500,15.50,6,9.13,0.06,V
V351 Pup,2448640.500,16.50,7,9.16,0.06,V
V351 Pup,2448641.500,17.50,6,9.25,0.06,V
V351 Pup,2448642.500,18.50,4,9.40,0.08,V
V351 Pup,2448643.500,19.50,4,9.43,0.09,V
V351 Pup,2448644.500,20.50,5,9.30,0.07,V
V351 Pup,2448645.500,21.50,4,9.45,0.08,V
V351 Pup,2448646.500,22.50,11,9.41,0.06,V
V351 Pup,2448647.500,23.50,6,9.57,0.06,V
V351 Pup,2448648.500,24.50,5,9.52,0.12,V
V351 Pup,2448649.500,25.50,7,9.63,0.06,V
V351 Pup,2448650.500,26.50,4,9.65,0.08,V
V351 Pup,2448651.500,27.50,8,9.69,0.05,V
V351 Pup,2448652.500,28.50,4,9.83,0.08,V
V351 Pup,2448653.500,29.50,7,9.90,0.06,V
V351 Pup,2448654.500,30.50,8,9.86,0.05,V
V351 Pup,2448655.500,31.50,8,9.95,0.06,V
V351 Pup,2448656.500,32.50,7,9.93,0.06,V
V351 Pup,2448657.500,33.50,1,10.20,0.15,V
V351 Pup,2448658.500,34.50,6,10.02,0.10,V
V351 Pup,2448659.500,35.50,5,10.10,0.08,V
V351 Pup,2448660.500,36.50,7,10.10,0.06,V
V351 Pup,2448661.500,37.50,3,10.30,0.09,V
V351 Pup,2448662.500,38.50,4,10.20,0.10,V
V351 Pup,2448663.500,39.50,4,10.20,0.08,V
V351 Pup,2448664.500,40.50,3,10.13,0.09,V
V351 Pup,2448665.500,41.50,2,10.20,0.14,V
V351 Pup,2448666.500,42.50,2,10.40,0.21,V
V351 Pup,2448667.500,43.50,2,10.20,0.14,V
V351 Pup,2448668.500,44.50,2,9.95,0.11,V
V351 Pup,2448669.500,45.50,3,10.40,0.16,V
V351 Pup,2448671.000,47.00,8,10.20,0.08,V
V351 Pup,2448673.000,49.00,7,10.36,0.07,V
V351 Pup,2448675.000,51.00,10,10.20,0.05,V
V351 Pup,2448677.000,53.00,8,10.31,0.07,V
V351 Pup,2448679.000,55.00,12,10.33,0.06,V
V351 Pup,2448681.000,57.00,11,10.47,0.06,V
V351 Pup,2448683.000,59.00,11,10.50,0.06,V
V351 Pup,2448685.000,61.00,12,10.47,0.06,V
V351 Pup,2448687.000,63.00,7,10.47,0.06,V
V351 Pup,2448689.000,65.00,11,10.51,0.07,V
V351 Pup,2448691.000,67.00,15,10.51,0.07,V
V351 Pup,2448693.000,69.00,8,10.78,0.05,V
V351 Pup,2448695.000,71.00,7,10.71,0.09,V
V351 Pup,2448697.000,73.00,5,10.80,0.07,V
V351 Pup,2448699.000,75.00,4,10.70,0.20,V
V351 Pup,2448701.000,77.00,2,10.70,0.14,V
V351 Pup,2448703.000,79.00,4,10.65,0.08,V
V351 Pup,2448705.000,81.00,15,10.69,0.06,V
V351 Pup,2448707.000,83.00,3,10.77,0.09,V
V351 Pup,2448709.000,85.00,6,10.78,0.10,V
V351 Pup,2448711.000,87.00,10,10.70,0.07,V
V351 Pup,2448713.000,89.00,7,10.57,0.08,V
V351 Pup,2448715.000,91.00,8,10.70,0.08,V
V351 Pup,2448717.000,93.00,9,10.91,0.07,V
