#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V2467 Cyg,2454175.250,0.25,1,7.40,0.15,V
V2467 Cyg,2454176.250,1.25,4,7.60,0.09,V
V2467 Cyg,2454176.750,1.75,8,7.92,0.07,V
V2467 Cyg,2454177.250,2.25,2,8.45,0.11,V
V2467 Cyg,2454177.750,2.75,9,8.26,0.07,V
V2467 Cyg,2454178.250,3.25,1,8.60,0.15,V
V2467 Cyg,2454178.750,3.75,23,8.58,0.03,V
V2467 Cyg,2454179.250,4.25,3,8.76,0.09,V
V2467 Cyg,2454179.750,4.75,24,8.84,0.02,V
V2467 Cyg,2454180.750,5.75,59,8.82,0.02,V
V2467 Cyg,2454181.250,6.25,7,8.79,0.06,V
V2467 Cyg,2454181.750,6.75,6,9.24,0.07,V
V2467 Cyg,2454182.250,7.25,2,9.30,0.11,V
V2467 Cyg,2454182.750,7.75,6,9.25,0.09,V
V2467 Cyg,2454183.750,8.75,7,9.56,0.12,V
V2467 Cyg,2454184.250,9.25,2,9.60,0.11,V
V2467 Cyg,2454184.750,9.75,42,9.45,0.02,V
V2467 Cyg,2454185.500,10.50,61,9.40,0.03,V
V2467 Cyg,2454186.500,11.50,56,9.60,0.04,V
V2467 Cyg,2454187.500,12.50,26,9.91,0.06,V
V2467 Cyg,2454188.500,13.50,319,10.11,0.02,V
V2467 Cyg,2454189.500,14.50,26,10.12,0.04,V
V2467 Cyg,2454190.500,15.50,41,9.95,0.04,V
V2467 Cyg,2454191.500,16.50,38,10.05,0.04,V
V2467 Cyg,2454192.500,17.50,42,10.22,0.03,V
V2467 Cyg,2454193.500,18.50,37,10.21,0.04,V
V2467 Cyg,2454194.500,19.50,4,10.61,0.17,V
V2467 Cyg,2454195.500,20.50,28,10.37,0.06,V
V2467 Cyg,2454196.500,21.50,10,10.93,0.04,V
V2467 Cyg,2454197.500,22.50,5,10.98,0.12,V
V2467 Cyg,2454198.500,23.50,20,11.16,0.03,V
V2467 Cyg,2454199.500,24.50,15,11.08,0.07,V
V2467 Cyg,2454201.000,26.00,51,11.05,0.03,V
V2467 Cyg,2454203.000,28.00,22,11.27,0.04,V
V2467 Cyg,2454205.000,30.00,22,11.44,0.03,V
V2467 Cyg,2454207.000,32.00,80,11.51,0.02,V
V2467 Cyg,2454209.000,34.00,32,11.83,0.03,V
V2467 Cyg,2454211.000,36.00,26,11.89,0.04,V
V2467 Cyg,2454213.000,38.00,24,11.72,0.05,V
V2467 Cyg,2454215.000,40.00,11,11.74,0.05,V
V2467 Cyg,2454217.000,42.00,19,11.72,0.06,V
V2467 Cyg,2454219.000,44.00,10,11.72,0.06,V
V2467 Cyg,2454221.000,46.00,11,11.81,0.05,V
V2467 Cyg,2454223.000,48.00,14,11.75,0.06,V
V2467 Cyg,2454225.000,50.00,10,11.83,0.05,V
V2467 Cyg,2454227.000,52.00,11,11.76,0.02,V
