2454203.595,12.87,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454204.508,12.95,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454206.483,13.09,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454207.481,13.43,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454211.598,13.23,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454216.503,13.09,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454217.475,13.18,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454218.588,13.12,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454221.455,13.25,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454222.43,13.29,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454224.433,13.37,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454226.457,13.45,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454241.419,13.17,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454244.554,13.06,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454249.421,13.8,U,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454203.458,12.4,B,0,Torun Observatory 90 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454203.595,12.45,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454204.508,12.47,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454206.483,12.64,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454207.481,12.82,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454211.598,12.8,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454216.503,12.73,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454217.475,12.72,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454218.588,12.79,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454221.455,12.89,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454222.43,12.75,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454224.433,12.8,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454226.457,12.91,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454230.501,12.99,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454241.419,13.01,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454244.554,12.96,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454245.397,13.05,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454246.392,13.12,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454249.421,13.19,B,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454184.611,9.56,V,0,SAVS,"Tomov, T.",Johnson-Cousins
2454185.615,9.7,V,0,SAVS,"Tomov, T.",Johnson-Cousins
2454203.458,11.42,V,0,Torun Observatory 90 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454203.595,11.37,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454204.508,11.42,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454206.483,11.6,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454207.481,11.84,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454207.549,11.79,V,0,SAVS,"Tomov, T.",Johnson-Cousins
2454209.551,12.11,V,0,SAVS,"Tomov, T.",Johnson-Cousins
2454211.598,11.81,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454212.544,11.71,V,0,SAVS,"Tomov, T.",Johnson-Cousins
2454216.503,11.71,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454217.475,11.71,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454218.588,11.76,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
2454221.455,11.84,V,0,Torun Observatory 60 cm Schmidt-Cassegrain Telescope,"Tomov, T.",Johnson-Cousins
