#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V2274 Cyg,2452104.250,0.25,1,11.90,0.15,V
V2274 Cyg,2452107.250,3.25,10,11.69,0.02,V
V2274 Cyg,2452108.250,4.25,4,12.20,0.08,V
V2274 Cyg,2452109.250,5.25,5,12.00,0.18,V
V2274 Cyg,2452109.750,5.75,102,11.95,0.02,V
V2274 Cyg,2452110.250,6.25,4,11.98,0.21,V
V2274 Cyg,2452110.750,6.75,74,11.94,0.02,V
V2274 Cyg,2452111.250,7.25,4,12.18,0.27,V
V2274 Cyg,2452111.750,7.75,41,11.94,0.02,V
V2274 Cyg,2452112.250,8.25,5,12.44,0.25,V
V2274 Cyg,2452112.750,8.75,14,12.34,0.04,V
V2274 Cyg,2452113.250,9.25,4,12.78,0.08,V
V2274 Cyg,2452113.750,9.75,3,12.23,0.30,V
V2274 Cyg,2452114.250,10.25,6,12.20,0.08,V
V2274 Cyg,2452114.750,10.75,1,11.50,0.15,V
V2274 Cyg,2452115.250,11.25,8,12.55,0.06,V
V2274 Cyg,2452115.750,11.75,13,12.21,0.06,V
V2274 Cyg,2452116.250,12.25,5,12.42,0.07,V
V2274 Cyg,2452116.750,12.75,1,12.40,0.15,V
V2274 Cyg,2452117.250,13.25,4,12.33,0.10,V
V2274 Cyg,2452117.750,13.75,16,12.30,0.05,V
V2274 Cyg,2452118.250,14.25,5,12.66,0.08,V
V2274 Cyg,2452118.750,14.75,33,12.59,0.02,V
V2274 Cyg,2452119.250,15.25,3,13.00,0.12,V
V2274 Cyg,2452119.750,15.75,1,13.20,0.15,V
V2274 Cyg,2452120.250,16.25,6,13.85,0.06,V
V2274 Cyg,2452120.750,16.75,14,13.70,0.06,V
V2274 Cyg,2452121.250,17.25,4,13.85,0.09,V
V2274 Cyg,2452121.750,17.75,10,13.55,0.02,V
V2274 Cyg,2452122.250,18.25,2,13.60,0.14,V
V2274 Cyg,2452122.750,18.75,23,13.30,0.04,V
V2274 Cyg,2452123.250,19.25,4,13.60,0.09,V
V2274 Cyg,2452123.750,19.75,33,13.26,0.02,V
V2274 Cyg,2452124.250,20.25,1,13.30,0.15,V
V2274 Cyg,2452124.750,20.75,20,12.92,0.07,V
V2274 Cyg,2452126.000,22.00,15,13.29,0.04,V
V2274 Cyg,2452128.000,24.00,25,13.26,0.03,V
V2274 Cyg,2452130.000,26.00,58,13.46,0.04,V
V2274 Cyg,2452132.000,28.00,34,13.45,0.03,V
V2274 Cyg,2452134.000,30.00,6,13.63,0.06,V
V2274 Cyg,2452136.000,32.00,33,13.47,0.04,V
V2274 Cyg,2452138.000,34.00,10,13.97,0.05,V
V2274 Cyg,2452140.000,36.00,5,14.26,0.08,V
V2274 Cyg,2452142.000,38.00,10,14.13,0.07,V
V2274 Cyg,2452144.000,40.00,25,14.30,0.03,V
V2274 Cyg,2452146.000,42.00,20,13.97,0.06,V
V2274 Cyg,2452148.000,44.00,18,14.23,0.06,V
V2274 Cyg,2452150.000,46.00,18,14.78,0.07,V
V2274 Cyg,2452152.000,48.00,23,15.29,0.05,V
V2274 Cyg,2452154.000,50.00,12,15.45,0.08,V
V2274 Cyg,2452156.000,52.00,10,16.40,0.02,V
V2274 Cyg,2452158.000,54.00,30,16.74,0.04,V
V2274 Cyg,2452160.000,56.00,20,16.50,0.11,V
V2274 Cyg,2452162.000,58.00,11,17.18,0.09,V
V2274 Cyg,2452168.000,64.00,10,15.20,0.02,V
V2274 Cyg,2452170.000,66.00,10,16.91,0.02,V
V2274 Cyg,2452176.000,72.00,10,16.61,0.02,V
V2274 Cyg,2452182.000,78.00,1,15.50,0.15,V
V2274 Cyg,2452188.000,84.00,10,16.31,0.02,V
V2274 Cyg,2452190.000,86.00,20,16.73,0.04,V
V2274 Cyg,2452192.000,88.00,2,15.95,0.32,V
V2274 Cyg,2452198.000,94.00,20,16.88,0.09,V
V2274 Cyg,2452231.000,127.00,10,16.63,0.02,V
V2274 Cyg,2452473.000,369.00,10,17.98,0.02,V
V2274 Cyg,2452489.000,385.00,10,17.63,0.02,V
