2453334.117,9.2,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453341.139,8.9,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453345.941,9.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453349.931,10.1,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453352.058,10.1,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453353.958,10.4,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453356.943,10.4,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453373.117,10.7,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453378.908,10.6,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453382.922,10.7,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453384.907,10.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453385.926,10.6,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453386.904,10.6,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453387.914,10.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453396.935,11.1,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453397.924,11.3,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453402.91,11.3,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453404.95,11.5,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453407.909,11.3,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453409.889,11.5,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453413.122,11.6,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453416.152,11.9,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453419.137,11.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453422.165,11.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453431.938,11.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453434.923,11.9,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453436.954,12.1,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453440.937,12,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453444.919,11.9,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453460.863,11.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453465.97,11.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453467.971,12,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453469.942,11.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453471.903,12,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453472.939,12.3,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453487.818,11.8,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453489.872,12,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453495.805,12,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453498.903,12.5,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453518.791,12.5,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
2453527.813,12.5,Vis.,0,Asiago Astrophysical Observatory 1.22 m Telescope,"Siviero, A."
