#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V574 Pup,2453331.250,1.25,2,6.95,0.11,V
V574 Pup,2453331.750,1.75,11,7.65,0.02,V
V574 Pup,2453332.750,2.75,2,8.30,0.21,V
V574 Pup,2453333.250,3.25,20,8.73,0.03,V
V574 Pup,2453333.750,3.75,9,8.59,0.09,V
V574 Pup,2453334.250,4.25,230,8.44,0.02,V
V574 Pup,2453334.750,4.75,3,8.57,0.09,V
V574 Pup,2453335.250,5.25,11,8.25,0.03,V
V574 Pup,2453335.750,5.75,12,7.93,0.02,V
V574 Pup,2453336.250,6.25,20,7.98,0.02,V
V574 Pup,2453336.750,6.75,1,8.70,0.15,V
V574 Pup,2453337.250,7.25,20,8.69,0.02,V
V574 Pup,2453337.750,7.75,20,8.44,0.02,V
V574 Pup,2453338.250,8.25,20,8.62,0.02,V
V574 Pup,2453338.750,8.75,10,8.92,0.02,V
V574 Pup,2453339.250,9.25,20,9.04,0.02,V
V574 Pup,2453339.750,9.75,10,8.99,0.02,V
V574 Pup,2453340.500,10.50,11,9.08,0.02,V
V574 Pup,2453341.500,11.50,11,8.82,0.02,V
V574 Pup,2453342.500,12.50,13,9.02,0.02,V
V574 Pup,2453343.500,13.50,1,8.90,0.15,V
V574 Pup,2453344.500,14.50,3,9.17,0.10,V
V574 Pup,2453345.500,15.50,5,9.40,0.13,V
V574 Pup,2453346.500,16.50,12,9.39,0.03,V
V574 Pup,2453347.500,17.50,11,9.54,0.03,V
V574 Pup,2453349.500,19.50,1,10.10,0.15,V
V574 Pup,2453351.500,21.50,3,9.70,0.09,V
V574 Pup,2453352.500,22.50,13,9.92,0.02,V
V574 Pup,2453353.500,23.50,14,9.89,0.04,V
V574 Pup,2453354.500,24.50,2,9.80,0.14,V
V574 Pup,2453355.500,25.50,3,9.80,0.12,V
V574 Pup,2453356.500,26.50,2,9.95,0.32,V
V574 Pup,2453358.500,28.50,21,9.83,0.02,V
V574 Pup,2453359.500,29.50,1,10.20,0.15,V
V574 Pup,2453360.500,30.50,1,10.10,0.15,V
V574 Pup,2453363.500,33.50,11,10.50,0.02,V
V574 Pup,2453364.500,34.50,2,10.80,0.11,V
V574 Pup,2453366.500,36.50,11,10.63,0.02,V
V574 Pup,2453367.500,37.50,1,11.10,0.15,V
V574 Pup,2453368.500,38.50,20,10.78,0.02,V
V574 Pup,2453369.500,39.50,12,10.52,0.02,V
V574 Pup,2453370.500,40.50,11,10.63,0.02,V
V574 Pup,2453371.500,41.50,12,10.88,0.02,V
V574 Pup,2453372.500,42.50,2,11.05,0.25,V
V574 Pup,2453373.500,43.50,13,10.84,0.02,V
V574 Pup,2453375.500,45.50,2,10.80,0.11,V
V574 Pup,2453376.500,46.50,2,10.80,0.11,V
V574 Pup,2453377.500,47.50,4,10.65,0.08,V
V574 Pup,2453378.500,48.50,4,10.53,0.08,V
V574 Pup,2453379.500,49.50,22,10.81,0.02,V
V574 Pup,2453381.000,51.00,24,10.74,0.03,V
V574 Pup,2453383.000,53.00,66,10.72,0.02,V
V574 Pup,2453385.000,55.00,48,10.80,0.02,V
V574 Pup,2453387.000,57.00,17,10.82,0.04,V
V574 Pup,2453389.000,59.00,12,11.10,0.04,V
V574 Pup,2453391.000,61.00,41,11.10,0.02,V
V574 Pup,2453393.000,63.00,10,11.10,0.02,V
V574 Pup,2453395.000,65.00,1,11.20,0.15,V
V574 Pup,2453397.000,67.00,5,11.16,0.07,V
V574 Pup,2453399.000,69.00,31,11.30,0.02,V
V574 Pup,2453401.000,71.00,2,11.35,0.18,V
V574 Pup,2453403.000,73.00,14,11.17,0.04,V
V574 Pup,2453405.000,75.00,43,11.39,0.02,V
V574 Pup,2453407.000,77.00,36,11.30,0.02,V
V574 Pup,2453409.000,79.00,56,11.29,0.02,V
V574 Pup,2453411.000,81.00,2,11.65,0.11,V
V574 Pup,2453413.000,83.00,52,11.54,0.03,V
V574 Pup,2453415.000,85.00,44,11.63,0.02,V
V574 Pup,2453417.000,87.00,75,11.57,0.02,V
V574 Pup,2453419.000,89.00,14,11.57,0.03,V
V574 Pup,2453421.000,91.00,52,11.62,0.02,V
V574 Pup,2453423.000,93.00,42,11.71,0.02,V
V574 Pup,2453427.000,97.00,40,11.83,0.02,V
V574 Pup,2453429.000,99.00,51,11.86,0.02,V
V574 Pup,2453431.000,101.00,65,11.94,0.02,V
V574 Pup,2453433.000,103.00,41,11.88,0.02,V
V574 Pup,2453435.000,105.00,45,11.89,0.02,V
V574 Pup,2453437.000,107.00,2,12.20,0.11,V
V574 Pup,2453439.000,109.00,2,12.00,0.21,V
V574 Pup,2453441.000,111.00,5,12.00,0.08,V
V574 Pup,2453443.000,113.00,22,12.19,0.02,V
V574 Pup,2453445.000,115.00,2,12.15,0.11,V
V574 Pup,2453447.000,117.00,2,11.90,0.11,V
V574 Pup,2453449.000,119.00,2,12.20,0.11,V
V574 Pup,2453452.000,122.00,1,12.30,0.15,V
V574 Pup,2453456.000,126.00,10,12.00,0.02,V
V574 Pup,2453460.000,130.00,5,11.84,0.08,V
V574 Pup,2453464.000,134.00,61,12.31,0.02,V
V574 Pup,2453468.000,138.00,21,12.47,0.02,V
V574 Pup,2453472.000,142.00,23,12.51,0.02,V
V574 Pup,2453476.000,146.00,43,12.50,0.02,V
V574 Pup,2453480.000,150.00,40,12.22,0.02,V
V574 Pup,2453484.000,154.00,20,12.26,0.02,V
V574 Pup,2453488.000,158.00,53,12.23,0.02,V
V574 Pup,2453492.000,162.00,4,12.43,0.11,V
V574 Pup,2453496.000,166.00,2,12.20,0.14,V
V574 Pup,2453500.000,170.00,4,12.55,0.08,V
V574 Pup,2453506.000,176.00,10,12.19,0.11,V
V574 Pup,2453514.000,184.00,3,12.37,0.26,V
V574 Pup,2453522.000,192.00,7,12.73,0.10,V
V574 Pup,2453530.000,200.00,3,12.70,0.09,V
V574 Pup,2453602.000,272.00,1,13.30,0.15,V
V574 Pup,2453642.000,312.00,1,13.20,0.15,V
V574 Pup,2453682.000,352.00,1,13.60,0.15,V
V574 Pup,2453746.000,416.00,1,13.00,0.15,V
V574 Pup,2453754.000,424.00,2,13.00,0.11,V
V574 Pup,2453762.000,432.00,3,13.00,0.09,V
