#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
DN Gem,2419472.750,0.75,1,11.70,0.15,V
DN Gem,2419473.750,1.75,1,4.50,0.15,V
DN Gem,2419474.250,2.25,2,4.23,0.11,V
DN Gem,2419475.250,3.25,19,4.00,0.02,V
DN Gem,2419475.750,3.75,9,4.03,0.06,V
DN Gem,2419476.250,4.25,18,3.70,0.06,V
DN Gem,2419476.750,4.75,22,3.58,0.04,V
DN Gem,2419477.250,5.25,50,4.10,0.04,V
DN Gem,2419477.750,5.75,9,4.45,0.10,V
DN Gem,2419478.250,6.25,14,5.32,0.05,V
DN Gem,2419478.750,6.75,24,5.53,0.06,V
DN Gem,2419479.250,7.25,36,5.11,0.13,V
DN Gem,2419479.750,7.75,16,5.28,0.05,V
DN Gem,2419480.250,8.25,23,5.18,0.03,V
DN Gem,2419480.750,8.75,12,5.43,0.10,V
DN Gem,2419481.250,9.25,30,5.16,0.16,V
DN Gem,2419481.750,9.75,13,5.32,0.04,V
DN Gem,2419482.250,10.25,40,5.41,0.02,V
DN Gem,2419482.750,10.75,11,5.46,0.03,V
DN Gem,2419483.250,11.25,32,5.46,0.03,V
DN Gem,2419483.750,11.75,4,5.53,0.08,V
DN Gem,2419484.250,12.25,38,5.13,0.04,V
DN Gem,2419484.750,12.75,4,5.18,0.19,V
DN Gem,2419485.500,13.50,2,4.94,0.38,V
DN Gem,2419486.500,14.50,1,4.50,0.15,V
DN Gem,2419487.500,15.50,1,4.80,0.15,V
DN Gem,2419488.500,16.50,1,5.30,0.15,V
DN Gem,2419490.500,18.50,1,5.90,0.15,V
DN Gem,2419491.500,19.50,1,6.00,0.15,V
DN Gem,2419492.500,20.50,2,5.55,0.11,V
DN Gem,2419496.500,24.50,1,5.80,0.15,V
DN Gem,2419497.500,25.50,1,5.90,0.15,V
DN Gem,2419499.500,27.50,1,6.00,0.15,V
DN Gem,2419500.500,28.50,1,5.90,0.15,V
DN Gem,2419501.500,29.50,1,5.90,0.15,V
DN Gem,2419503.500,31.50,3,6.40,0.09,V
DN Gem,2419504.500,32.50,2,6.60,0.11,V
DN Gem,2419505.500,33.50,1,6.20,0.15,V
DN Gem,2419506.500,34.50,1,6.50,0.15,V
DN Gem,2419509.500,37.50,2,6.55,0.25,V
DN Gem,2419512.500,40.50,1,6.20,0.15,V
DN Gem,2419513.500,41.50,2,6.75,0.11,V
DN Gem,2419514.500,42.50,1,7.00,0.15,V
DN Gem,2419515.500,43.50,1,6.90,0.15,V
DN Gem,2419516.500,44.50,2,6.90,0.11,V
DN Gem,2419517.500,45.50,2,6.75,0.11,V
DN Gem,2419519.500,47.50,3,6.83,0.09,V
DN Gem,2419522.500,50.50,1,6.80,0.15,V
DN Gem,2419525.500,53.50,2,6.75,0.11,V
DN Gem,2419526.500,54.50,1,6.90,0.15,V
DN Gem,2419527.500,55.50,3,7.23,0.09,V
DN Gem,2419529.500,57.50,1,7.30,0.15,V
DN Gem,2419531.000,59.00,1,7.50,0.15,V
DN Gem,2419533.000,61.00,3,7.40,0.09,V
DN Gem,2419535.000,63.00,2,7.30,0.11,V
DN Gem,2419537.000,65.00,3,7.47,0.18,V
DN Gem,2419539.000,67.00,1,8.10,0.15,V
DN Gem,2419541.000,69.00,4,7.85,0.20,V
DN Gem,2419543.000,71.00,1,7.50,0.15,V
DN Gem,2419545.000,73.00,1,8.10,0.15,V
DN Gem,2419551.000,79.00,2,7.55,0.32,V
DN Gem,2419553.000,81.00,1,8.20,0.15,V
DN Gem,2419555.000,83.00,3,7.83,0.26,V
DN Gem,2419557.000,85.00,2,7.65,0.39,V
DN Gem,2419559.000,87.00,1,7.20,0.15,V
DN Gem,2419563.000,91.00,1,7.30,0.15,V
DN Gem,2419565.000,93.00,1,7.80,0.15,V
DN Gem,2419623.000,151.00,1,7.30,0.15,V
DN Gem,2419625.000,153.00,1,7.20,0.15,V
DN Gem,2419629.000,157.00,1,7.30,0.15,V
DN Gem,2419633.000,161.00,1,7.40,0.15,V
DN Gem,2419639.000,167.00,1,8.20,0.15,V
DN Gem,2419641.000,169.00,1,8.20,0.15,V
DN Gem,2419643.000,171.00,1,7.30,0.15,V
DN Gem,2419645.000,173.00,1,7.30,0.15,V
DN Gem,2419653.000,181.00,1,7.40,0.15,V
DN Gem,2419655.000,183.00,1,8.00,0.15,V
DN Gem,2419659.000,187.00,2,7.50,0.11,V
DN Gem,2419663.000,191.00,2,7.60,0.11,V
DN Gem,2419665.000,193.00,1,8.00,0.15,V
DN Gem,2419667.000,195.00,2,7.85,0.11,V
DN Gem,2419669.000,197.00,1,7.90,0.15,V
DN Gem,2419671.000,199.00,1,7.90,0.15,V
DN Gem,2419677.000,205.00,1,7.90,0.15,V
DN Gem,2419684.000,212.00,2,7.75,0.11,V
DN Gem,2419692.000,220.00,4,7.98,0.08,V
DN Gem,2419700.000,228.00,1,8.00,0.15,V
DN Gem,2419708.000,236.00,3,7.83,0.10,V
DN Gem,2419716.000,244.00,9,7.93,0.05,V
DN Gem,2419724.000,252.00,4,7.93,0.08,V
DN Gem,2419732.000,260.00,2,7.90,0.11,V
DN Gem,2419740.000,268.00,9,7.89,0.06,V
DN Gem,2419748.000,276.00,9,7.78,0.05,V
DN Gem,2419756.000,284.00,4,7.85,0.08,V
DN Gem,2419764.000,292.00,4,8.20,0.16,V
DN Gem,2419772.000,300.00,8,8.18,0.05,V
DN Gem,2419780.000,308.00,10,8.37,0.10,V
DN Gem,2419788.000,316.00,1,8.60,0.15,V
DN Gem,2419796.000,324.00,7,8.09,0.08,V
DN Gem,2419804.000,332.00,12,7.79,0.06,V
DN Gem,2419812.000,340.00,11,8.27,0.10,V
DN Gem,2419820.000,348.00,5,8.34,0.07,V
DN Gem,2419828.000,356.00,8,8.41,0.12,V
DN Gem,2419836.000,364.00,9,8.61,0.11,V
DN Gem,2419844.000,372.00,3,8.60,0.09,V
DN Gem,2419852.000,380.00,10,8.57,0.07,V
DN Gem,2419860.000,388.00,16,8.66,0.04,V
DN Gem,2419868.000,396.00,11,8.77,0.04,V
DN Gem,2419876.000,404.00,10,8.73,0.06,V
