#Name,n_Name,JD,Band,l_mag,mag,e_mag,Source
IM Nor,e,2452333.31400,V,,10.700,0.15,AAVSO
IM Nor,e,2452334.17600,V,,10.500,0.15,AAVSO
IM Nor,e,2452334.31400,V,,10.700,0.15,AAVSO
IM Nor,e,2452334.75800,V,,10.600,0.15,AAVSO
IM Nor,e,2452335.33200,V,,10.700,0.15,AAVSO
IM Nor,e,2452335.92400,V,,10.200,0.15,AAVSO
IM Nor,e,2452336.91500,V,,10.300,0.15,AAVSO
IM Nor,e,2452337.90400,V,,10.800,0.15,AAVSO
IM Nor,e,2452338.14100,V,,11.100,0.15,AAVSO
IM Nor,e,2452338.29200,V,,10.900,0.15,AAVSO
IM Nor,e,2452338.29400,V,,10.800,0.15,AAVSO
IM Nor,e,2452338.43300,V,,10.300,0.15,AAVSO
IM Nor,e,2452338.43300,V,,10.300,0.15,AAVSO
IM Nor,e,2452339.33300,V,,10.300,0.15,AAVSO
IM Nor,e,2452339.33300,V,,10.300,0.15,AAVSO
IM Nor,e,2452340.17700,V,,10.300,0.15,AAVSO
IM Nor,e,2452340.29700,V,,10.600,0.15,AAVSO
IM Nor,e,2452340.96800,V,,10.400,0.15,AAVSO
IM Nor,e,2452341.29000,V,,10.700,0.15,AAVSO
IM Nor,e,2452342.25200,V,,10.600,0.15,AAVSO
IM Nor,e,2452342.35800,V,,10.400,0.15,AAVSO
IM Nor,e,2452342.35800,V,,10.400,0.15,AAVSO
IM Nor,e,2452342.61700,V,,10.600,0.15,AAVSO
IM Nor,e,2452342.70200,V,,10.400,0.15,AAVSO
IM Nor,e,2452342.94800,V,,10.200,0.15,AAVSO
IM Nor,e,2452343.21700,V,,10.300,0.15,AAVSO
IM Nor,e,2452343.31600,V,,10.700,0.15,AAVSO
IM Nor,e,2452343.36600,V,,10.300,0.15,AAVSO
IM Nor,e,2452343.36600,V,,10.300,0.15,AAVSO
IM Nor,e,2452343.77800,V,,10.800,0.15,AAVSO
IM Nor,e,2452344.28100,V,,10.700,0.15,AAVSO
IM Nor,e,2452344.31500,V,,10.800,0.15,AAVSO
IM Nor,e,2452344.82700,V,,10.700,0.15,AAVSO
IM Nor,e,2452345.15100,V,,10.900,0.15,AAVSO
IM Nor,e,2452345.31600,V,,10.900,0.15,AAVSO
IM Nor,e,2452345.99200,V,,10.600,0.15,AAVSO
IM Nor,e,2452346.84000,V,,10.800,0.15,AAVSO
IM Nor,e,2452346.87200,V,,11.000,0.15,AAVSO
IM Nor,e,2452348.35400,V,,10.700,0.15,AAVSO
IM Nor,e,2452348.35400,V,,10.700,0.15,AAVSO
IM Nor,e,2452348.85300,V,,10.900,0.15,AAVSO
IM Nor,e,2452348.93500,V,,10.800,0.15,AAVSO
IM Nor,e,2452349.21500,V,,10.700,0.15,AAVSO
IM Nor,e,2452349.31600,V,,11.000,0.15,AAVSO
IM Nor,e,2452349.69000,V,,11.100,0.15,AAVSO
IM Nor,e,2452350.21500,V,,11.000,0.15,AAVSO
IM Nor,e,2452350.30900,V,,11.100,0.15,AAVSO
IM Nor,e,2452350.69000,V,,11.100,0.15,AAVSO
IM Nor,e,2452351.27400,V,,11.100,0.15,AAVSO
IM Nor,e,2452351.58200,V,,10.800,0.15,AAVSO
IM Nor,e,2452351.58200,V,,10.800,0.15,AAVSO
IM Nor,e,2452352.11900,V,,11.500,0.15,AAVSO
IM Nor,e,2452352.30900,V,,11.100,0.15,AAVSO
IM Nor,e,2452352.83400,V,,11.000,0.15,AAVSO
IM Nor,e,2452354.31000,V,,11.100,0.15,AAVSO
IM Nor,e,2452355.30800,V,,10.800,0.15,AAVSO
IM Nor,e,2452356.12000,V,,11.100,0.15,AAVSO
IM Nor,e,2452356.19800,V,,10.400,0.15,AAVSO
IM Nor,e,2452356.60600,V,,10.800,0.15,AAVSO
IM Nor,e,2452356.60600,V,,10.800,0.15,AAVSO
IM Nor,e,2452357.19400,V,,11.000,0.15,AAVSO
IM Nor,e,2452357.25100,V,,11.200,0.15,AAVSO
IM Nor,e,2452357.34000,V,,11.200,0.15,AAVSO
IM Nor,e,2452357.98700,V,,10.800,0.15,AAVSO
IM Nor,e,2452358.31000,V,,11.300,0.15,AAVSO
IM Nor,e,2452358.60900,V,,10.900,0.15,AAVSO
IM Nor,e,2452358.60900,V,,10.900,0.15,AAVSO
IM Nor,e,2452358.93700,V,,10.900,0.15,AAVSO
IM Nor,e,2452359.13300,V,,10.800,0.15,AAVSO
IM Nor,e,2452359.31100,V,,11.200,0.15,AAVSO
IM Nor,e,2452360.20500,V,,11.200,0.15,AAVSO
IM Nor,e,2452360.31100,V,,11.400,0.15,AAVSO
IM Nor,e,2452361.21300,V,,11.500,0.15,AAVSO
IM Nor,e,2452361.31100,V,,11.400,0.15,AAVSO
IM Nor,e,2452363.61600,V,,11.300,0.15,AAVSO
IM Nor,e,2452365.27600,V,,11.400,0.15,AAVSO
IM Nor,e,2452365.86700,V,,11.900,0.15,AAVSO
IM Nor,e,2452365.94900,V,,11.300,0.15,AAVSO
IM Nor,e,2452366.26100,V,,11.400,0.15,AAVSO
IM Nor,e,2452366.26100,V,,11.400,0.15,AAVSO
IM Nor,e,2452366.90100,V,,11.600,0.15,AAVSO
IM Nor,e,2452367.93300,V,,11.600,0.15,AAVSO
IM Nor,e,2452368.26500,V,,11.500,0.15,AAVSO
IM Nor,e,2452368.26500,V,,11.500,0.15,AAVSO
IM Nor,e,2452368.92400,V,,11.500,0.15,AAVSO
IM Nor,e,2452369.36300,V,,11.600,0.15,AAVSO
IM Nor,e,2452369.36300,V,,11.600,0.15,AAVSO
IM Nor,e,2452370.44700,V,,11.600,0.15,AAVSO
IM Nor,e,2452370.44700,V,,11.600,0.15,AAVSO
IM Nor,e,2452371.19300,V,,11.600,0.15,AAVSO
IM Nor,e,2452371.93400,V,,11.700,0.15,AAVSO
IM Nor,e,2452371.96800,V,,11.800,0.15,AAVSO
IM Nor,e,2452372.92800,V,,11.400,0.15,AAVSO
IM Nor,e,2452372.93100,V,,11.800,0.15,AAVSO
IM Nor,e,2452373.21500,V,,11.800,0.15,AAVSO
IM Nor,e,2452374.17600,V,,11.500,0.15,AAVSO
IM Nor,e,2452374.56700,V,,11.500,0.15,AAVSO
IM Nor,e,2452375.29000,V,,12.300,0.15,AAVSO
IM Nor,e,2452375.51900,V,,11.300,0.15,AAVSO
IM Nor,e,2452376.56200,V,,11.400,0.15,AAVSO
IM Nor,e,2452378.19400,V,,11.800,0.15,AAVSO
IM Nor,e,2452378.30000,V,,11.900,0.15,AAVSO
IM Nor,e,2452378.38500,V,,11.700,0.15,AAVSO
IM Nor,e,2452378.38500,V,,11.700,0.15,AAVSO
IM Nor,e,2452378.87900,V,,11.800,0.15,AAVSO
IM Nor,e,2452378.97100,V,,12.100,0.15,AAVSO
IM Nor,e,2452379.20100,V,,11.900,0.15,AAVSO
IM Nor,e,2452379.62400,V,,11.800,0.15,AAVSO
IM Nor,e,2452379.92900,V,,12.400,0.15,AAVSO
IM Nor,e,2452380.17400,V,,11.900,0.15,AAVSO
IM Nor,e,2452380.93100,V,,11.900,0.15,AAVSO
IM Nor,e,2452381.18800,V,,11.800,0.15,AAVSO
IM Nor,e,2452381.54400,V,,11.700,0.15,AAVSO
IM Nor,e,2452381.54400,V,,11.700,0.15,AAVSO
IM Nor,e,2452382.61500,V,,11.800,0.15,AAVSO
IM Nor,e,2452382.93300,V,,12.000,0.15,AAVSO
IM Nor,e,2452383.21000,V,,11.900,0.15,AAVSO
IM Nor,e,2452383.21000,V,,12.400,0.15,AAVSO
IM Nor,e,2452383.28900,V,,11.800,0.15,AAVSO
IM Nor,e,2452383.28900,V,,11.800,0.15,AAVSO
IM Nor,e,2452385.20100,V,,11.900,0.15,AAVSO
IM Nor,e,2452385.53400,V,,11.900,0.15,AAVSO
IM Nor,e,2452385.53400,V,,11.900,0.15,AAVSO
IM Nor,e,2452385.90000,V,,12.300,0.15,AAVSO
IM Nor,e,2452387.60400,V,,12.000,0.15,AAVSO
IM Nor,e,2452387.60400,V,,12.000,0.15,AAVSO
IM Nor,e,2452394.86500,V,,12.400,0.15,AAVSO
IM Nor,e,2452395.85400,V,,12.500,0.15,AAVSO
IM Nor,e,2452396.84800,V,,12.600,0.15,AAVSO
IM Nor,e,2452396.90000,V,,12.400,0.15,AAVSO
IM Nor,e,2452397.87200,V,,12.600,0.15,AAVSO
IM Nor,e,2452398.27200,V,,12.400,0.15,AAVSO
IM Nor,e,2452398.50390,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.50432,Ru,,11.560,0.15,Monard
IM Nor,e,2452398.50475,Ru,,11.565,0.15,Monard
IM Nor,e,2452398.50516,Ru,,11.560,0.15,Monard
IM Nor,e,2452398.50558,Ru,,11.562,0.15,Monard
IM Nor,e,2452398.50600,Ru,,11.559,0.15,Monard
IM Nor,e,2452398.50641,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.50683,Ru,,11.565,0.15,Monard
IM Nor,e,2452398.50725,Ru,,11.557,0.15,Monard
IM Nor,e,2452398.50766,Ru,,11.560,0.15,Monard
IM Nor,e,2452398.50808,Ru,,11.557,0.15,Monard
IM Nor,e,2452398.50850,Ru,,11.561,0.15,Monard
IM Nor,e,2452398.50892,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.50934,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.50976,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.51017,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.51059,Ru,,11.561,0.15,Monard
IM Nor,e,2452398.51101,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.51269,Ru,,11.562,0.15,Monard
IM Nor,e,2452398.51310,Ru,,11.562,0.15,Monard
IM Nor,e,2452398.51352,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.51394,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.51435,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.51477,Ru,,11.564,0.15,Monard
IM Nor,e,2452398.51519,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.51560,Ru,,11.575,0.15,Monard
IM Nor,e,2452398.51603,Ru,,11.564,0.15,Monard
IM Nor,e,2452398.51645,Ru,,11.563,0.15,Monard
IM Nor,e,2452398.51811,Ru,,11.579,0.15,Monard
IM Nor,e,2452398.51853,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.51895,Ru,,11.559,0.15,Monard
IM Nor,e,2452398.51936,Ru,,11.580,0.15,Monard
IM Nor,e,2452398.51978,Ru,,11.582,0.15,Monard
IM Nor,e,2452398.52188,Ru,,11.579,0.15,Monard
IM Nor,e,2452398.52564,Ru,,11.587,0.15,Monard
IM Nor,e,2452398.52605,Ru,,11.597,0.15,Monard
IM Nor,e,2452398.52647,Ru,,11.573,0.15,Monard
IM Nor,e,2452398.52689,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.52731,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.52773,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.52815,Ru,,11.580,0.15,Monard
IM Nor,e,2452398.53734,Ru,,11.582,0.15,Monard
IM Nor,e,2452398.53777,Ru,,11.588,0.15,Monard
IM Nor,e,2452398.53818,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.53860,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.53902,Ru,,11.589,0.15,Monard
IM Nor,e,2452398.53943,Ru,,11.588,0.15,Monard
IM Nor,e,2452398.53985,Ru,,11.566,0.15,Monard
IM Nor,e,2452398.54027,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.54068,Ru,,11.581,0.15,Monard
IM Nor,e,2452398.54110,Ru,,11.595,0.15,Monard
IM Nor,e,2452398.54153,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.54194,Ru,,11.565,0.15,Monard
IM Nor,e,2452398.54236,Ru,,11.579,0.15,Monard
IM Nor,e,2452398.54278,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.54319,Ru,,11.573,0.15,Monard
IM Nor,e,2452398.54361,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.54403,Ru,,11.578,0.15,Monard
IM Nor,e,2452398.54444,Ru,,11.563,0.15,Monard
IM Nor,e,2452398.54486,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.54528,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.54571,Ru,,11.563,0.15,Monard
IM Nor,e,2452398.54612,Ru,,11.585,0.15,Monard
IM Nor,e,2452398.54654,Ru,,11.573,0.15,Monard
IM Nor,e,2452398.54696,Ru,,11.565,0.15,Monard
IM Nor,e,2452398.54737,Ru,,11.582,0.15,Monard
IM Nor,e,2452398.54779,Ru,,11.560,0.15,Monard
IM Nor,e,2452398.54821,Ru,,11.567,0.15,Monard
IM Nor,e,2452398.54862,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.54905,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.54947,Ru,,11.585,0.15,Monard
IM Nor,e,2452398.54988,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.55030,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.55072,Ru,,11.564,0.15,Monard
IM Nor,e,2452398.55113,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.55155,Ru,,11.557,0.15,Monard
IM Nor,e,2452398.55197,Ru,,11.573,0.15,Monard
IM Nor,e,2452398.55240,Ru,,11.579,0.15,Monard
IM Nor,e,2452398.55281,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.55323,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.55365,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.55406,Ru,,11.566,0.15,Monard
IM Nor,e,2452398.55448,Ru,,11.563,0.15,Monard
IM Nor,e,2452398.55490,Ru,,11.567,0.15,Monard
IM Nor,e,2452398.55531,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.55573,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.55615,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.55657,Ru,,11.565,0.15,Monard
IM Nor,e,2452398.55699,Ru,,11.581,0.15,Monard
IM Nor,e,2452398.55741,Ru,,11.557,0.15,Monard
IM Nor,e,2452398.55782,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.55824,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.55866,Ru,,11.579,0.15,Monard
IM Nor,e,2452398.55907,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.55950,Ru,,11.580,0.15,Monard
IM Nor,e,2452398.55992,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.56034,Ru,,11.554,0.15,Monard
IM Nor,e,2452398.56075,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.56117,Ru,,11.555,0.15,Monard
IM Nor,e,2452398.56159,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.56200,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.56242,Ru,,11.573,0.15,Monard
IM Nor,e,2452398.56284,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.56325,Ru,,11.563,0.15,Monard
IM Nor,e,2452398.56367,Ru,,11.586,0.15,Monard
IM Nor,e,2452398.56410,Ru,,11.566,0.15,Monard
IM Nor,e,2452398.56451,Ru,,11.567,0.15,Monard
IM Nor,e,2452398.56493,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.56535,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.56576,Ru,,11.581,0.15,Monard
IM Nor,e,2452398.56618,Ru,,11.579,0.15,Monard
IM Nor,e,2452398.56660,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.56701,Ru,,11.565,0.15,Monard
IM Nor,e,2452398.56743,Ru,,11.575,0.15,Monard
IM Nor,e,2452398.56786,Ru,,11.585,0.15,Monard
IM Nor,e,2452398.56828,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.56869,Ru,,11.575,0.15,Monard
IM Nor,e,2452398.56911,Ru,,11.590,0.15,Monard
IM Nor,e,2452398.56953,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.56994,Ru,,11.567,0.15,Monard
IM Nor,e,2452398.57036,Ru,,11.579,0.15,Monard
IM Nor,e,2452398.57078,Ru,,11.583,0.15,Monard
IM Nor,e,2452398.57120,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.57162,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.57204,Ru,,11.563,0.15,Monard
IM Nor,e,2452398.57245,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.57287,Ru,,11.595,0.15,Monard
IM Nor,e,2452398.57329,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.57370,Ru,,11.582,0.15,Monard
IM Nor,e,2452398.57412,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.57455,Ru,,11.591,0.15,Monard
IM Nor,e,2452398.57497,Ru,,11.571,0.15,Monard
IM Nor,e,2452398.57538,Ru,,11.575,0.15,Monard
IM Nor,e,2452398.57580,Ru,,11.569,0.15,Monard
IM Nor,e,2452398.57622,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.57663,Ru,,11.589,0.15,Monard
IM Nor,e,2452398.57705,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.57747,Ru,,11.581,0.15,Monard
IM Nor,e,2452398.57789,Ru,,11.595,0.15,Monard
IM Nor,e,2452398.57831,Ru,,11.585,0.15,Monard
IM Nor,e,2452398.57873,Ru,,11.585,0.15,Monard
IM Nor,e,2452398.57914,Ru,,11.580,0.15,Monard
IM Nor,e,2452398.57956,Ru,,11.569,0.15,Monard
IM Nor,e,2452398.57998,Ru,,11.583,0.15,Monard
IM Nor,e,2452398.58039,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.58081,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.58123,Ru,,11.592,0.15,Monard
IM Nor,e,2452398.58164,Ru,,11.580,0.15,Monard
IM Nor,e,2452398.58207,Ru,,11.575,0.15,Monard
IM Nor,e,2452398.58249,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.58291,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.58332,Ru,,11.599,0.15,Monard
IM Nor,e,2452398.58374,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.58416,Ru,,11.588,0.15,Monard
IM Nor,e,2452398.58457,Ru,,11.596,0.15,Monard
IM Nor,e,2452398.58499,Ru,,11.591,0.15,Monard
IM Nor,e,2452398.58541,Ru,,11.586,0.15,Monard
IM Nor,e,2452398.58582,Ru,,11.573,0.15,Monard
IM Nor,e,2452398.58624,Ru,,11.582,0.15,Monard
IM Nor,e,2452398.58666,Ru,,11.594,0.15,Monard
IM Nor,e,2452398.58707,Ru,,11.566,0.15,Monard
IM Nor,e,2452398.58750,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.58792,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.58833,Ru,,11.588,0.15,Monard
IM Nor,e,2452398.58875,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.58917,Ru,,11.578,0.15,Monard
IM Nor,e,2452398.58958,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.59000,Ru,,11.591,0.15,Monard
IM Nor,e,2452398.59042,Ru,,11.580,0.15,Monard
IM Nor,e,2452398.59084,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.59334,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.59376,Ru,,11.582,0.15,Monard
IM Nor,e,2452398.60464,Ru,,11.570,0.15,Monard
IM Nor,e,2452398.60506,Ru,,11.584,0.15,Monard
IM Nor,e,2452398.60547,Ru,,11.594,0.15,Monard
IM Nor,e,2452398.60589,Ru,,11.580,0.15,Monard
IM Nor,e,2452398.60631,Ru,,11.582,0.15,Monard
IM Nor,e,2452398.60672,Ru,,11.576,0.15,Monard
IM Nor,e,2452398.60714,Ru,,11.562,0.15,Monard
IM Nor,e,2452398.60756,Ru,,11.578,0.15,Monard
IM Nor,e,2452398.60882,Ru,,11.578,0.15,Monard
IM Nor,e,2452398.60924,Ru,,11.574,0.15,Monard
IM Nor,e,2452398.60965,Ru,,11.588,0.15,Monard
IM Nor,e,2452398.61007,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.61049,Ru,,11.575,0.15,Monard
IM Nor,e,2452398.61090,Ru,,11.583,0.15,Monard
IM Nor,e,2452398.61132,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.61175,Ru,,11.568,0.15,Monard
IM Nor,e,2452398.61216,Ru,,11.578,0.15,Monard
IM Nor,e,2452398.61258,Ru,,11.577,0.15,Monard
IM Nor,e,2452398.61300,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.61341,Ru,,11.581,0.15,Monard
IM Nor,e,2452398.61383,Ru,,11.582,0.15,Monard
IM Nor,e,2452398.61425,Ru,,11.578,0.15,Monard
IM Nor,e,2452398.61466,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.61508,Ru,,11.566,0.15,Monard
IM Nor,e,2452398.61551,Ru,,11.587,0.15,Monard
IM Nor,e,2452398.61593,Ru,,11.572,0.15,Monard
IM Nor,e,2452398.61634,Ru,,11.578,0.15,Monard
IM Nor,e,2452398.61676,Ru,,11.579,0.15,Monard
IM Nor,e,2452398.61718,Ru,,11.563,0.15,Monard
IM Nor,e,2452398.61759,Ru,,11.575,0.15,Monard
IM Nor,e,2452398.61801,Ru,,11.581,0.15,Monard
