#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
IM Nor,2452286.750,0.75,10,8.13,0.02,V
IM Nor,2452287.250,1.25,1,8.30,0.15,V
IM Nor,2452288.750,2.75,10,7.84,0.05,V
IM Nor,2452290.250,4.25,2,8.50,0.21,V
IM Nor,2452291.250,5.25,2,8.70,0.11,V
IM Nor,2452291.750,5.75,1,8.90,0.15,V
IM Nor,2452292.750,6.75,1,8.80,0.15,V
IM Nor,2452293.250,7.25,1,8.70,0.15,V
IM Nor,2452293.750,7.75,4,8.95,0.08,V
IM Nor,2452294.750,8.75,10,8.75,0.02,V
IM Nor,2452295.250,9.25,1,9.00,0.15,V
IM Nor,2452296.250,10.25,2,8.85,0.11,V
IM Nor,2452297.250,11.25,1,9.20,0.15,V
IM Nor,2452299.250,13.25,2,9.15,0.11,V
IM Nor,2452301.000,15.00,7,9.04,0.09,V
IM Nor,2452303.000,17.00,4,9.23,0.08,V
IM Nor,2452305.000,19.00,2,9.35,0.11,V
IM Nor,2452307.000,21.00,6,9.35,0.10,V
IM Nor,2452309.000,23.00,8,9.36,0.06,V
IM Nor,2452311.000,25.00,7,9.36,0.11,V
IM Nor,2452313.000,27.00,5,9.74,0.07,V
IM Nor,2452315.000,29.00,8,9.86,0.07,V
IM Nor,2452317.000,31.00,8,9.99,0.08,V
IM Nor,2452319.000,33.00,5,9.96,0.10,V
IM Nor,2452321.000,35.00,6,9.87,0.09,V
IM Nor,2452323.000,37.00,5,10.04,0.09,V
IM Nor,2452325.000,39.00,4,9.95,0.11,V
IM Nor,2452327.000,41.00,6,9.98,0.06,V
IM Nor,2452329.000,43.00,4,10.48,0.08,V
IM Nor,2452331.000,45.00,7,10.27,0.12,V
IM Nor,2452333.000,47.00,3,10.70,0.09,V
IM Nor,2452335.000,49.00,5,10.54,0.08,V
IM Nor,2452337.000,51.00,2,10.55,0.18,V
IM Nor,2452339.000,53.00,7,10.57,0.12,V
IM Nor,2452341.000,55.00,4,10.50,0.08,V
IM Nor,2452343.000,57.00,11,10.45,0.06,V
IM Nor,2452345.000,59.00,6,10.77,0.06,V
IM Nor,2452347.000,61.00,2,10.90,0.11,V
IM Nor,2452349.000,63.00,7,10.84,0.06,V
IM Nor,2452351.000,65.00,6,10.98,0.06,V
IM Nor,2452353.000,67.00,3,11.20,0.12,V
IM Nor,2452355.000,69.00,2,10.95,0.11,V
IM Nor,2452357.000,71.00,8,10.91,0.09,V
IM Nor,2452359.000,73.00,6,11.00,0.07,V
IM Nor,2452361.000,75.00,4,11.38,0.08,V
IM Nor,2452363.000,77.00,1,11.30,0.15,V
IM Nor,2452365.000,79.00,3,11.53,0.15,V
IM Nor,2452367.000,81.00,4,11.50,0.08,V
IM Nor,2452369.000,83.00,5,11.54,0.07,V
IM Nor,2452371.000,85.00,5,11.66,0.07,V
IM Nor,2452373.000,87.00,3,11.67,0.11,V
IM Nor,2452375.000,89.00,4,11.65,0.19,V
IM Nor,2452377.000,91.00,1,11.40,0.15,V
IM Nor,2452379.000,93.00,9,11.90,0.07,V
IM Nor,2452381.000,95.00,5,11.80,0.07,V
IM Nor,2452383.000,97.00,6,11.95,0.09,V
IM Nor,2452385.000,99.00,4,12.00,0.09,V
IM Nor,2452387.000,101.00,2,12.00,0.11,V
IM Nor,2452395.000,109.00,2,12.45,0.11,V
IM Nor,2452397.000,111.00,3,12.53,0.09,V
IM Nor,2452399.000,113.00,276,12.18,0.02,V
IM Nor,2452404.000,118.00,16,12.72,0.04,V
IM Nor,2452412.000,126.00,6,12.73,0.07,V
IM Nor,2452420.000,134.00,3,12.63,0.10,V
IM Nor,2452428.000,142.00,12,12.74,0.06,V
IM Nor,2452436.000,150.00,12,12.97,0.06,V
IM Nor,2452444.000,158.00,6,13.03,0.11,V
IM Nor,2452452.000,166.00,4,13.28,0.14,V
IM Nor,2452460.000,174.00,1062,13.42,0.02,V
IM Nor,2452468.000,182.00,4,13.55,0.08,V
IM Nor,2452476.000,190.00,1,13.50,0.15,V
IM Nor,2452484.000,198.00,2,13.60,0.11,V
IM Nor,2452492.000,206.00,3,13.20,0.09,V
IM Nor,2452500.000,214.00,2,13.50,0.21,V
IM Nor,2452508.000,222.00,1,13.40,0.15,V
IM Nor,2452516.000,230.00,3,13.63,0.14,V
IM Nor,2452524.000,238.00,2,13.70,0.21,V
IM Nor,2452540.000,254.00,193,14.91,0.02,V
IM Nor,2452564.000,278.00,92,15.35,0.02,V
IM Nor,2452572.000,286.00,1,15.60,0.15,V
IM Nor,2452648.000,362.00,1,16.20,0.15,V
IM Nor,2452680.000,394.00,1,16.40,0.15,V
IM Nor,2452728.000,442.00,2,16.75,0.11,V
IM Nor,2452744.000,458.00,82,16.65,0.02,V
IM Nor,2452760.000,474.00,896,16.83,0.02,V
IM Nor,2452776.000,490.00,882,17.18,0.02,V
IM Nor,2452792.000,506.00,849,17.11,0.02,V
IM Nor,2452848.000,562.00,589,17.27,0.02,V
IM Nor,2452880.000,594.00,1,17.70,0.15,V
IM Nor,2452912.000,626.00,1,17.40,0.15,V
IM Nor,2452944.000,658.00,1,17.30,0.15,V
IM Nor,2453040.000,754.00,1,17.80,0.15,V
IM Nor,2453072.000,786.00,1,17.20,0.15,V
IM Nor,2453104.000,818.00,1,18.30,0.15,V
IM Nor,2453136.000,850.00,2,17.80,0.11,V
IM Nor,2453168.000,882.00,1341,17.68,0.02,V
IM Nor,2453360.000,1074.00,1,17.60,0.15,V
