#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V603 Aql,2421748.750,0.75,1,11.30,0.15,V
V603 Aql,2421750.750,2.75,1,10.50,0.15,V
V603 Aql,2421752.750,4.75,3,6.60,0.21,V
V603 Aql,2421753.250,5.25,47,1.04,0.04,V
V603 Aql,2421753.750,5.75,48,0.67,0.05,V
V603 Aql,2421754.250,6.25,52,-0.03,0.07,V
V603 Aql,2421754.750,6.75,54,-0.50,0.07,V
V603 Aql,2421755.250,7.25,40,0.18,0.04,V
V603 Aql,2421755.750,7.75,30,0.18,0.04,V
V603 Aql,2421756.250,8.25,46,0.39,0.03,V
V603 Aql,2421756.750,8.75,37,0.53,0.04,V
V603 Aql,2421757.250,9.25,44,0.70,0.02,V
V603 Aql,2421757.750,9.75,48,0.77,0.03,V
V603 Aql,2421758.250,10.25,3,0.90,0.09,V
V603 Aql,2421758.750,10.75,3,1.10,0.09,V
V603 Aql,2421759.250,11.25,2,0.95,0.11,V
V603 Aql,2421759.750,11.75,7,1.24,0.06,V
V603 Aql,2421760.500,12.50,10,1.58,0.09,V
V603 Aql,2421761.500,13.50,9,1.89,0.05,V
V603 Aql,2421762.500,14.50,3,2.07,0.10,V
V603 Aql,2421763.500,15.50,6,2.08,0.11,V
V603 Aql,2421764.500,16.50,7,2.17,0.06,V
V603 Aql,2421765.500,17.50,7,2.37,0.06,V
V603 Aql,2421766.500,18.50,4,2.48,0.08,V
V603 Aql,2421767.500,19.50,6,2.65,0.06,V
V603 Aql,2421768.500,20.50,6,2.83,0.08,V
V603 Aql,2421769.500,21.50,9,2.93,0.06,V
V603 Aql,2421770.500,22.50,6,3.07,0.11,V
V603 Aql,2421771.500,23.50,7,3.40,0.06,V
V603 Aql,2421772.500,24.50,8,3.76,0.08,V
V603 Aql,2421773.500,25.50,5,3.80,0.07,V
V603 Aql,2421774.500,26.50,4,3.70,0.13,V
V603 Aql,2421775.500,27.50,8,3.55,0.05,V
V603 Aql,2421776.500,28.50,12,3.32,0.04,V
V603 Aql,2421777.500,29.50,14,3.20,0.03,V
V603 Aql,2421778.500,30.50,9,3.16,0.05,V
V603 Aql,2421779.500,31.50,9,3.19,0.05,V
V603 Aql,2421780.500,32.50,7,3.26,0.06,V
V603 Aql,2421781.500,33.50,9,3.34,0.05,V
V603 Aql,2421782.500,34.50,13,3.41,0.04,V
V603 Aql,2421783.500,35.50,8,3.50,0.07,V
V603 Aql,2421784.500,36.50,2,3.80,0.11,V
V603 Aql,2421785.500,37.50,9,3.86,0.05,V
V603 Aql,2421786.500,38.50,8,3.80,0.05,V
V603 Aql,2421787.500,39.50,14,3.90,0.06,V
V603 Aql,2421788.500,40.50,8,3.70,0.05,V
V603 Aql,2421789.500,41.50,10,3.69,0.04,V
V603 Aql,2421790.500,42.50,8,3.69,0.05,V
V603 Aql,2421791.500,43.50,7,3.67,0.06,V
V603 Aql,2421792.500,44.50,7,3.77,0.06,V
V603 Aql,2421793.500,45.50,7,3.79,0.09,V
V603 Aql,2421794.500,46.50,8,3.96,0.05,V
V603 Aql,2421795.500,47.50,8,4.10,0.05,V
V603 Aql,2421796.500,48.50,5,4.26,0.15,V
V603 Aql,2421797.500,49.50,4,4.43,0.10,V
V603 Aql,2421798.500,50.50,1,4.40,0.15,V
V603 Aql,2421799.500,51.50,6,4.08,0.07,V
V603 Aql,2421800.500,52.50,7,3.94,0.06,V
V603 Aql,2421801.500,53.50,9,3.84,0.05,V
V603 Aql,2421802.500,54.50,13,3.87,0.03,V
V603 Aql,2421803.500,55.50,13,3.89,0.03,V
V603 Aql,2421804.500,56.50,7,3.96,0.06,V
V603 Aql,2421805.500,57.50,11,3.95,0.06,V
V603 Aql,2421806.500,58.50,11,4.04,0.05,V
V603 Aql,2421807.500,59.50,11,4.49,0.06,V
V603 Aql,2421808.500,60.50,6,4.42,0.10,V
V603 Aql,2421809.500,61.50,10,4.69,0.05,V
V603 Aql,2421810.500,62.50,8,4.69,0.06,V
V603 Aql,2421811.500,63.50,7,4.60,0.09,V
V603 Aql,2421812.500,64.50,14,4.11,0.04,V
V603 Aql,2421813.500,65.50,9,3.97,0.05,V
V603 Aql,2421814.500,66.50,8,4.04,0.05,V
V603 Aql,2421815.500,67.50,6,4.12,0.06,V
V603 Aql,2421816.500,68.50,9,4.11,0.05,V
V603 Aql,2421817.500,69.50,9,4.18,0.05,V
V603 Aql,2421818.500,70.50,9,4.36,0.05,V
V603 Aql,2421819.500,71.50,11,4.65,0.04,V
V603 Aql,2421820.500,72.50,8,4.51,0.05,V
V603 Aql,2421821.500,73.50,12,4.69,0.05,V
V603 Aql,2421822.500,74.50,4,4.73,0.08,V
V603 Aql,2421823.500,75.50,4,4.53,0.08,V
V603 Aql,2421824.500,76.50,9,4.44,0.05,V
V603 Aql,2421825.500,77.50,4,4.60,0.08,V
V603 Aql,2421826.500,78.50,5,4.54,0.08,V
V603 Aql,2421827.500,79.50,2,4.75,0.11,V
V603 Aql,2421828.500,80.50,2,4.85,0.11,V
V603 Aql,2421829.500,81.50,4,4.83,0.08,V
V603 Aql,2421830.500,82.50,8,4.71,0.06,V
V603 Aql,2421831.500,83.50,8,4.58,0.12,V
V603 Aql,2421832.500,84.50,8,4.43,0.07,V
V603 Aql,2421833.500,85.50,11,4.45,0.08,V
V603 Aql,2421834.500,86.50,6,4.58,0.06,V
V603 Aql,2421835.500,87.50,7,4.54,0.07,V
V603 Aql,2421836.500,88.50,6,4.73,0.06,V
V603 Aql,2421837.500,89.50,5,4.86,0.07,V
V603 Aql,2421838.500,90.50,8,4.88,0.06,V
V603 Aql,2421839.500,91.50,6,4.85,0.06,V
V603 Aql,2421840.500,92.50,6,4.77,0.06,V
V603 Aql,2421841.500,93.50,5,4.86,0.07,V
V603 Aql,2421842.500,94.50,10,4.72,0.05,V
V603 Aql,2421843.500,95.50,9,4.58,0.05,V
V603 Aql,2421844.500,96.50,4,4.80,0.08,V
V603 Aql,2421845.500,97.50,6,4.92,0.06,V
V603 Aql,2421846.500,98.50,4,4.93,0.12,V
V603 Aql,2421847.500,99.50,6,4.98,0.07,V
V603 Aql,2421848.500,100.50,2,5.05,0.11,V
V603 Aql,2421849.500,101.50,2,4.95,0.11,V
V603 Aql,2421852.000,104.00,11,4.93,0.04,V
V603 Aql,2421856.000,108.00,8,5.03,0.05,V
V603 Aql,2421860.000,112.00,18,5.00,0.04,V
V603 Aql,2421864.000,116.00,18,5.04,0.04,V
V603 Aql,2421868.000,120.00,18,5.08,0.04,V
V603 Aql,2421872.000,124.00,13,5.15,0.07,V
V603 Aql,2421876.000,128.00,20,5.19,0.05,V
V603 Aql,2421880.000,132.00,9,5.20,0.08,V
V603 Aql,2421884.000,136.00,5,5.36,0.07,V
V603 Aql,2421888.000,140.00,17,5.31,0.05,V
V603 Aql,2421892.000,144.00,8,5.35,0.07,V
V603 Aql,2421896.000,148.00,12,5.41,0.06,V
V603 Aql,2421900.000,152.00,7,5.40,0.06,V
V603 Aql,2421904.000,156.00,9,5.42,0.07,V
V603 Aql,2421908.000,160.00,4,5.50,0.08,V
V603 Aql,2421912.000,164.00,4,5.45,0.08,V
V603 Aql,2421916.000,168.00,1,5.70,0.15,V
V603 Aql,2421920.000,172.00,4,5.50,0.08,V
V603 Aql,2421924.000,176.00,6,5.48,0.06,V
V603 Aql,2421928.000,180.00,5,5.48,0.08,V
V603 Aql,2421932.000,184.00,2,5.55,0.18,V
V603 Aql,2421936.000,188.00,1,5.70,0.15,V
V603 Aql,2421940.000,192.00,1,5.80,0.15,V
V603 Aql,2421952.000,204.00,1,5.50,0.15,V
V603 Aql,2421996.000,248.00,3,5.90,0.09,V
V603 Aql,2422000.000,252.00,2,6.25,0.11,V
V603 Aql,2422006.000,258.00,1,5.50,0.15,V
V603 Aql,2422014.000,266.00,3,6.13,0.10,V
V603 Aql,2422022.000,274.00,4,6.10,0.18,V
V603 Aql,2422030.000,282.00,3,6.33,0.11,V
V603 Aql,2422038.000,290.00,2,6.30,0.11,V
V603 Aql,2422046.000,298.00,5,6.36,0.07,V
V603 Aql,2422054.000,306.00,3,6.27,0.09,V
V603 Aql,2422062.000,314.00,1,6.40,0.15,V
V603 Aql,2422070.000,322.00,2,6.45,0.11,V
V603 Aql,2422078.000,330.00,4,6.33,0.08,V
V603 Aql,2422086.000,338.00,3,6.40,0.09,V
V603 Aql,2422094.000,346.00,2,6.30,0.11,V
V603 Aql,2422102.000,354.00,12,6.45,0.04,V
V603 Aql,2422110.000,362.00,10,6.51,0.03,V
V603 Aql,2422118.000,370.00,10,6.51,0.03,V
V603 Aql,2422126.000,378.00,8,6.51,0.05,V
V603 Aql,2422134.000,386.00,9,6.73,0.12,V
V603 Aql,2422142.000,394.00,9,6.43,0.07,V
V603 Aql,2422150.000,402.00,3,6.63,0.18,V
V603 Aql,2422158.000,410.00,4,6.58,0.09,V
V603 Aql,2422166.000,418.00,12,6.64,0.08,V
V603 Aql,2422174.000,426.00,7,6.71,0.06,V
V603 Aql,2422182.000,434.00,7,6.56,0.12,V
V603 Aql,2422190.000,442.00,14,6.77,0.09,V
V603 Aql,2422198.000,450.00,12,6.84,0.13,V
V603 Aql,2422210.000,462.00,13,7.27,0.05,V
V603 Aql,2422226.000,478.00,16,7.39,0.04,V
V603 Aql,2422242.000,494.00,9,7.40,0.07,V
V603 Aql,2422258.000,510.00,9,7.37,0.08,V
V603 Aql,2422274.000,526.00,13,7.60,0.07,V
V603 Aql,2422290.000,542.00,6,7.47,0.06,V
V603 Aql,2422306.000,558.00,3,7.67,0.09,V
V603 Aql,2422354.000,606.00,3,7.93,0.09,V
V603 Aql,2422370.000,622.00,1,8.10,0.15,V
V603 Aql,2422386.000,638.00,2,8.30,0.11,V
V603 Aql,2422402.000,654.00,6,8.23,0.06,V
V603 Aql,2422418.000,670.00,3,8.17,0.14,V
V603 Aql,2422434.000,686.00,8,8.34,0.06,V
V603 Aql,2422450.000,702.00,3,8.43,0.09,V
V603 Aql,2422466.000,718.00,8,8.55,0.07,V
V603 Aql,2422482.000,734.00,13,8.53,0.04,V
V603 Aql,2422498.000,750.00,14,8.40,0.05,V
V603 Aql,2422514.000,766.00,12,8.68,0.07,V
V603 Aql,2422530.000,782.00,21,8.63,0.05,V
V603 Aql,2422546.000,798.00,21,8.56,0.06,V
V603 Aql,2422562.000,814.00,24,8.73,0.06,V
V603 Aql,2422578.000,830.00,30,8.73,0.05,V
V603 Aql,2422594.000,846.00,18,8.79,0.07,V
V603 Aql,2422634.000,886.00,63,8.75,0.03,V
V603 Aql,2422698.000,950.00,1,9.40,0.15,V
V603 Aql,2422762.000,1014.00,23,9.19,0.04,V
V603 Aql,2422826.000,1078.00,21,9.35,0.05,V
V603 Aql,2422890.000,1142.00,39,9.57,0.05,V
