#Name,n_Name,JD,Band,l_mag,mag,e_mag,Source
V2487 Oph,e,2450991.28600,V,,13.500,0.15,AAVSO
V2487 Oph,e,2450991.52000,V,,13.400,0.15,AAVSO
V2487 Oph,e,2450991.70000,V,,13.300,0.15,AAVSO
V2487 Oph,e,2450991.76700,V,,13.400,0.15,AAVSO
V2487 Oph,e,2450991.90700,V,,13.400,0.15,AAVSO
V2487 Oph,e,2450992.07600,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450992.11900,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450992.16700,V,,13.500,0.15,AAVSO
V2487 Oph,e,2450992.26500,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450992.26500,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450992.45900,V,,13.500,0.15,AAVSO
V2487 Oph,e,2450992.54000,V,,13.500,0.15,AAVSO
V2487 Oph,e,2450992.70000,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450993.24100,V,,13.700,0.15,AAVSO
V2487 Oph,e,2450993.24100,V,,13.700,0.15,AAVSO
V2487 Oph,e,2450993.31900,V,,13.800,0.15,AAVSO
V2487 Oph,e,2450993.65700,V,,13.700,0.15,AAVSO
V2487 Oph,e,2450993.91300,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450993.94200,V,,13.500,0.15,AAVSO
V2487 Oph,e,2450993.94500,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450994.10200,V,,13.700,0.15,AAVSO
V2487 Oph,e,2450994.26100,V,,13.700,0.15,AAVSO
V2487 Oph,e,2450994.26100,V,,13.700,0.15,AAVSO
V2487 Oph,e,2450994.40000,V,,13.900,0.15,AAVSO
V2487 Oph,e,2450994.72200,V,,13.700,0.15,AAVSO
V2487 Oph,e,2450994.80000,V,,13.800,0.15,AAVSO
V2487 Oph,e,2450994.86900,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450994.90000,V,,13.800,0.15,AAVSO
V2487 Oph,e,2450995.70000,V,,13.800,0.15,AAVSO
V2487 Oph,e,2450996.63100,V,,13.800,0.15,AAVSO
V2487 Oph,e,2450997.00000,V,,13.500,0.15,AAVSO
V2487 Oph,e,2450998.91900,V,,13.600,0.15,AAVSO
V2487 Oph,e,2450999.43000,V,,13.600,0.15,AAVSO
V2487 Oph,e,2451000.66600,V,,13.500,0.15,AAVSO
V2487 Oph,e,2451000.70000,V,,14.300,0.15,AAVSO
V2487 Oph,e,2451003.70000,V,,13.800,0.15,AAVSO
V2487 Oph,e,2451005.70000,V,,14.200,0.15,AAVSO
V2487 Oph,e,2451006.23000,V,,14.100,0.15,AAVSO
V2487 Oph,e,2451006.23000,V,,14.100,0.15,AAVSO
V2487 Oph,e,2451008.67400,V,,14.300,0.15,AAVSO
V2487 Oph,e,2451008.91600,V,,14.200,0.15,AAVSO
V2487 Oph,e,2451008.99300,V,,14.500,0.15,AAVSO
V2487 Oph,e,2451009.28000,V,,14.200,0.15,AAVSO
V2487 Oph,e,2451009.28000,V,,14.200,0.15,AAVSO
V2487 Oph,e,2451009.70000,V,,14.300,0.15,AAVSO
V2487 Oph,e,2451010.88900,V,,14.300,0.15,AAVSO
V2487 Oph,e,2451011.09500,V,,14.300,0.15,AAVSO
V2487 Oph,e,2451011.32000,V,,14.400,0.15,AAVSO
V2487 Oph,e,2451011.32000,V,,14.400,0.15,AAVSO
V2487 Oph,e,2451012.64900,V,,14.600,0.15,AAVSO
V2487 Oph,e,2451012.90500,V,,14.400,0.15,AAVSO
V2487 Oph,e,2451013.61500,V,,14.500,0.15,AAVSO
V2487 Oph,e,2451013.62800,V,,14.600,0.15,AAVSO
V2487 Oph,e,2451013.88800,V,,14.600,0.15,AAVSO
V2487 Oph,e,2451015.59100,V,,14.500,0.15,AAVSO
V2487 Oph,e,2451015.65000,V,,14.700,0.15,AAVSO
V2487 Oph,e,2451015.97000,V,,14.800,0.15,AAVSO
V2487 Oph,e,2451017.89000,V,,14.900,0.15,AAVSO
V2487 Oph,e,2451018.89700,V,,14.900,0.15,AAVSO
V2487 Oph,e,2451020.70000,V,,15.200,0.15,AAVSO
V2487 Oph,e,2451024.70000,V,,15.100,0.15,AAVSO
V2487 Oph,e,2451047.70000,V,,16.000,0.15,AAVSO
V2487 Oph,e,2451049.70000,V,,16.300,0.15,AAVSO
V2487 Oph,q,2452425.83850,V,,17.370,0.05,McDonald 0.8-m
V2487 Oph,q,2452425.83940,V,,17.300,0.03,McDonald 0.8-m
V2487 Oph,q,2452425.84040,V,,17.280,0.03,McDonald 0.8-m
V2487 Oph,q,2452425.84320,V,,17.340,0.03,McDonald 0.8-m
V2487 Oph,q,2452425.84760,V,,17.330,0.03,McDonald 0.8-m
V2487 Oph,q,2452425.85000,B,,18.000,0.08,McDonald 0.8-m
V2487 Oph,q,2452425.85080,B,,18.200,0.06,McDonald 0.8-m
V2487 Oph,q,2452425.85180,B,,18.070,0.04,McDonald 0.8-m
V2487 Oph,q,2452425.85450,B,,18.130,0.03,McDonald 0.8-m
V2487 Oph,q,2452426.74820,B,,18.300,0.02,McDonald 0.8-m
V2487 Oph,q,2452426.75630,B,,18.270,0.02,McDonald 0.8-m
V2487 Oph,q,2452426.76410,B,,18.280,0.02,McDonald 0.8-m
V2487 Oph,q,2452426.77200,V,,17.340,0.02,McDonald 0.8-m
V2487 Oph,q,2452426.77940,V,,17.320,0.02,McDonald 0.8-m
V2487 Oph,q,2452426.78640,V,,17.310,0.02,McDonald 0.8-m
V2487 Oph,q,2452426.87170,V,,17.320,0.03,McDonald 0.8-m
V2487 Oph,q,2452426.87920,V,,17.330,0.03,McDonald 0.8-m
V2487 Oph,q,2452427.91390,V,,17.220,0.02,McDonald 0.8-m
V2487 Oph,q,2452427.92160,R,,16.390,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.70780,V,,17.350,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.71540,V,,17.350,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.72290,V,,17.340,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.73020,V,,17.020,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.73760,V,,16.740,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.80970,V,,17.160,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.81680,V,,17.200,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.84180,V,,17.300,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.84890,V,,17.300,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.85600,V,,17.320,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.87120,V,,17.280,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.88570,V,,17.300,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.90210,V,,17.370,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.91050,V,,17.300,0.02,McDonald 0.8-m
V2487 Oph,q,2452428.91760,V,,17.210,0.02,McDonald 0.8-m
V2487 Oph,q,2452431.69800,I,,16.300,0.03,McDonald 0.8-m
V2487 Oph,q,2452431.70210,I,,16.310,0.03,McDonald 0.8-m
V2487 Oph,q,2452431.70600,B,,18.220,0.02,McDonald 0.8-m
V2487 Oph,q,2452431.70980,B,,18.230,0.02,McDonald 0.8-m
V2487 Oph,q,2452765.96140,V,,17.280,0.04,McDonald 2.1-m
V2487 Oph,q,2452765.96970,V,,17.200,0.04,McDonald 2.1-m
V2487 Oph,q,2452765.97770,V,,17.150,0.09,McDonald 2.1-m
V2487 Oph,q,2452768.94170,V,,17.360,0.04,McDonald 2.1-m
V2487 Oph,q,2452768.94640,V,,17.390,0.04,McDonald 2.1-m
V2487 Oph,q,2452768.95090,V,,17.380,0.04,McDonald 2.1-m
V2487 Oph,q,2452768.95540,V,,17.350,0.04,McDonald 2.1-m
V2487 Oph,q,2452768.95990,V,,17.420,0.04,McDonald 2.1-m
V2487 Oph,q,2452768.96430,V,,17.440,0.04,McDonald 2.1-m
V2487 Oph,q,2452768.96880,V,,17.410,0.06,McDonald 2.1-m
V2487 Oph,q,2452768.97340,V,,17.530,0.11,McDonald 2.1-m
V2487 Oph,q,2452769.79850,V,,17.520,0.07,McDonald 2.1-m
V2487 Oph,q,2452769.80480,V,,17.480,0.04,McDonald 2.1-m
V2487 Oph,q,2452769.81350,V,,17.470,0.06,McDonald 2.1-m
V2487 Oph,q,2452769.82150,V,,17.480,0.06,McDonald 2.1-m
V2487 Oph,q,2452769.82950,V,,17.400,0.05,McDonald 2.1-m
V2487 Oph,q,2452769.83740,V,,17.420,0.05,McDonald 2.1-m
V2487 Oph,q,2452769.84700,V,,17.440,0.06,McDonald 2.1-m
V2487 Oph,q,2452769.85500,V,,17.470,0.06,McDonald 2.1-m
V2487 Oph,q,2452769.86300,V,,17.380,0.04,McDonald 2.1-m
V2487 Oph,q,2452769.87100,V,,17.410,0.05,McDonald 2.1-m
V2487 Oph,q,2452769.87890,V,,17.370,0.04,McDonald 2.1-m
V2487 Oph,q,2452769.88760,V,,17.410,0.04,McDonald 2.1-m
V2487 Oph,q,2452769.89550,V,,17.390,0.04,McDonald 2.1-m
V2487 Oph,q,2452769.90350,V,,17.390,0.04,McDonald 2.1-m
V2487 Oph,q,2452769.91150,V,,17.420,0.05,McDonald 2.1-m
V2487 Oph,q,2452769.91960,V,,17.400,0.06,McDonald 2.1-m
V2487 Oph,q,2452769.92760,V,,17.350,0.04,McDonald 2.1-m
V2487 Oph,q,2452769.94540,V,,17.360,0.04,McDonald 2.1-m
V2487 Oph,q,2452769.95350,V,,17.180,0.04,McDonald 2.1-m
V2487 Oph,q,2454735.57580,J,,15.660,0.09,SMARTS 1.3-m
V2487 Oph,q,2454735.57720,R,,16.950,0.02,SMARTS 1.3-m
V2487 Oph,q,2454737.54810,J,,15.530,0.05,SMARTS 1.3-m
V2487 Oph,q,2454737.54950,R,,16.990,0.02,SMARTS 1.3-m
V2487 Oph,q,2454739.53510,J,,15.570,0.07,SMARTS 1.3-m
V2487 Oph,q,2454739.53650,R,,16.930,0.02,SMARTS 1.3-m
V2487 Oph,q,2454741.52820,J,,15.370,0.05,SMARTS 1.3-m
V2487 Oph,q,2454741.52960,V,,17.440,0.02,SMARTS 1.3-m
V2487 Oph,q,2454743.55420,J,,15.460,0.05,SMARTS 1.3-m
V2487 Oph,q,2454743.55560,I,,16.340,0.02,SMARTS 1.3-m
V2487 Oph,q,2454746.57140,J,,15.460,0.06,SMARTS 1.3-m
V2487 Oph,q,2454750.51410,J,,15.560,0.12,SMARTS 1.3-m
V2487 Oph,q,2454750.51550,B,,18.160,0.03,SMARTS 1.3-m
V2487 Oph,q,2454753.52980,J,,15.730,0.08,SMARTS 1.3-m
V2487 Oph,q,2454753.53120,V,,17.540,0.02,SMARTS 1.3-m
V2487 Oph,q,2454756.51690,J,,15.490,0.07,SMARTS 1.3-m
V2487 Oph,q,2454756.51840,V,,17.420,0.02,SMARTS 1.3-m
V2487 Oph,q,2454757.51720,J,,15.440,0.08,SMARTS 1.3-m
V2487 Oph,q,2454757.51860,V,,17.400,0.02,SMARTS 1.3-m
V2487 Oph,q,2454758.50680,J,,15.360,0.09,SMARTS 1.3-m
V2487 Oph,q,2454758.50820,V,,17.390,0.02,SMARTS 1.3-m
V2487 Oph,q,2454760.50450,J,,15.390,0.09,SMARTS 1.3-m
V2487 Oph,q,2454760.50600,V,,17.390,0.02,SMARTS 1.3-m
V2487 Oph,q,2454761.49430,J,,15.450,0.10,SMARTS 1.3-m
V2487 Oph,q,2454761.49570,V,,17.370,0.02,SMARTS 1.3-m
V2487 Oph,q,2454762.49230,J,,15.450,0.08,SMARTS 1.3-m
V2487 Oph,q,2454762.49370,V,,17.390,0.02,SMARTS 1.3-m
V2487 Oph,q,2454763.50760,J,,15.500,0.10,SMARTS 1.3-m
V2487 Oph,q,2454763.50900,V,,17.350,0.02,SMARTS 1.3-m
V2487 Oph,q,2454764.49920,J,,15.670,0.16,SMARTS 1.3-m
V2487 Oph,q,2454764.50070,V,,17.450,0.02,SMARTS 1.3-m
V2487 Oph,q,2454765.49890,J,,15.610,0.10,SMARTS 1.3-m
V2487 Oph,q,2454765.50040,V,,17.470,0.02,SMARTS 1.3-m
V2487 Oph,q,2454766.49200,J,,15.280,0.13,SMARTS 1.3-m
V2487 Oph,q,2454766.49350,V,,17.370,0.03,SMARTS 1.3-m
V2487 Oph,q,2454767.49360,J,,15.360,0.11,SMARTS 1.3-m
V2487 Oph,q,2454767.49500,V,,17.410,0.02,SMARTS 1.3-m
V2487 Oph,q,2454768.49260,J,,15.470,0.11,SMARTS 1.3-m
V2487 Oph,q,2454768.49410,V,,17.520,0.02,SMARTS 1.3-m
V2487 Oph,q,2454769.49540,J,,15.420,0.10,SMARTS 1.3-m
V2487 Oph,q,2454769.49690,V,,17.510,0.02,SMARTS 1.3-m
