#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V2487 Oph,2450982.750,0.75,1,10.50,0.15,V
V2487 Oph,2450983.250,1.25,6,10.60,0.06,V
V2487 Oph,2450983.750,1.75,1,10.70,0.15,V
V2487 Oph,2450984.250,2.25,5,10.98,0.13,V
V2487 Oph,2450984.750,2.75,6,10.80,0.06,V
V2487 Oph,2450985.250,3.25,4,10.93,0.14,V
V2487 Oph,2450985.750,3.75,5,11.14,0.07,V
V2487 Oph,2450986.250,4.25,6,11.78,0.17,V
V2487 Oph,2450986.750,4.75,1,12.00,0.15,V
V2487 Oph,2450987.250,5.25,4,12.15,0.16,V
V2487 Oph,2450987.750,5.75,2,12.80,0.11,V
V2487 Oph,2450988.250,6.25,3,12.97,0.09,V
V2487 Oph,2450988.750,6.75,2,12.25,0.11,V
V2487 Oph,2450989.750,7.75,11,12.87,0.03,V
V2487 Oph,2450990.500,8.50,14,13.07,0.04,V
V2487 Oph,2450991.500,9.50,15,13.35,0.02,V
V2487 Oph,2450992.500,10.50,17,13.58,0.02,V
V2487 Oph,2450993.500,11.50,7,13.66,0.06,V
V2487 Oph,2450994.500,12.50,8,13.74,0.05,V
V2487 Oph,2450995.500,13.50,1,13.80,0.15,V
V2487 Oph,2450996.500,14.50,1,13.80,0.15,V
V2487 Oph,2450998.500,16.50,1,13.60,0.15,V
V2487 Oph,2450999.500,17.50,1,13.60,0.15,V
V2487 Oph,2451000.500,18.50,11,14.23,0.07,V
V2487 Oph,2451003.500,21.50,10,13.80,0.02,V
V2487 Oph,2451005.500,23.50,10,14.20,0.02,V
V2487 Oph,2451006.500,24.50,2,14.10,0.11,V
V2487 Oph,2451008.500,26.50,3,14.33,0.09,V
V2487 Oph,2451009.500,27.50,3,14.23,0.09,V
V2487 Oph,2451011.000,29.00,4,14.35,0.08,V
V2487 Oph,2451013.000,31.00,5,14.54,0.07,V
V2487 Oph,2451015.000,33.00,3,14.67,0.09,V
V2487 Oph,2451017.000,35.00,1,14.90,0.15,V
V2487 Oph,2451019.000,37.00,1,14.90,0.15,V
V2487 Oph,2451021.000,39.00,10,15.20,0.02,V
V2487 Oph,2451025.000,43.00,10,15.10,0.02,V
V2487 Oph,2451046.000,64.00,20,16.15,0.03,V
