#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V888 Cen,2449772.750,0.75,1,7.70,0.15,V
V888 Cen,2449773.750,1.75,1,8.00,0.15,V
V888 Cen,2449774.250,2.25,1,8.50,0.15,V
V888 Cen,2449774.750,2.75,1,8.20,0.15,V
V888 Cen,2449775.250,3.25,1,8.50,0.15,V
V888 Cen,2449775.750,3.75,1,8.50,0.15,V
V888 Cen,2449776.250,4.25,1,9.10,0.15,V
V888 Cen,2449776.750,4.75,3,9.10,0.09,V
V888 Cen,2449777.250,5.25,3,9.27,0.12,V
V888 Cen,2449777.750,5.75,5,9.16,0.15,V
V888 Cen,2449778.750,6.75,2,9.20,0.14,V
V888 Cen,2449779.250,7.25,1,8.50,0.15,V
V888 Cen,2449779.750,7.75,3,8.83,0.09,V
V888 Cen,2449780.500,8.50,5,9.10,0.11,V
V888 Cen,2449781.500,9.50,6,9.53,0.11,V
V888 Cen,2449782.500,10.50,5,9.84,0.08,V
V888 Cen,2449783.500,11.50,6,9.72,0.07,V
V888 Cen,2449784.500,12.50,4,9.35,0.08,V
V888 Cen,2449785.500,13.50,2,9.05,0.25,V
V888 Cen,2449786.500,14.50,2,9.30,0.14,V
V888 Cen,2449787.500,15.50,5,9.64,0.14,V
V888 Cen,2449788.500,16.50,3,9.70,0.14,V
V888 Cen,2449789.500,17.50,5,10.10,0.10,V
V888 Cen,2449790.500,18.50,2,10.20,0.11,V
V888 Cen,2449791.500,19.50,3,10.03,0.09,V
V888 Cen,2449792.500,20.50,7,10.16,0.14,V
V888 Cen,2449793.500,21.50,6,10.25,0.06,V
V888 Cen,2449794.500,22.50,3,10.30,0.09,V
V888 Cen,2449795.500,23.50,3,10.10,0.12,V
V888 Cen,2449796.500,24.50,1,10.30,0.15,V
V888 Cen,2449797.500,25.50,3,9.67,0.19,V
V888 Cen,2449798.500,26.50,3,9.43,0.10,V
V888 Cen,2449799.500,27.50,2,9.45,0.11,V
V888 Cen,2449800.500,28.50,2,10.05,0.11,V
V888 Cen,2449801.500,29.50,4,10.23,0.08,V
V888 Cen,2449802.500,30.50,1,10.10,0.15,V
V888 Cen,2449804.500,32.50,2,10.40,0.11,V
V888 Cen,2449806.500,34.50,1,10.40,0.15,V
V888 Cen,2449807.500,35.50,2,10.60,0.11,V
V888 Cen,2449808.500,36.50,3,10.67,0.10,V
V888 Cen,2449809.500,37.50,2,10.55,0.11,V
V888 Cen,2449810.500,38.50,5,10.68,0.19,V
V888 Cen,2449811.500,39.50,2,11.00,0.11,V
V888 Cen,2449812.500,40.50,10,9.81,0.02,V
V888 Cen,2449813.500,41.50,22,10.10,0.02,V
V888 Cen,2449815.500,43.50,3,10.40,0.09,V
V888 Cen,2449816.500,44.50,2,10.60,0.11,V
V888 Cen,2449817.500,45.50,1,10.60,0.15,V
V888 Cen,2449818.500,46.50,3,10.47,0.09,V
V888 Cen,2449819.500,47.50,3,10.43,0.09,V
V888 Cen,2449820.500,48.50,2,10.45,0.11,V
V888 Cen,2449821.500,49.50,2,10.60,0.11,V
V888 Cen,2449825.500,53.50,1,11.10,0.15,V
V888 Cen,2449827.500,55.50,3,11.10,0.09,V
V888 Cen,2449828.500,56.50,2,11.50,0.11,V
V888 Cen,2449829.500,57.50,1,11.30,0.15,V
V888 Cen,2449830.500,58.50,2,10.85,0.18,V
V888 Cen,2449831.500,59.50,4,10.75,0.23,V
V888 Cen,2449832.500,60.50,1,11.00,0.15,V
V888 Cen,2449833.500,61.50,2,10.30,0.11,V
V888 Cen,2449834.500,62.50,3,10.47,0.09,V
V888 Cen,2449835.500,63.50,2,10.45,0.11,V
V888 Cen,2449836.500,64.50,12,10.84,0.02,V
V888 Cen,2449837.500,65.50,40,11.20,0.02,V
V888 Cen,2449839.500,67.50,3,11.73,0.17,V
V888 Cen,2449840.500,68.50,3,11.53,0.09,V
V888 Cen,2449841.500,69.50,2,11.65,0.11,V
V888 Cen,2449842.500,70.50,1,12.30,0.15,V
V888 Cen,2449843.500,71.50,4,11.68,0.08,V
V888 Cen,2449844.500,72.50,1,11.70,0.15,V
V888 Cen,2449845.500,73.50,11,11.53,0.09,V
V888 Cen,2449846.500,74.50,4,10.60,0.08,V
V888 Cen,2449847.500,75.50,2,10.70,0.11,V
V888 Cen,2449848.500,76.50,1,10.60,0.15,V
V888 Cen,2449851.500,79.50,1,11.40,0.15,V
V888 Cen,2449853.500,81.50,1,11.40,0.15,V
V888 Cen,2449854.500,82.50,1,11.50,0.15,V
V888 Cen,2449855.500,83.50,3,11.50,0.14,V
V888 Cen,2449856.500,84.50,1,11.60,0.15,V
V888 Cen,2449857.500,85.50,2,11.55,0.11,V
V888 Cen,2449858.500,86.50,1,11.50,0.15,V
V888 Cen,2449859.500,87.50,3,11.50,0.12,V
V888 Cen,2449860.500,88.50,4,11.53,0.08,V
V888 Cen,2449861.500,89.50,3,11.20,0.16,V
V888 Cen,2449862.500,90.50,2,10.75,0.25,V
V888 Cen,2449864.500,92.50,1,10.80,0.15,V
V888 Cen,2449865.500,93.50,1,11.20,0.15,V
V888 Cen,2449866.500,94.50,2,11.30,0.11,V
V888 Cen,2449867.500,95.50,1,11.40,0.15,V
V888 Cen,2449868.500,96.50,2,11.55,0.11,V
V888 Cen,2449869.500,97.50,1,11.40,0.15,V
V888 Cen,2449870.500,98.50,2,11.60,0.14,V
V888 Cen,2449871.500,99.50,2,11.45,0.11,V
V888 Cen,2449872.500,100.50,2,11.70,0.21,V
V888 Cen,2449873.500,101.50,2,11.40,0.11,V
V888 Cen,2449874.500,102.50,1,11.50,0.15,V
V888 Cen,2449875.500,103.50,1,11.40,0.15,V
V888 Cen,2449876.500,104.50,1,11.60,0.15,V
V888 Cen,2449877.500,105.50,1,11.80,0.15,V
V888 Cen,2449881.500,109.50,1,11.90,0.15,V
V888 Cen,2449885.500,113.50,1,11.70,0.15,V
V888 Cen,2449887.500,115.50,1,11.40,0.15,V
V888 Cen,2449888.500,116.50,3,11.77,0.18,V
V888 Cen,2449889.500,117.50,1,11.60,0.15,V
V888 Cen,2449890.500,118.50,1,11.50,0.15,V
V888 Cen,2449891.500,119.50,3,11.67,0.14,V
V888 Cen,2449892.500,120.50,1,11.60,0.15,V
V888 Cen,2449893.500,121.50,1,11.60,0.15,V
V888 Cen,2449894.500,122.50,1,11.60,0.15,V
V888 Cen,2449895.500,123.50,1,11.50,0.15,V
V888 Cen,2449899.500,127.50,2,11.70,0.11,V
V888 Cen,2449902.000,130.00,4,11.73,0.08,V
V888 Cen,2449906.000,134.00,3,11.83,0.09,V
V888 Cen,2449910.000,138.00,4,11.75,0.08,V
V888 Cen,2449914.000,142.00,2,12.00,0.11,V
V888 Cen,2449918.000,146.00,6,12.03,0.07,V
V888 Cen,2449922.000,150.00,2,12.15,0.11,V
V888 Cen,2449926.000,154.00,5,12.30,0.07,V
V888 Cen,2449930.000,158.00,2,12.35,0.11,V
V888 Cen,2449942.000,170.00,3,12.23,0.22,V
V888 Cen,2449946.000,174.00,4,12.08,0.19,V
V888 Cen,2449950.000,178.00,6,12.55,0.12,V
V888 Cen,2449954.000,182.00,4,12.25,0.16,V
V888 Cen,2449958.000,186.00,1,12.50,0.15,V
V888 Cen,2449962.000,190.00,1,11.70,0.15,V
V888 Cen,2449970.000,198.00,3,12.37,0.28,V
V888 Cen,2449974.000,202.00,3,12.97,0.18,V
V888 Cen,2449982.000,210.00,1,12.80,0.15,V
V888 Cen,2449994.000,222.00,1,12.50,0.15,V
V888 Cen,2449998.000,226.00,1,12.80,0.15,V
V888 Cen,2450004.000,232.00,1,12.80,0.15,V
V888 Cen,2450020.000,248.00,1,12.20,0.15,V
V888 Cen,2450036.000,264.00,1,13.10,0.15,V
V888 Cen,2450076.000,304.00,2,13.80,0.49,V
V888 Cen,2450100.000,328.00,2,14.40,0.28,V
V888 Cen,2450132.000,360.00,3,14.80,0.10,V
V888 Cen,2450140.000,368.00,2,14.20,0.42,V
V888 Cen,2450156.000,384.00,2,14.95,0.11,V
V888 Cen,2450164.000,392.00,2,14.85,0.11,V
V888 Cen,2450188.000,416.00,2,14.75,0.18,V
V888 Cen,2450196.000,424.00,2,15.00,0.11,V
V888 Cen,2450212.000,440.00,1,15.00,0.15,V
V888 Cen,2450220.000,448.00,1,15.00,0.15,V
V888 Cen,2450252.000,480.00,3,15.03,0.09,V
V888 Cen,2450268.000,496.00,1,15.00,0.15,V
V888 Cen,2450276.000,504.00,1,15.00,0.15,V
V888 Cen,2450284.000,512.00,1,15.00,0.15,V
V888 Cen,2450300.000,528.00,2,15.00,0.11,V
V888 Cen,2450308.000,536.00,1,15.00,0.15,V
V888 Cen,2450452.000,680.00,1,14.90,0.15,V
V888 Cen,2450516.000,744.00,2,15.25,0.11,V
