#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V842 Cen,2446757.250,0.25,1,5.60,0.15,V
V842 Cen,2446758.250,1.25,2,5.25,0.11,V
V842 Cen,2446759.750,2.75,4,4.90,0.08,V
V842 Cen,2446760.750,3.75,1,5.10,0.15,V
V842 Cen,2446765.750,8.75,1,5.00,0.15,V
V842 Cen,2446768.750,11.75,1,5.20,0.15,V
V842 Cen,2446769.750,12.75,1,5.10,0.15,V
V842 Cen,2446772.750,15.75,1,5.10,0.15,V
V842 Cen,2446773.750,16.75,1,5.50,0.15,V
V842 Cen,2446774.750,17.75,2,5.75,0.11,V
V842 Cen,2446775.750,18.75,2,5.40,0.21,V
V842 Cen,2446776.750,19.75,1,5.50,0.15,V
V842 Cen,2446777.750,20.75,1,5.50,0.15,V
V842 Cen,2446779.750,22.75,2,5.95,0.11,V
V842 Cen,2446782.750,25.75,1,6.10,0.15,V
V842 Cen,2446784.750,27.75,2,6.05,0.11,V
V842 Cen,2446787.750,30.75,2,6.15,0.18,V
V842 Cen,2446788.750,31.75,1,6.30,0.15,V
V842 Cen,2446789.250,32.25,1,7.50,0.15,V
V842 Cen,2446791.750,34.75,1,7.20,0.15,V
V842 Cen,2446795.750,38.75,1,7.50,0.15,V
V842 Cen,2446796.250,39.25,1,7.00,0.15,V
V842 Cen,2446798.750,41.75,2,7.15,0.32,V
V842 Cen,2446799.750,42.75,1,6.70,0.15,V
V842 Cen,2446801.750,44.75,3,7.23,0.28,V
V842 Cen,2446802.750,45.75,1,6.60,0.15,V
V842 Cen,2446803.750,46.75,3,7.10,0.22,V
V842 Cen,2446804.250,47.25,1,7.20,0.15,V
V842 Cen,2446810.250,53.25,1,9.30,0.15,V
V842 Cen,2446821.750,64.75,1,11.70,0.15,V
V842 Cen,2446822.250,65.25,1,11.70,0.15,V
V842 Cen,2446826.250,69.25,1,13.80,0.15,V
V842 Cen,2446827.250,70.25,1,14.00,0.15,V
V842 Cen,2446842.250,85.25,1,13.50,0.15,V
V842 Cen,2446887.750,130.75,1,12.50,0.15,V
V842 Cen,2446889.750,132.75,1,11.30,0.15,V
V842 Cen,2446891.250,134.25,1,11.50,0.15,V
V842 Cen,2446891.750,134.75,1,11.80,0.15,V
V842 Cen,2446893.750,136.75,1,11.30,0.15,V
V842 Cen,2446895.750,138.75,2,11.40,0.11,V
V842 Cen,2446896.750,139.75,2,11.40,0.11,V
V842 Cen,2446897.250,140.25,1,11.40,0.15,V
V842 Cen,2446898.250,141.25,1,11.30,0.15,V
V842 Cen,2446904.000,147.00,10,11.34,0.03,V
V842 Cen,2446912.000,155.00,10,11.28,0.05,V
V842 Cen,2446920.000,163.00,3,11.17,0.09,V
V842 Cen,2446928.000,171.00,9,11.23,0.05,V
V842 Cen,2446936.000,179.00,3,11.13,0.09,V
V842 Cen,2446944.000,187.00,9,11.24,0.05,V
V842 Cen,2446952.000,195.00,9,11.19,0.05,V
V842 Cen,2446960.000,203.00,5,11.12,0.07,V
V842 Cen,2446968.000,211.00,5,11.06,0.07,V
V842 Cen,2446976.000,219.00,5,11.12,0.07,V
V842 Cen,2446984.000,227.00,8,11.14,0.06,V
V842 Cen,2446992.000,235.00,12,11.25,0.05,V
V842 Cen,2447000.000,243.00,8,11.29,0.06,V
V842 Cen,2447008.000,251.00,13,11.20,0.06,V
