#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V382 Vel,2451320.750,0.75,10,2.99,0.02,V
V382 Vel,2451321.250,1.25,20,2.86,0.03,V
V382 Vel,2451321.750,1.75,31,2.77,0.02,V
V382 Vel,2451322.250,2.25,17,2.88,0.03,V
V382 Vel,2451322.750,2.75,22,3.14,0.04,V
V382 Vel,2451323.250,3.25,33,3.46,0.03,V
V382 Vel,2451323.750,3.75,31,3.55,0.04,V
V382 Vel,2451324.250,4.25,25,3.78,0.03,V
V382 Vel,2451324.750,4.75,13,3.87,0.07,V
V382 Vel,2451325.250,5.25,28,3.98,0.04,V
V382 Vel,2451325.750,5.75,14,4.32,0.06,V
V382 Vel,2451326.250,6.25,15,4.23,0.04,V
V382 Vel,2451326.750,6.75,13,4.45,0.04,V
V382 Vel,2451327.250,7.25,13,4.57,0.03,V
V382 Vel,2451327.750,7.75,6,4.65,0.06,V
V382 Vel,2451328.250,8.25,15,4.85,0.05,V
V382 Vel,2451328.750,8.75,11,4.82,0.05,V
V382 Vel,2451329.250,9.25,17,5.01,0.04,V
V382 Vel,2451329.750,9.75,16,5.01,0.04,V
V382 Vel,2451330.500,10.50,44,5.15,0.02,V
V382 Vel,2451331.500,11.50,31,5.30,0.03,V
V382 Vel,2451332.500,12.50,20,5.40,0.04,V
V382 Vel,2451333.500,13.50,22,5.63,0.03,V
V382 Vel,2451334.500,14.50,18,5.70,0.04,V
V382 Vel,2451335.500,15.50,21,5.85,0.05,V
V382 Vel,2451336.500,16.50,30,5.85,0.05,V
V382 Vel,2451337.500,17.50,25,6.09,0.05,V
V382 Vel,2451338.500,18.50,18,6.20,0.04,V
V382 Vel,2451339.500,19.50,28,6.30,0.05,V
V382 Vel,2451340.500,20.50,24,6.35,0.06,V
V382 Vel,2451341.500,21.50,25,6.49,0.04,V
V382 Vel,2451342.500,22.50,17,6.67,0.03,V
V382 Vel,2451343.500,23.50,17,6.64,0.07,V
V382 Vel,2451344.500,24.50,20,6.77,0.05,V
V382 Vel,2451345.500,25.50,13,6.75,0.04,V
V382 Vel,2451346.500,26.50,20,6.92,0.03,V
V382 Vel,2451347.500,27.50,12,6.95,0.05,V
V382 Vel,2451348.500,28.50,10,7.03,0.06,V
V382 Vel,2451349.500,29.50,12,7.05,0.06,V
V382 Vel,2451351.000,31.00,29,7.20,0.03,V
V382 Vel,2451353.000,33.00,31,7.17,0.03,V
V382 Vel,2451355.000,35.00,18,7.27,0.02,V
V382 Vel,2451357.000,37.00,23,7.24,0.03,V
V382 Vel,2451359.000,39.00,19,7.33,0.02,V
V382 Vel,2451361.000,41.00,21,7.41,0.04,V
V382 Vel,2451363.000,43.00,24,7.42,0.02,V
V382 Vel,2451365.000,45.00,22,7.46,0.04,V
V382 Vel,2451367.000,47.00,16,7.51,0.04,V
V382 Vel,2451369.000,49.00,23,7.44,0.02,V
V382 Vel,2451371.000,51.00,9,7.54,0.05,V
V382 Vel,2451373.000,53.00,19,7.51,0.05,V
V382 Vel,2451375.000,55.00,9,7.49,0.05,V
V382 Vel,2451377.000,57.00,17,7.65,0.05,V
V382 Vel,2451379.000,59.00,12,7.68,0.04,V
V382 Vel,2451381.000,61.00,12,7.66,0.02,V
V382 Vel,2451383.000,63.00,10,7.71,0.02,V
V382 Vel,2451385.000,65.00,9,7.67,0.05,V
V382 Vel,2451387.000,67.00,4,7.73,0.08,V
V382 Vel,2451389.000,69.00,6,7.82,0.06,V
V382 Vel,2451391.000,71.00,10,7.81,0.04,V
V382 Vel,2451393.000,73.00,14,7.79,0.05,V
V382 Vel,2451395.000,75.00,14,7.77,0.04,V
V382 Vel,2451397.000,77.00,10,7.87,0.02,V
V382 Vel,2451399.000,79.00,9,7.89,0.05,V
V382 Vel,2451402.000,82.00,20,7.92,0.03,V
V382 Vel,2451406.000,86.00,13,7.96,0.04,V
V382 Vel,2451410.000,90.00,6,8.05,0.10,V
V382 Vel,2451414.000,94.00,10,7.95,0.04,V
V382 Vel,2451418.000,98.00,2,8.25,0.11,V
V382 Vel,2451422.000,102.00,9,8.00,0.05,V
V382 Vel,2451426.000,106.00,4,7.93,0.10,V
V382 Vel,2451430.000,110.00,6,8.10,0.08,V
V382 Vel,2451434.000,114.00,5,7.96,0.07,V
V382 Vel,2451438.000,118.00,2,8.10,0.11,V
V382 Vel,2451442.000,122.00,2,8.20,0.11,V
V382 Vel,2451450.000,130.00,2,8.50,0.11,V
V382 Vel,2451454.000,134.00,2,8.40,0.11,V
V382 Vel,2451458.000,138.00,2,8.40,0.11,V
V382 Vel,2451462.000,142.00,1,8.50,0.15,V
V382 Vel,2451466.000,146.00,2,8.60,0.11,V
V382 Vel,2451476.000,156.00,3,8.47,0.09,V
V382 Vel,2451484.000,164.00,2,9.10,0.11,V
V382 Vel,2451492.000,172.00,4,9.13,0.08,V
V382 Vel,2451500.000,180.00,1,9.00,0.15,V
V382 Vel,2451508.000,188.00,1,8.70,0.15,V
V382 Vel,2451516.000,196.00,4,9.15,0.10,V
V382 Vel,2451524.000,204.00,4,9.15,0.08,V
V382 Vel,2451532.000,212.00,3,9.23,0.09,V
V382 Vel,2451540.000,220.00,3,9.40,0.09,V
V382 Vel,2451548.000,228.00,8,9.50,0.05,V
V382 Vel,2451556.000,236.00,8,9.80,0.08,V
V382 Vel,2451564.000,244.00,7,9.71,0.06,V
V382 Vel,2451572.000,252.00,6,9.80,0.06,V
V382 Vel,2451580.000,260.00,19,9.92,0.04,V
V382 Vel,2451588.000,268.00,7,10.06,0.15,V
V382 Vel,2451596.000,276.00,8,10.05,0.05,V
V382 Vel,2451604.000,284.00,16,10.22,0.08,V
V382 Vel,2451612.000,292.00,14,10.21,0.08,V
V382 Vel,2451620.000,300.00,18,10.42,0.08,V
V382 Vel,2451640.000,320.00,45,10.40,0.04,V
V382 Vel,2451672.000,352.00,71,10.53,0.03,V
V382 Vel,2451704.000,384.00,54,10.52,0.04,V
V382 Vel,2451736.000,416.00,43,10.81,0.04,V
V382 Vel,2451768.000,448.00,13,11.28,0.07,V
V382 Vel,2451800.000,480.00,6,11.55,0.06,V
V382 Vel,2451832.000,512.00,18,11.63,0.02,V
V382 Vel,2451864.000,544.00,16,11.74,0.02,V
V382 Vel,2451896.000,576.00,19,11.88,0.03,V
V382 Vel,2451928.000,608.00,14,12.12,0.06,V
V382 Vel,2451960.000,640.00,27,12.33,0.03,V
V382 Vel,2451992.000,672.00,21,12.38,0.04,V
V382 Vel,2452024.000,704.00,9,12.51,0.08,V
V382 Vel,2452056.000,736.00,17,12.65,0.05,V
V382 Vel,2452088.000,768.00,17,12.83,0.02,V
V382 Vel,2452120.000,800.00,4,12.70,0.11,V
V382 Vel,2452264.000,944.00,1,13.60,0.15,V
V382 Vel,2452328.000,1008.00,4,13.70,0.08,V
V382 Vel,2452392.000,1072.00,6,13.88,0.06,V
V382 Vel,2452456.000,1136.00,9,14.23,0.05,V
