#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
HS Sge,2443151.250,0.25,1,7.20,0.15,V
HS Sge,2443153.250,2.25,1,7.60,0.15,V
HS Sge,2443154.650,3.65,1,7.80,0.15,V
HS Sge,2443155.350,4.35,1,8.20,0.15,V
HS Sge,2443155.550,4.55,2,8.10,0.11,V
HS Sge,2443155.650,4.65,1,8.00,0.15,V
HS Sge,2443156.550,5.55,4,8.48,0.08,V
HS Sge,2443156.650,5.65,1,8.20,0.15,V
HS Sge,2443157.450,6.45,3,7.97,0.18,V
HS Sge,2443157.550,6.55,1,8.60,0.15,V
HS Sge,2443158.550,7.55,2,8.70,0.14,V
HS Sge,2443159.550,8.55,2,8.70,0.14,V
HS Sge,2443159.650,8.65,2,9.00,0.35,V
HS Sge,2443160.500,9.50,6,8.87,0.13,V
HS Sge,2443161.500,10.50,4,8.48,0.17,V
HS Sge,2443162.500,11.50,3,8.80,0.09,V
HS Sge,2443163.500,12.50,3,8.77,0.10,V
HS Sge,2443164.500,13.50,1,8.90,0.15,V
HS Sge,2443165.500,14.50,4,9.13,0.09,V
HS Sge,2443166.500,15.50,1,9.10,0.15,V
HS Sge,2443167.500,16.50,2,9.65,0.11,V
HS Sge,2443168.500,17.50,3,9.20,0.09,V
HS Sge,2443169.500,18.50,3,9.33,0.31,V
HS Sge,2443170.500,19.50,1,9.90,0.15,V
HS Sge,2443171.500,20.50,4,9.20,0.08,V
HS Sge,2443172.500,21.50,1,9.60,0.15,V
HS Sge,2443173.500,22.50,5,10.54,0.12,V
HS Sge,2443174.500,23.50,7,10.63,0.13,V
HS Sge,2443175.500,24.50,4,10.63,0.08,V
HS Sge,2443176.500,25.50,4,10.68,0.11,V
HS Sge,2443177.500,26.50,3,10.50,0.17,V
HS Sge,2443178.500,27.50,3,10.70,0.21,V
HS Sge,2443179.500,28.50,2,10.45,0.11,V
HS Sge,2443180.500,29.50,2,10.60,0.14,V
HS Sge,2443181.500,30.50,3,10.53,0.11,V
HS Sge,2443182.500,31.50,4,10.43,0.13,V
HS Sge,2443183.500,32.50,2,9.70,0.14,V
HS Sge,2443184.500,33.50,2,10.05,0.11,V
HS Sge,2443185.500,34.50,5,10.44,0.14,V
HS Sge,2443186.500,35.50,4,10.40,0.11,V
HS Sge,2443187.500,36.50,2,10.55,0.32,V
HS Sge,2443188.500,37.50,5,10.52,0.07,V
HS Sge,2443189.500,38.50,3,10.87,0.10,V
HS Sge,2443190.500,39.50,5,10.62,0.07,V
