#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
BT Mon,2429517.750,17.75,1,8.07,0.15,V
BT Mon,2429518.750,18.75,1,8.52,0.15,V
BT Mon,2429527.750,27.75,1,8.34,0.15,V
BT Mon,2429528.750,28.75,1,8.61,0.15,V
BT Mon,2429529.750,29.75,1,8.43,0.15,V
BT Mon,2429544.750,44.75,1,8.48,0.15,V
BT Mon,2429546.750,46.75,1,8.70,0.15,V
BT Mon,2429554.250,54.25,1,8.50,0.15,V
BT Mon,2429559.750,59.75,1,8.58,0.15,V
BT Mon,2429561.250,61.25,1,8.60,0.15,V
BT Mon,2429566.250,66.25,1,8.55,0.15,V
BT Mon,2429571.750,71.75,1,8.58,0.15,V
BT Mon,2429577.250,77.25,1,8.60,0.15,V
BT Mon,2429582.750,82.75,1,8.51,0.15,V
BT Mon,2429584.750,84.75,1,8.90,0.15,V
BT Mon,2429585.750,85.75,1,8.82,0.15,V
BT Mon,2429590.750,90.75,1,9.08,0.15,V
BT Mon,2429604.000,104.00,2,9.33,0.11,V
BT Mon,2429612.000,112.00,2,9.60,0.16,V
BT Mon,2429620.000,120.00,2,9.46,0.11,V
BT Mon,2429628.000,128.00,5,9.83,0.11,V
BT Mon,2429636.000,136.00,7,10.01,0.06,V
BT Mon,2429644.000,144.00,8,10.09,0.07,V
BT Mon,2429652.000,152.00,1,10.17,0.15,V
BT Mon,2429660.000,160.00,2,10.26,0.11,V
BT Mon,2429668.000,168.00,3,10.42,0.09,V
BT Mon,2429676.000,176.00,4,10.44,0.08,V
BT Mon,2429684.000,184.00,4,10.67,0.08,V
BT Mon,2429692.000,192.00,7,10.83,0.14,V
BT Mon,2429700.000,200.00,6,10.88,0.17,V
BT Mon,2429716.000,216.00,2,11.46,0.11,V
BT Mon,2429724.000,224.00,3,11.45,0.16,V
BT Mon,2429732.000,232.00,5,11.68,0.12,V
BT Mon,2429756.000,256.00,2,11.90,0.11,V
BT Mon,2429772.000,272.00,1,12.16,0.15,V
BT Mon,2429780.000,280.00,4,12.06,0.08,V
BT Mon,2429968.000,468.00,3,12.87,0.09,V
BT Mon,2430000.000,500.00,3,12.95,0.09,V
BT Mon,2430032.000,532.00,11,13.41,0.08,V
BT Mon,2430064.000,564.00,21,13.64,0.06,V
BT Mon,2430096.000,596.00,15,13.59,0.08,V
BT Mon,2430128.000,628.00,7,14.01,0.12,V
BT Mon,2430304.000,804.00,5,14.89,0.07,V
BT Mon,2430368.000,868.00,11,14.50,0.11,V
BT Mon,2430432.000,932.00,7,14.74,0.09,V
BT Mon,2430496.000,996.00,13,14.70,0.06,V
BT Mon,2430624.000,1124.00,1,14.83,0.15,V
BT Mon,2430688.000,1188.00,8,14.92,0.06,V
BT Mon,2430752.000,1252.00,12,14.98,0.04,V
BT Mon,2430816.000,1316.00,2,15.00,0.11,V
BT Mon,2430880.000,1380.00,1,15.07,0.15,V
BT Mon,2431008.000,1508.00,2,15.26,0.11,V
BT Mon,2431136.000,1636.00,7,15.19,0.09,V
BT Mon,2431776.000,2276.00,1,14.94,0.15,V
BT Mon,2431840.000,2340.00,1,15.35,0.15,V
BT Mon,2432224.000,2724.00,2,15.35,0.11,V
BT Mon,2432864.000,3364.00,3,15.29,0.09,V
BT Mon,2432928.000,3428.00,4,15.57,0.11,V
BT Mon,2432992.000,3492.00,4,15.42,0.08,V
BT Mon,2433312.000,3812.00,10,15.65,0.09,V
BT Mon,2433696.000,4196.00,6,15.53,0.12,V
BT Mon,2434016.000,4516.00,1,16.19,0.15,V
BT Mon,2434080.000,4580.00,6,16.05,0.06,V
BT Mon,2434144.000,4644.00,1,15.73,0.15,V
BT Mon,2434400.000,4900.00,4,15.39,0.17,V
BT Mon,2434464.000,4964.00,8,15.75,0.18,V
BT Mon,2434720.000,5220.00,2,15.38,0.11,V
BT Mon,2434784.000,5284.00,37,15.51,0.05,V
