#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V827 Her,2446821.300,0.30,3,8.33,0.14,V
V827 Her,2446822.300,1.30,2,8.00,0.35,V
V827 Her,2446825.800,4.80,3,7.90,0.33,V
V827 Her,2446826.300,5.30,1,7.70,0.15,V
V827 Her,2446826.800,5.80,4,7.88,0.25,V
V827 Her,2446827.300,6.30,1,7.80,0.15,V
V827 Her,2446827.800,6.80,7,7.84,0.06,V
V827 Her,2446828.300,7.30,2,7.85,0.18,V
V827 Her,2446828.800,7.80,4,8.00,0.13,V
V827 Her,2446829.300,8.30,1,7.90,0.15,V
V827 Her,2446829.800,8.80,2,7.80,0.11,V
V827 Her,2446830.500,9.50,3,7.50,0.12,V
V827 Her,2446831.500,10.50,2,7.70,0.21,V
V827 Her,2446832.500,11.50,2,7.90,0.11,V
V827 Her,2446833.500,12.50,4,8.08,0.08,V
V827 Her,2446834.500,13.50,5,8.24,0.07,V
V827 Her,2446835.500,14.50,3,8.33,0.10,V
V827 Her,2446836.500,15.50,2,9.30,0.11,V
V827 Her,2446837.500,16.50,3,9.10,0.19,V
V827 Her,2446838.500,17.50,1,9.00,0.15,V
V827 Her,2446839.500,18.50,2,8.65,0.11,V
V827 Her,2446840.500,19.50,1,8.40,0.15,V
V827 Her,2446841.500,20.50,2,8.60,0.11,V
V827 Her,2446842.500,21.50,1,9.30,0.15,V
V827 Her,2446844.500,23.50,1,8.60,0.15,V
V827 Her,2446845.500,24.50,3,8.97,0.18,V
V827 Her,2446846.500,25.50,2,9.10,0.21,V
V827 Her,2446847.500,26.50,6,8.82,0.13,V
V827 Her,2446848.500,27.50,2,9.15,0.11,V
V827 Her,2446849.500,28.50,3,9.23,0.18,V
V827 Her,2446851.000,30.00,15,9.25,0.10,V
V827 Her,2446853.000,32.00,6,9.62,0.08,V
V827 Her,2446855.000,34.00,4,9.63,0.17,V
V827 Her,2446857.000,36.00,4,9.70,0.08,V
V827 Her,2446859.000,38.00,7,9.57,0.14,V
V827 Her,2446861.000,40.00,9,9.69,0.10,V
V827 Her,2446863.000,42.00,4,9.75,0.11,V
V827 Her,2446865.000,44.00,7,9.71,0.10,V
V827 Her,2446867.000,46.00,4,9.95,0.13,V
V827 Her,2446869.000,48.00,3,10.07,0.10,V
V827 Her,2446871.000,50.00,2,10.00,0.11,V
V827 Her,2446873.000,52.00,3,10.50,0.09,V
V827 Her,2446875.000,54.00,6,10.37,0.07,V
V827 Her,2446877.000,56.00,7,10.46,0.10,V
V827 Her,2446879.000,58.00,8,10.31,0.06,V
V827 Her,2446881.000,60.00,1,10.60,0.15,V
V827 Her,2446883.000,62.00,4,10.30,0.09,V
V827 Her,2446885.000,64.00,4,10.68,0.08,V
V827 Her,2446887.000,66.00,2,10.55,0.11,V
V827 Her,2446891.000,70.00,3,10.73,0.10,V
V827 Her,2446893.000,72.00,5,10.56,0.07,V
V827 Her,2446895.000,74.00,5,10.78,0.07,V
V827 Her,2446897.000,76.00,3,10.73,0.09,V
V827 Her,2446902.000,81.00,3,10.83,0.09,V
V827 Her,2446906.000,85.00,7,11.03,0.14,V
V827 Her,2446910.000,89.00,19,10.82,0.06,V
V827 Her,2446914.000,93.00,13,10.94,0.05,V
V827 Her,2446918.000,97.00,17,11.18,0.05,V
V827 Her,2446922.000,101.00,6,11.23,0.06,V
V827 Her,2446926.000,105.00,8,11.34,0.07,V
V827 Her,2446934.000,113.00,5,11.32,0.07,V
V827 Her,2446938.000,117.00,12,11.48,0.08,V
V827 Her,2446942.000,121.00,8,11.51,0.05,V
V827 Her,2446946.000,125.00,13,11.75,0.06,V
V827 Her,2446950.000,129.00,5,11.84,0.08,V
V827 Her,2446954.000,133.00,5,11.72,0.07,V
