#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
QV Vul,2447116.750,0.75,2,7.55,0.11,V
QV Vul,2447117.250,1.25,4,7.28,0.08,V
QV Vul,2447118.250,2.25,4,7.33,0.08,V
QV Vul,2447118.750,2.75,1,8.00,0.15,V
QV Vul,2447119.250,3.25,6,7.23,0.06,V
QV Vul,2447119.750,3.75,1,7.40,0.15,V
QV Vul,2447120.500,4.50,18,7.37,0.05,V
QV Vul,2447121.500,5.50,14,7.41,0.04,V
QV Vul,2447122.500,6.50,16,7.44,0.03,V
QV Vul,2447123.500,7.50,6,7.42,0.09,V
QV Vul,2447124.500,8.50,3,7.87,0.09,V
QV Vul,2447125.500,9.50,5,7.60,0.11,V
QV Vul,2447126.500,10.50,4,7.13,0.12,V
QV Vul,2447127.500,11.50,5,7.20,0.07,V
QV Vul,2447128.500,12.50,11,7.38,0.06,V
QV Vul,2447129.500,13.50,8,7.41,0.11,V
QV Vul,2447131.000,15.00,9,7.26,0.09,V
QV Vul,2447133.000,17.00,20,7.41,0.07,V
QV Vul,2447135.000,19.00,5,8.12,0.12,V
QV Vul,2447137.000,21.00,17,7.76,0.06,V
QV Vul,2447139.000,23.00,26,7.67,0.07,V
QV Vul,2447141.000,25.00,34,7.78,0.07,V
QV Vul,2447143.000,27.00,14,7.91,0.07,V
QV Vul,2447145.000,29.00,9,8.04,0.14,V
QV Vul,2447147.000,31.00,11,7.89,0.11,V
QV Vul,2447149.000,33.00,9,7.76,0.14,V
QV Vul,2447151.000,35.00,13,7.88,0.08,V
QV Vul,2447153.000,37.00,16,7.84,0.09,V
QV Vul,2447155.000,39.00,2,8.15,0.32,V
QV Vul,2447157.000,41.00,17,8.23,0.10,V
QV Vul,2447159.000,43.00,15,8.62,0.11,V
QV Vul,2447161.000,45.00,4,8.70,0.08,V
QV Vul,2447163.000,47.00,1,8.80,0.15,V
QV Vul,2447165.000,49.00,1,9.40,0.15,V
QV Vul,2447167.000,51.00,6,9.20,0.10,V
QV Vul,2447169.000,53.00,3,9.20,0.09,V
QV Vul,2447171.000,55.00,3,9.47,0.12,V
QV Vul,2447173.000,57.00,5,9.80,0.20,V
QV Vul,2447177.000,61.00,1,10.50,0.15,V
QV Vul,2447205.000,89.00,2,14.40,0.71,V
QV Vul,2447211.000,95.00,1,15.60,0.15,V
QV Vul,2447213.000,97.00,1,15.70,0.15,V
QV Vul,2447245.000,129.00,1,15.50,0.15,V
QV Vul,2447258.000,142.00,6,14.90,0.06,V
QV Vul,2447274.000,158.00,9,14.90,0.17,V
QV Vul,2447290.000,174.00,11,14.25,0.10,V
QV Vul,2447306.000,190.00,5,14.14,0.07,V
QV Vul,2447322.000,206.00,23,13.49,0.08,V
QV Vul,2447338.000,222.00,11,13.72,0.09,V
QV Vul,2447354.000,238.00,24,13.15,0.09,V
QV Vul,2447370.000,254.00,24,13.10,0.09,V
QV Vul,2447386.000,270.00,56,12.99,0.04,V
QV Vul,2447402.000,286.00,18,12.92,0.09,V
QV Vul,2447418.000,302.00,28,13.00,0.06,V
QV Vul,2447434.000,318.00,13,13.13,0.12,V
QV Vul,2447450.000,334.00,11,13.15,0.10,V
QV Vul,2447466.000,350.00,23,13.17,0.06,V
QV Vul,2447482.000,366.00,9,13.07,0.05,V
QV Vul,2447498.000,382.00,5,13.10,0.07,V
QV Vul,2447514.000,398.00,4,13.10,0.08,V
QV Vul,2447530.000,414.00,1,13.40,0.15,V
QV Vul,2447562.000,446.00,2,13.60,0.11,V
QV Vul,2447610.000,494.00,2,13.40,0.11,V
QV Vul,2447626.000,510.00,1,14.10,0.15,V
QV Vul,2447642.000,526.00,2,13.80,0.11,V
QV Vul,2447666.000,550.00,8,13.74,0.14,V
QV Vul,2447698.000,582.00,12,13.92,0.08,V
QV Vul,2447730.000,614.00,18,13.98,0.05,V
QV Vul,2447762.000,646.00,29,13.97,0.03,V
QV Vul,2447794.000,678.00,26,13.98,0.03,V
QV Vul,2447826.000,710.00,19,14.02,0.03,V
QV Vul,2447858.000,742.00,19,14.23,0.04,V
QV Vul,2447890.000,774.00,4,14.35,0.08,V
QV Vul,2447922.000,806.00,1,14.30,0.15,V
QV Vul,2447954.000,838.00,4,14.55,0.08,V
QV Vul,2447986.000,870.00,2,14.60,0.11,V
QV Vul,2448018.000,902.00,6,14.50,0.10,V
QV Vul,2448050.000,934.00,5,14.76,0.12,V
QV Vul,2448082.000,966.00,12,14.89,0.07,V
QV Vul,2448114.000,998.00,10,14.84,0.05,V
QV Vul,2448146.000,1030.00,6,15.05,0.06,V
QV Vul,2448194.000,1078.00,9,15.03,0.05,V
QV Vul,2448386.000,1270.00,1,15.50,0.15,V
QV Vul,2448450.000,1334.00,6,15.45,0.09,V
QV Vul,2448514.000,1398.00,3,15.37,0.12,V
QV Vul,2448578.000,1462.00,1,15.50,0.15,V
QV Vul,2448706.000,1590.00,1,15.30,0.15,V
