#FILENAME,WAVELENGTH COL NUM,FLUX COL NUM,FLUX ERR COL NUM,FLUX UNITS,DATE,OBSERVER,TELESCOPE,INSTRUMENT,DISPERSION,WAVELENGTH RANGE 1,WAVELENGTH RANGE 2
V745SCOF_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44804e+06,Williams,CTIO 1 m,2D-Frutti,5.709258,3235.00000,9092.69871
V745SCOB_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44774e+06,Williams,CTIO 1 m,2D-Frutti,2.36998,3500.00000,7099.99962
V745SCOH_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44805e+06,Williams,CTIO 1 m,2D-Frutti,8.288688,2980.40800,7729.82622
V745SCOI_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44842e+06,Williams,CTIO 1 m,2D-Frutti,3.56363,3264.44400,7515.85459
V745SCOE_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44778e+06,Williams,CTIO 1 m,2D-Frutti,7.88052,2971.66900,10521.20716
V745SCOC_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44775e+06,Williams,CTIO 1 m,2D-Frutti,2.36998,3500.00000,7099.99962
V745SCOG_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44804e+06,Williams,CTIO 1 m,2D-Frutti,8.572611,3160.00000,9538.02258
V745SCOJ_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44872e+06,Williams,CTIO 1 m,2D-Frutti,3.532924,3241.45900,7459.77026
V745SCOD_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44776e+06,Williams,CTIO 1 m,2D-Frutti,7.85492,2998.52100,10515.67944
V745SCOA_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44774e+06,Williams,CTIO 1 m,2D-Frutti,2.36998,3500.00000,7099.99962
