#Name,n_Name,JD,Band,l_mag,mag,e_mag,Source
V745 Sco,q,2453185.86700,R,,15.380,0.01,SMARTS 1.0-m
V745 Sco,q,2453185.86900,R,,15.330,0.01,SMARTS 1.0-m
V745 Sco,q,2453185.87100,R,,15.320,0.01,SMARTS 1.0-m
V745 Sco,q,2453185.87400,R,,15.370,0.01,SMARTS 1.0-m
V745 Sco,q,2453185.87600,R,,15.400,0.01,SMARTS 1.0-m
V745 Sco,q,2453185.87800,R,,15.390,0.01,SMARTS 1.0-m
V745 Sco,q,2453185.88100,R,,15.420,0.01,SMARTS 1.0-m
V745 Sco,q,2453185.88300,R,,15.440,0.01,SMARTS 1.0-m
V745 Sco,q,2453185.88500,R,,15.480,0.01,SMARTS 1.0-m
V745 Sco,q,2453186.59800,R,,15.380,0.01,SMARTS 1.0-m
V745 Sco,q,2453186.60100,R,,15.360,0.01,SMARTS 1.0-m
V745 Sco,q,2453186.67900,R,,15.380,0.01,SMARTS 1.0-m
V745 Sco,q,2453186.68200,R,,15.360,0.01,SMARTS 1.0-m
V745 Sco,q,2453186.84600,R,,15.260,0.01,SMARTS 1.0-m
V745 Sco,q,2453186.85000,R,,15.260,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.47000,R,,15.260,0.02,SMARTS 1.0-m
V745 Sco,q,2453189.47200,R,,15.260,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.47500,R,,15.260,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.47800,R,,15.210,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.56100,R,,15.220,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.56400,R,,15.230,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.56600,R,,15.150,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.56800,R,,15.150,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.65400,R,,15.300,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.65700,R,,15.360,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.65900,R,,15.350,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.66200,R,,15.400,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.76200,R,,15.320,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.76500,R,,15.280,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.76700,R,,15.320,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.76900,R,,15.300,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.82700,R,,15.460,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.83000,R,,15.470,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.83200,R,,15.460,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.83400,R,,15.410,0.01,SMARTS 1.0-m
V745 Sco,q,2453189.87900,R,,15.480,0.03,SMARTS 1.0-m
V745 Sco,q,2453189.88200,R,,15.490,0.03,SMARTS 1.0-m
V745 Sco,q,2453189.88400,R,,15.480,0.04,SMARTS 1.0-m
V745 Sco,q,2453189.88700,R,,15.470,0.03,SMARTS 1.0-m
V745 Sco,q,2453189.88900,R,,15.450,0.02,SMARTS 1.0-m
V745 Sco,q,2453189.89200,R,,15.420,0.02,SMARTS 1.0-m
V745 Sco,q,2453189.89400,R,,15.480,0.02,SMARTS 1.0-m
V745 Sco,q,2453189.89700,R,,15.560,0.02,SMARTS 1.0-m
V745 Sco,q,2453189.89900,R,,15.570,0.02,SMARTS 1.0-m
V745 Sco,q,2453190.60300,R,,15.230,0.01,SMARTS 1.0-m
V745 Sco,q,2453190.60600,R,,15.260,0.01,SMARTS 1.0-m
V745 Sco,q,2453190.60900,R,,15.320,0.01,SMARTS 1.0-m
V745 Sco,q,2453190.61100,R,,15.330,0.01,SMARTS 1.0-m
V745 Sco,q,2453191.50400,R,,15.170,0.01,SMARTS 1.0-m
V745 Sco,q,2453191.50700,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453191.51000,R,,15.050,0.01,SMARTS 1.0-m
V745 Sco,q,2453191.51200,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453191.51400,R,,15.000,0.01,SMARTS 1.0-m
V745 Sco,q,2453192.50700,R,,15.050,0.01,SMARTS 1.0-m
V745 Sco,q,2453192.51100,R,,15.080,0.01,SMARTS 1.0-m
V745 Sco,q,2453192.51400,R,,15.070,0.01,SMARTS 1.0-m
V745 Sco,q,2453192.51700,R,,15.100,0.01,SMARTS 1.0-m
V745 Sco,q,2453192.52000,R,,15.060,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.44900,R,,15.000,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.45200,R,,15.010,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.45400,R,,15.010,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.45700,R,,15.030,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.46100,R,,15.060,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.66800,R,,15.060,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.67000,R,,15.070,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.67300,R,,15.080,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.67500,R,,15.010,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.84100,R,,15.000,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.84400,R,,15.000,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.84600,R,,14.930,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.84900,R,,14.900,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.85100,R,,14.900,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.85300,R,,14.900,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.85600,R,,14.960,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.85800,R,,14.960,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.86000,R,,14.980,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.86300,R,,15.010,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.86500,R,,15.050,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.87000,R,,14.980,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.87300,R,,14.960,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.87500,R,,14.970,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.87700,R,,14.960,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.88000,R,,15.000,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.88200,R,,14.960,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.88500,R,,14.980,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.88700,R,,14.880,0.01,SMARTS 1.0-m
V745 Sco,q,2453193.88900,R,,14.870,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.47000,R,,15.090,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.47800,R,,15.090,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.48100,R,,15.100,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.48400,R,,15.110,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.48600,R,,15.120,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.48800,R,,15.070,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.49100,R,,15.070,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.49300,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.49600,R,,15.020,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.49800,R,,15.030,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.50000,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.50300,R,,15.060,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.50500,R,,15.090,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.50700,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.51000,R,,15.030,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.51200,R,,15.030,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.51400,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.51700,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.54600,R,,15.150,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.55000,R,,15.110,0.02,SMARTS 1.0-m
V745 Sco,q,2453194.55300,R,,15.080,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.55600,R,,15.020,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.55900,R,,15.030,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.56300,R,,15.050,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.56600,R,,15.100,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.56900,R,,15.100,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.57100,R,,15.080,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.57400,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.57600,R,,15.100,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.57900,R,,15.080,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.58100,R,,15.110,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.58300,R,,15.110,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.58600,R,,15.070,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.58800,R,,15.140,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.59100,R,,15.140,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.59300,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.59500,R,,15.040,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.59800,R,,15.000,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.60000,R,,15.030,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.60200,R,,15.030,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.60500,R,,15.050,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.60700,R,,15.090,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.60900,R,,15.100,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.61200,R,,15.020,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.61400,R,,14.970,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.61600,R,,14.970,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.61900,R,,14.990,0.01,SMARTS 1.0-m
V745 Sco,q,2453194.62100,R,,15.030,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.44500,R,,15.150,0.02,SMARTS 1.0-m
V745 Sco,q,2453195.44800,R,,15.180,0.02,SMARTS 1.0-m
V745 Sco,q,2453195.45000,R,,15.200,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.45300,R,,15.190,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.45900,R,,15.210,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.46200,R,,15.210,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.46500,R,,15.150,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.46700,R,,15.130,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.46900,R,,15.150,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.47200,R,,15.180,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.47400,R,,15.120,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.47600,R,,15.150,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.47900,R,,15.150,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.48100,R,,15.210,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.48400,R,,15.170,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.48600,R,,15.220,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.48800,R,,15.240,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.49100,R,,15.180,0.01,SMARTS 1.0-m
V745 Sco,q,2453195.49300,R,,15.220,0.01,SMARTS 1.0-m
V745 Sco,q,2453196.45300,R,,15.060,0.03,SMARTS 1.0-m
V745 Sco,q,2453196.45600,R,,15.140,0.06,SMARTS 1.0-m
V745 Sco,q,2453196.45700,R,,14.990,0.01,SMARTS 1.0-m
V745 Sco,q,2453196.45800,R,,15.070,0.01,SMARTS 1.0-m
V745 Sco,q,2453196.47000,R,,15.020,0.01,SMARTS 1.0-m
V745 Sco,q,2453196.47100,R,,15.060,0.01,SMARTS 1.0-m
V745 Sco,q,2453223.68100,R,,15.080,0.01,SMARTS 1.3-m
V745 Sco,q,2453223.68200,J,,9.860,0.01,SMARTS 1.3-m
V745 Sco,q,2453223.68300,R,,15.060,0.01,SMARTS 1.3-m
V745 Sco,q,2453223.68300,J,,9.850,0.01,SMARTS 1.3-m
V745 Sco,q,2453226.70000,R,,15.380,0.01,SMARTS 1.3-m
V745 Sco,q,2453226.70100,J,,9.940,0.01,SMARTS 1.3-m
V745 Sco,q,2453226.70200,R,,15.350,0.01,SMARTS 1.3-m
V745 Sco,q,2453226.70300,J,,9.920,0.01,SMARTS 1.3-m
V745 Sco,q,2453229.68800,R,,15.200,0.01,SMARTS 1.3-m
V745 Sco,q,2453229.68900,J,,9.910,0.01,SMARTS 1.3-m
V745 Sco,q,2453229.69000,R,,15.180,0.01,SMARTS 1.3-m
V745 Sco,q,2453229.69100,J,,9.880,0.01,SMARTS 1.3-m
V745 Sco,q,2453231.66100,R,,15.480,0.01,SMARTS 1.3-m
V745 Sco,q,2453231.66100,J,,9.920,0.01,SMARTS 1.3-m
V745 Sco,q,2453237.64500,R,,15.690,0.01,SMARTS 1.3-m
V745 Sco,q,2453237.64600,J,,9.930,0.01,SMARTS 1.3-m
V745 Sco,q,2453237.64700,R,,15.730,0.01,SMARTS 1.3-m
V745 Sco,q,2453237.64800,J,,9.900,0.01,SMARTS 1.3-m
V745 Sco,q,2453239.69600,R,,15.300,0.01,SMARTS 1.3-m
V745 Sco,q,2453239.69600,J,,9.980,0.01,SMARTS 1.3-m
V745 Sco,q,2453239.69700,R,,15.340,0.01,SMARTS 1.3-m
V745 Sco,q,2453239.69800,J,,9.920,0.01,SMARTS 1.3-m
V745 Sco,q,2453241.69700,R,,15.410,0.01,SMARTS 1.3-m
V745 Sco,q,2453241.69800,J,,10.020,0.01,SMARTS 1.3-m
V745 Sco,q,2453241.69900,R,,15.400,0.01,SMARTS 1.3-m
V745 Sco,q,2453241.70000,J,,9.960,0.01,SMARTS 1.3-m
V745 Sco,q,2453246.65600,R,,15.410,0.01,SMARTS 1.3-m
V745 Sco,q,2453246.65600,J,,9.930,0.01,SMARTS 1.3-m
V745 Sco,q,2453246.65800,R,,15.420,0.01,SMARTS 1.3-m
V745 Sco,q,2453246.65800,J,,9.920,0.01,SMARTS 1.3-m
V745 Sco,q,2453248.63300,R,,15.320,0.01,SMARTS 1.3-m
V745 Sco,q,2453248.63400,J,,10.040,0.01,SMARTS 1.3-m
V745 Sco,q,2453248.63500,R,,15.300,0.01,SMARTS 1.3-m
V745 Sco,q,2453248.63600,J,,10.040,0.01,SMARTS 1.3-m
V745 Sco,q,2453250.60600,R,,15.530,0.01,SMARTS 1.3-m
V745 Sco,q,2453250.60700,J,,9.970,0.01,SMARTS 1.3-m
V745 Sco,q,2453250.60800,R,,15.530,0.01,SMARTS 1.3-m
V745 Sco,q,2453250.60800,J,,9.980,0.01,SMARTS 1.3-m
V745 Sco,q,2453253.60600,R,,15.320,0.01,SMARTS 1.3-m
V745 Sco,q,2453253.60600,J,,9.910,0.01,SMARTS 1.3-m
V745 Sco,q,2453253.60800,R,,15.310,0.01,SMARTS 1.3-m
V745 Sco,q,2453253.60800,J,,9.890,0.01,SMARTS 1.3-m
V745 Sco,q,2453257.63100,R,,15.390,0.01,SMARTS 1.3-m
V745 Sco,q,2453257.63200,J,,9.950,0.01,SMARTS 1.3-m
V745 Sco,q,2453257.63300,R,,15.360,0.01,SMARTS 1.3-m
V745 Sco,q,2453257.63300,J,,9.920,0.01,SMARTS 1.3-m
V745 Sco,q,2453259.58200,R,,15.470,0.01,SMARTS 1.3-m
V745 Sco,q,2453259.58200,J,,9.920,0.01,SMARTS 1.3-m
V745 Sco,q,2453259.58400,R,,15.450,0.01,SMARTS 1.3-m
V745 Sco,q,2453259.58400,J,,9.930,0.01,SMARTS 1.3-m
V745 Sco,q,2453261.60500,R,,15.440,0.01,SMARTS 1.3-m
V745 Sco,q,2453261.60600,J,,10.010,0.01,SMARTS 1.3-m
V745 Sco,q,2453261.60700,R,,15.470,0.01,SMARTS 1.3-m
V745 Sco,q,2453261.60700,J,,9.980,0.01,SMARTS 1.3-m
V745 Sco,q,2453263.65300,R,,15.450,0.01,SMARTS 1.3-m
V745 Sco,q,2453263.65400,J,,9.980,0.01,SMARTS 1.3-m
V745 Sco,q,2453263.65500,R,,15.480,0.01,SMARTS 1.3-m
V745 Sco,q,2453263.65600,J,,9.950,0.01,SMARTS 1.3-m
V745 Sco,q,2453265.62900,R,,15.610,0.01,SMARTS 1.3-m
V745 Sco,q,2453265.63000,J,,9.920,0.01,SMARTS 1.3-m
V745 Sco,q,2453265.63100,R,,15.590,0.01,SMARTS 1.3-m
V745 Sco,q,2453265.63100,J,,9.880,0.01,SMARTS 1.3-m
V745 Sco,q,2453267.65700,R,,15.450,0.01,SMARTS 1.3-m
V745 Sco,q,2453267.65800,J,,9.890,0.01,SMARTS 1.3-m
V745 Sco,q,2453269.63500,R,,15.490,0.02,SMARTS 1.3-m
V745 Sco,q,2453269.63500,J,,9.880,0.01,SMARTS 1.3-m
V745 Sco,q,2453269.63700,R,,15.480,0.01,SMARTS 1.3-m
V745 Sco,q,2453269.63700,J,,9.860,0.01,SMARTS 1.3-m
V745 Sco,q,2453271.62200,R,,15.410,0.01,SMARTS 1.3-m
V745 Sco,q,2453271.62200,J,,9.940,0.01,SMARTS 1.3-m
V745 Sco,q,2453271.62400,R,,15.380,0.01,SMARTS 1.3-m
