#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V533 Her,2438056.500,0.50,1,8.00,0.15,V
V533 Her,2438060.500,4.50,1,3.00,0.15,V
V533 Her,2438064.500,8.50,1,4.00,0.15,V
V533 Her,2438068.500,12.50,1,4.10,0.15,V
V533 Her,2438069.500,13.50,2,3.95,0.11,V
V533 Her,2438071.500,15.50,1,4.60,0.15,V
V533 Her,2438072.500,16.50,4,4.48,0.08,V
V533 Her,2438073.500,17.50,2,4.50,0.14,V
V533 Her,2438074.500,18.50,8,4.59,0.10,V
V533 Her,2438075.500,19.50,9,4.62,0.11,V
V533 Her,2438076.500,20.50,12,4.56,0.07,V
V533 Her,2438077.500,21.50,16,4.53,0.04,V
V533 Her,2438078.500,22.50,12,4.68,0.10,V
V533 Her,2438079.500,23.50,10,4.84,0.09,V
V533 Her,2438080.500,24.50,10,5.05,0.05,V
V533 Her,2438081.500,25.50,13,5.07,0.07,V
V533 Her,2438082.500,26.50,24,5.08,0.05,V
V533 Her,2438083.500,27.50,41,5.15,0.03,V
V533 Her,2438084.500,28.50,14,5.05,0.04,V
V533 Her,2438085.500,29.50,10,5.00,0.08,V
V533 Her,2438086.500,30.50,13,4.87,0.07,V
V533 Her,2438087.500,31.50,14,4.96,0.06,V
V533 Her,2438088.500,32.50,11,4.76,0.07,V
V533 Her,2438089.500,33.50,14,4.87,0.06,V
V533 Her,2438090.500,34.50,13,4.98,0.10,V
V533 Her,2438091.500,35.50,19,5.39,0.04,V
V533 Her,2438092.500,36.50,9,5.38,0.05,V
V533 Her,2438093.500,37.50,9,5.43,0.07,V
V533 Her,2438094.500,38.50,8,5.71,0.16,V
V533 Her,2438095.500,39.50,12,5.84,0.08,V
V533 Her,2438096.500,40.50,15,5.85,0.08,V
V533 Her,2438097.500,41.50,14,6.04,0.07,V
V533 Her,2438098.500,42.50,4,5.95,0.08,V
V533 Her,2438099.500,43.50,14,5.96,0.07,V
V533 Her,2438100.500,44.50,5,6.00,0.08,V
V533 Her,2438101.500,45.50,4,6.03,0.08,V
V533 Her,2438102.500,46.50,10,5.97,0.11,V
V533 Her,2438103.500,47.50,18,5.99,0.06,V
V533 Her,2438104.500,48.50,14,6.01,0.06,V
V533 Her,2438105.500,49.50,5,6.02,0.09,V
V533 Her,2438106.500,50.50,16,6.21,0.05,V
V533 Her,2438107.500,51.50,18,6.24,0.05,V
V533 Her,2438108.500,52.50,10,6.16,0.06,V
V533 Her,2438109.500,53.50,12,6.21,0.05,V
V533 Her,2438111.000,55.00,44,6.31,0.03,V
V533 Her,2438113.000,57.00,53,6.34,0.02,V
V533 Her,2438115.000,59.00,22,6.27,0.07,V
V533 Her,2438117.000,61.00,47,6.11,0.03,V
V533 Her,2438119.000,63.00,35,6.18,0.04,V
V533 Her,2438121.000,65.00,21,6.20,0.06,V
V533 Her,2438123.000,67.00,12,6.30,0.03,V
V533 Her,2438125.000,69.00,38,6.45,0.02,V
V533 Her,2438127.000,71.00,22,6.55,0.03,V
V533 Her,2438129.000,73.00,16,6.65,0.03,V
V533 Her,2438131.000,75.00,25,6.72,0.03,V
V533 Her,2438133.000,77.00,50,6.75,0.02,V
V533 Her,2438135.000,79.00,40,6.77,0.04,V
V533 Her,2438137.000,81.00,21,6.78,0.04,V
V533 Her,2438139.000,83.00,24,6.85,0.03,V
V533 Her,2438141.000,85.00,36,6.78,0.03,V
V533 Her,2438143.000,87.00,13,6.82,0.05,V
V533 Her,2438145.000,89.00,28,6.84,0.03,V
V533 Her,2438147.000,91.00,19,6.91,0.03,V
V533 Her,2438149.000,93.00,19,6.91,0.04,V
V533 Her,2438151.000,95.00,17,6.95,0.05,V
V533 Her,2438153.000,97.00,15,6.98,0.06,V
V533 Her,2438155.000,99.00,14,7.01,0.06,V
V533 Her,2438157.000,101.00,15,7.09,0.07,V
V533 Her,2438159.000,103.00,7,6.99,0.06,V
