2455181.241,10.324,V,0,20 cm Celestron C8 f/10,"Munari, Ulisse",Johnson-Cousins
2455181.542,10.198,V,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455182.195,10.13,V,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455182.539,9.958,V,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455183.194,10.076,V,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455183.546,10.246,V,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455184.542,10.698,V,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455185.199,10.822,V,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455185.543,11.103,V,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455186.194,11.189,V,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455191.19,12.074,V,0,20 cm Celestron C8 f/10,"Munari, Ulisse",Johnson-Cousins
2455193.186,12.339,V,0,20 cm Celestron C8 f/10,"Munari, Ulisse",Johnson-Cousins
2455193.214,12.307,V,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455195.206,12.482,V,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455200.195,13.09,V,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455203.191,13.186,V,0,20 cm Celestron C8 f/10,"Munari, Ulisse",Johnson-Cousins
2455181.241,11.802,B,0,20 cm Celestron C8 f/10,"Munari, Ulisse",Johnson-Cousins
2455181.542,11.692,B,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455182.195,11.776,B,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455182.539,11.659,B,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455183.194,11.816,B,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455183.546,11.949,B,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455184.542,12.216,B,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455185.199,12.166,B,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455185.543,12.404,B,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
2455186.194,12.464,B,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455191.19,13.234,B,0,20 cm Celestron C8 f/10,"Munari, Ulisse",Johnson-Cousins
2455193.186,13.448,B,0,20 cm Celestron C8 f/10,"Munari, Ulisse",Johnson-Cousins
2455193.214,13.409,B,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455195.206,13.571,B,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455200.195,14.111,B,0,30 Meade RCX-400 4/8 Schmidt-Cassegrain,"Munari, Ulisse",Johnson-Cousins
2455181.542,9.297,R,0,6 cm Takahashi Refractor,"Munari, Ulisse",Johnson-Cousins
