#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V528 Aql,2431693.250,0.25,1,6.94,0.15,V
V528 Aql,2431696.250,3.25,1,6.92,0.15,V
V528 Aql,2431697.250,4.25,1,7.30,0.15,V
V528 Aql,2431698.250,5.25,1,7.20,0.15,V
V528 Aql,2431699.250,6.25,1,8.08,0.15,V
V528 Aql,2431699.750,6.75,3,7.50,0.09,V
V528 Aql,2431700.250,7.25,1,7.66,0.15,V
V528 Aql,2431700.750,7.75,5,7.72,0.07,V
V528 Aql,2431701.250,8.25,1,8.25,0.15,V
V528 Aql,2431701.750,8.75,6,7.97,0.14,V
V528 Aql,2431702.250,9.25,1,7.95,0.15,V
V528 Aql,2431702.750,9.75,9,7.87,0.10,V
V528 Aql,2431703.250,10.25,1,7.86,0.15,V
V528 Aql,2431703.750,10.75,4,8.08,0.08,V
V528 Aql,2431704.750,11.75,7,8.10,0.09,V
V528 Aql,2431706.000,13.00,15,8.36,0.07,V
V528 Aql,2431708.000,15.00,12,8.78,0.10,V
V528 Aql,2431710.000,17.00,8,8.59,0.09,V
V528 Aql,2431712.000,19.00,11,8.72,0.11,V
V528 Aql,2431714.000,21.00,7,9.02,0.12,V
V528 Aql,2431716.000,23.00,4,9.13,0.08,V
V528 Aql,2431718.000,25.00,6,9.17,0.09,V
V528 Aql,2431720.000,27.00,6,9.20,0.10,V
V528 Aql,2431722.000,29.00,6,9.20,0.11,V
V528 Aql,2431724.000,31.00,7,9.49,0.07,V
V528 Aql,2431726.000,33.00,4,9.80,0.15,V
V528 Aql,2431728.000,35.00,3,9.76,0.15,V
V528 Aql,2431730.000,37.00,3,9.50,0.17,V
V528 Aql,2431732.000,39.00,6,9.92,0.13,V
V528 Aql,2431734.000,41.00,2,9.85,0.11,V
V528 Aql,2431736.000,43.00,2,10.80,0.14,V
V528 Aql,2431738.000,45.00,7,10.31,0.12,V
V528 Aql,2431740.000,47.00,2,10.25,0.11,V
V528 Aql,2431742.000,49.00,2,10.65,0.11,V
V528 Aql,2431744.000,51.00,1,10.40,0.15,V
V528 Aql,2431746.000,53.00,1,10.90,0.15,V
V528 Aql,2431750.000,57.00,3,11.20,0.19,V
V528 Aql,2431756.000,63.00,1,11.10,0.15,V
V528 Aql,2431758.000,65.00,2,11.25,0.18,V
V528 Aql,2431760.000,67.00,4,11.38,0.08,V
V528 Aql,2431762.000,69.00,1,11.40,0.15,V
V528 Aql,2431764.000,71.00,1,11.60,0.15,V
V528 Aql,2431767.000,74.00,2,10.95,0.11,V
V528 Aql,2431771.000,78.00,1,11.60,0.15,V
V528 Aql,2431783.000,90.00,3,11.67,0.10,V
V528 Aql,2431787.000,94.00,3,11.93,0.09,V
V528 Aql,2431791.000,98.00,3,11.77,0.09,V
V528 Aql,2431795.000,102.00,2,11.85,0.11,V
V528 Aql,2431803.000,110.00,1,12.00,0.15,V
V528 Aql,2431811.000,118.00,1,12.20,0.15,V
V528 Aql,2431815.000,122.00,1,12.00,0.15,V
V528 Aql,2431889.000,196.00,1,13.00,0.15,V
V528 Aql,2431905.000,212.00,1,13.10,0.15,V
