#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V446 Her,2437003.300,0.30,2,5.20,0.11,V
V446 Her,2437003.800,0.80,3,4.83,0.10,V
V446 Her,2437005.300,2.30,1,4.90,0.15,V
V446 Her,2437005.800,2.80,1,5.40,0.15,V
V446 Her,2437006.300,3.30,4,5.05,0.10,V
V446 Her,2437006.800,3.80,3,5.57,0.10,V
V446 Her,2437007.300,4.30,2,5.25,0.11,V
V446 Her,2437008.300,5.30,1,5.50,0.15,V
V446 Her,2437009.300,6.30,1,5.50,0.15,V
V446 Her,2437009.800,6.80,3,5.40,0.09,V
V446 Her,2437010.500,7.50,6,5.78,0.14,V
V446 Her,2437011.500,8.50,1,5.60,0.15,V
V446 Her,2437012.500,9.50,5,5.98,0.14,V
V446 Her,2437013.500,10.50,5,5.92,0.28,V
V446 Her,2437014.500,11.50,7,6.21,0.09,V
V446 Her,2437015.500,12.50,5,6.04,0.13,V
V446 Her,2437016.500,13.50,9,6.26,0.11,V
V446 Her,2437017.500,14.50,6,6.17,0.17,V
V446 Her,2437018.500,15.50,9,6.26,0.14,V
V446 Her,2437019.500,16.50,4,6.10,0.13,V
V446 Her,2437020.500,17.50,4,6.23,0.08,V
V446 Her,2437021.500,18.50,1,7.20,0.15,V
V446 Her,2437022.500,19.50,7,6.51,0.14,V
V446 Her,2437023.500,20.50,5,6.78,0.07,V
V446 Her,2437024.500,21.50,5,6.84,0.07,V
V446 Her,2437025.500,22.50,4,6.88,0.08,V
V446 Her,2437026.500,23.50,7,6.97,0.14,V
V446 Her,2437027.500,24.50,9,7.04,0.11,V
V446 Her,2437028.500,25.50,5,6.94,0.07,V
V446 Her,2437029.500,26.50,7,6.97,0.10,V
V446 Her,2437030.500,27.50,8,7.24,0.13,V
V446 Her,2437031.500,28.50,3,7.13,0.11,V
V446 Her,2437032.500,29.50,6,7.45,0.20,V
V446 Her,2437033.500,30.50,6,7.38,0.18,V
V446 Her,2437034.500,31.50,6,7.20,0.07,V
V446 Her,2437036.000,33.00,7,7.39,0.09,V
V446 Her,2437038.000,35.00,4,7.35,0.08,V
V446 Her,2437040.000,37.00,9,7.53,0.12,V
V446 Her,2437042.000,39.00,6,7.55,0.09,V
V446 Her,2437044.000,41.00,12,7.57,0.07,V
V446 Her,2437046.000,43.00,12,7.83,0.12,V
V446 Her,2437048.000,45.00,8,8.25,0.20,V
V446 Her,2437050.000,47.00,5,7.84,0.19,V
V446 Her,2437052.000,49.00,10,7.90,0.10,V
V446 Her,2437054.000,51.00,10,8.03,0.13,V
V446 Her,2437056.000,53.00,8,8.01,0.16,V
V446 Her,2437058.000,55.00,14,8.21,0.12,V
V446 Her,2437060.000,57.00,11,8.15,0.17,V
V446 Her,2437062.000,59.00,7,8.46,0.25,V
V446 Her,2437064.000,61.00,2,8.90,0.11,V
V446 Her,2437066.000,63.00,4,8.75,0.13,V
V446 Her,2437068.000,65.00,2,8.90,0.11,V
V446 Her,2437070.000,67.00,5,8.76,0.18,V
V446 Her,2437072.000,69.00,6,8.65,0.25,V
V446 Her,2437074.000,71.00,3,8.70,0.09,V
V446 Her,2437076.000,73.00,5,8.14,0.21,V
V446 Her,2437078.000,75.00,9,8.46,0.19,V
V446 Her,2437080.000,77.00,10,8.71,0.08,V
V446 Her,2437082.000,79.00,11,8.55,0.11,V
V446 Her,2437084.000,81.00,3,8.47,0.37,V
