#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V1974 Cyg,2448671.800,0.80,1,7.20,0.15,V
V1974 Cyg,2448672.300,1.30,1,6.10,0.15,V
V1974 Cyg,2448672.800,1.80,3,5.23,0.10,V
V1974 Cyg,2448673.300,2.30,2,4.85,0.11,V
V1974 Cyg,2448673.800,2.80,5,4.62,0.07,V
V1974 Cyg,2448674.300,3.30,5,4.44,0.10,V
V1974 Cyg,2448674.800,3.80,4,4.43,0.08,V
V1974 Cyg,2448675.300,4.30,3,4.27,0.23,V
V1974 Cyg,2448675.800,4.80,7,4.46,0.07,V
V1974 Cyg,2448676.300,5.30,17,4.59,0.04,V
V1974 Cyg,2448676.800,5.80,18,4.53,0.04,V
V1974 Cyg,2448677.300,6.30,7,4.50,0.15,V
V1974 Cyg,2448677.800,6.80,7,4.50,0.10,V
V1974 Cyg,2448678.300,7.30,11,4.71,0.09,V
V1974 Cyg,2448678.800,7.80,13,4.78,0.07,V
V1974 Cyg,2448679.300,8.30,11,4.52,0.12,V
V1974 Cyg,2448679.800,8.80,27,4.82,0.03,V
V1974 Cyg,2448680.500,9.50,61,4.83,0.03,V
V1974 Cyg,2448681.500,10.50,70,5.08,0.03,V
V1974 Cyg,2448682.500,11.50,86,5.25,0.02,V
V1974 Cyg,2448683.500,12.50,41,5.66,0.04,V
V1974 Cyg,2448684.500,13.50,9,5.77,0.09,V
V1974 Cyg,2448685.500,14.50,42,5.79,0.02,V
V1974 Cyg,2448686.500,15.50,32,5.79,0.03,V
V1974 Cyg,2448687.500,16.50,16,5.84,0.05,V
V1974 Cyg,2448688.500,17.50,27,5.85,0.04,V
V1974 Cyg,2448689.500,18.50,13,5.95,0.03,V
V1974 Cyg,2448690.500,19.50,30,6.09,0.02,V
V1974 Cyg,2448691.500,20.50,26,6.28,0.03,V
V1974 Cyg,2448692.500,21.50,25,6.36,0.03,V
V1974 Cyg,2448693.500,22.50,19,6.47,0.04,V
V1974 Cyg,2448694.500,23.50,16,6.30,0.04,V
V1974 Cyg,2448695.500,24.50,18,6.36,0.04,V
V1974 Cyg,2448696.500,25.50,13,6.40,0.03,V
V1974 Cyg,2448697.500,26.50,26,6.50,0.05,V
V1974 Cyg,2448698.500,27.50,10,6.47,0.04,V
V1974 Cyg,2448699.500,28.50,10,6.46,0.04,V
V1974 Cyg,2448700.500,29.50,22,6.73,0.02,V
V1974 Cyg,2448701.500,30.50,10,6.83,0.08,V
V1974 Cyg,2448702.500,31.50,12,6.88,0.05,V
V1974 Cyg,2448703.500,32.50,5,6.78,0.07,V
V1974 Cyg,2448704.500,33.50,12,6.78,0.07,V
V1974 Cyg,2448705.500,34.50,13,7.02,0.04,V
