#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
RR Pic,2424299.500,0.50,3,2.43,0.09,V
RR Pic,2424300.500,1.50,2,2.40,0.11,V
RR Pic,2424304.500,5.50,4,2.35,0.08,V
RR Pic,2424305.500,6.50,6,2.10,0.07,V
RR Pic,2424306.500,7.50,2,2.40,0.11,V
RR Pic,2424307.500,8.50,4,1.55,0.10,V
RR Pic,2424308.500,9.50,2,0.95,0.11,V
RR Pic,2424309.500,10.50,1,1.10,0.15,V
RR Pic,2424310.500,11.50,3,1.30,0.09,V
RR Pic,2424312.500,13.50,3,1.80,0.09,V
RR Pic,2424313.500,14.50,1,1.70,0.15,V
RR Pic,2424314.500,15.50,2,1.90,0.11,V
RR Pic,2424315.500,16.50,2,2.15,0.11,V
RR Pic,2424316.500,17.50,2,2.15,0.11,V
RR Pic,2424317.500,18.50,1,2.20,0.15,V
RR Pic,2424318.500,19.50,1,1.90,0.15,V
RR Pic,2424319.500,20.50,2,2.25,0.11,V
RR Pic,2424322.500,23.50,3,3.10,0.12,V
RR Pic,2424323.500,24.50,3,3.10,0.12,V
RR Pic,2424326.500,27.50,2,3.05,0.18,V
RR Pic,2424327.500,28.50,2,3.20,0.14,V
RR Pic,2424328.500,29.50,3,3.37,0.09,V
RR Pic,2424329.500,30.50,4,3.43,0.08,V
RR Pic,2424331.000,32.00,8,3.58,0.05,V
RR Pic,2424333.000,34.00,3,3.37,0.09,V
RR Pic,2424335.000,36.00,4,3.50,0.08,V
RR Pic,2424337.000,38.00,2,3.40,0.11,V
RR Pic,2424339.000,40.00,2,3.30,0.11,V
RR Pic,2424341.000,42.00,5,3.14,0.10,V
RR Pic,2424343.000,44.00,4,3.08,0.08,V
RR Pic,2424345.000,46.00,2,3.10,0.11,V
RR Pic,2424347.000,48.00,2,3.15,0.11,V
RR Pic,2424349.000,50.00,3,3.00,0.14,V
RR Pic,2424351.000,52.00,2,2.80,0.11,V
RR Pic,2424357.000,58.00,1,2.30,0.15,V
RR Pic,2424359.000,60.00,2,1.65,0.18,V
RR Pic,2424361.000,62.00,6,2.23,0.11,V
RR Pic,2424363.000,64.00,4,3.03,0.12,V
RR Pic,2424365.000,66.00,5,2.84,0.16,V
RR Pic,2424367.000,68.00,5,3.16,0.13,V
RR Pic,2424369.000,70.00,2,2.40,0.14,V
RR Pic,2424371.000,72.00,5,2.04,0.10,V
RR Pic,2424373.000,74.00,2,2.05,0.11,V
RR Pic,2424375.000,76.00,2,2.55,0.11,V
RR Pic,2424377.000,78.00,1,2.70,0.15,V
RR Pic,2424379.000,80.00,2,3.00,0.14,V
RR Pic,2424381.000,82.00,4,2.93,0.08,V
RR Pic,2424383.000,84.00,2,3.15,0.11,V
RR Pic,2424385.000,86.00,5,3.06,0.07,V
RR Pic,2424387.000,88.00,3,3.07,0.09,V
RR Pic,2424389.000,90.00,3,3.20,0.09,V
RR Pic,2424392.000,93.00,5,3.28,0.07,V
RR Pic,2424396.000,97.00,2,3.35,0.11,V
RR Pic,2424400.000,101.00,3,3.40,0.10,V
RR Pic,2424404.000,105.00,4,3.50,0.08,V
RR Pic,2424408.000,109.00,5,3.58,0.08,V
RR Pic,2424412.000,113.00,8,3.53,0.05,V
RR Pic,2424416.000,117.00,5,3.54,0.07,V
RR Pic,2424420.000,121.00,6,3.78,0.06,V
RR Pic,2424424.000,125.00,3,3.67,0.09,V
RR Pic,2424428.000,129.00,7,3.89,0.06,V
RR Pic,2424432.000,133.00,7,4.01,0.07,V
RR Pic,2424436.000,137.00,5,4.18,0.07,V
RR Pic,2424440.000,141.00,4,4.13,0.08,V
RR Pic,2424444.000,145.00,6,4.28,0.06,V
RR Pic,2424448.000,149.00,7,4.34,0.06,V
RR Pic,2424454.000,155.00,6,4.17,0.06,V
RR Pic,2424462.000,163.00,12,4.34,0.02,V
RR Pic,2424470.000,171.00,7,4.37,0.06,V
RR Pic,2424478.000,179.00,4,4.45,0.08,V
RR Pic,2424486.000,187.00,7,4.44,0.06,V
RR Pic,2424494.000,195.00,6,4.43,0.10,V
RR Pic,2424502.000,203.00,9,4.58,0.05,V
RR Pic,2424510.000,211.00,2,4.75,0.11,V
RR Pic,2424518.000,219.00,1,4.70,0.15,V
RR Pic,2424526.000,227.00,3,4.93,0.09,V
RR Pic,2424534.000,235.00,1,4.80,0.15,V
RR Pic,2424542.000,243.00,1,5.40,0.15,V
RR Pic,2424550.000,251.00,1,5.50,0.15,V
RR Pic,2424558.000,259.00,4,5.23,0.08,V
RR Pic,2424566.000,267.00,2,5.15,0.11,V
RR Pic,2424574.000,275.00,1,5.30,0.15,V
RR Pic,2424582.000,283.00,1,5.40,0.15,V
RR Pic,2424590.000,291.00,1,5.50,0.15,V
RR Pic,2424598.000,299.00,1,5.60,0.15,V
RR Pic,2424622.000,323.00,1,5.50,0.15,V
