#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V1494 Aql,2451514.250,0.25,2,5.15,0.11,V
V1494 Aql,2451514.750,0.75,5,4.86,0.08,V
V1494 Aql,2451515.250,1.25,44,4.27,0.04,V
V1494 Aql,2451515.750,1.75,9,4.11,0.06,V
V1494 Aql,2451516.250,2.25,44,4.18,0.04,V
V1494 Aql,2451516.750,2.75,13,4.35,0.07,V
V1494 Aql,2451517.250,3.25,48,4.68,0.04,V
V1494 Aql,2451517.750,3.75,7,4.87,0.18,V
V1494 Aql,2451518.250,4.25,101,5.17,0.02,V
V1494 Aql,2451518.750,4.75,11,5.21,0.08,V
V1494 Aql,2451519.250,5.25,37,5.48,0.03,V
V1494 Aql,2451519.750,5.75,9,5.46,0.07,V
V1494 Aql,2451520.250,6.25,69,5.58,0.02,V
V1494 Aql,2451520.750,6.75,16,5.58,0.04,V
V1494 Aql,2451521.250,7.25,62,5.81,0.02,V
V1494 Aql,2451521.750,7.75,7,5.76,0.06,V
V1494 Aql,2451522.250,8.25,48,5.92,0.03,V
V1494 Aql,2451522.750,8.75,9,5.98,0.05,V
V1494 Aql,2451523.250,9.25,33,6.04,0.03,V
V1494 Aql,2451523.750,9.75,12,6.09,0.07,V
V1494 Aql,2451524.250,10.25,33,6.17,0.03,V
V1494 Aql,2451524.750,10.75,8,6.26,0.05,V
V1494 Aql,2451525.500,11.50,40,6.19,0.03,V
V1494 Aql,2451526.500,12.50,33,6.27,0.03,V
V1494 Aql,2451527.500,13.50,38,6.33,0.04,V
V1494 Aql,2451528.500,14.50,25,6.28,0.04,V
V1494 Aql,2451529.500,15.50,37,6.47,0.03,V
V1494 Aql,2451530.500,16.50,29,6.59,0.02,V
V1494 Aql,2451531.500,17.50,27,6.79,0.04,V
V1494 Aql,2451532.500,18.50,29,7.17,0.05,V
V1494 Aql,2451533.500,19.50,21,7.31,0.05,V
V1494 Aql,2451534.500,20.50,24,7.43,0.06,V
V1494 Aql,2451535.500,21.50,19,7.51,0.05,V
V1494 Aql,2451536.500,22.50,32,7.43,0.03,V
V1494 Aql,2451537.500,23.50,9,7.24,0.07,V
V1494 Aql,2451538.500,24.50,17,7.25,0.08,V
V1494 Aql,2451539.500,25.50,9,7.63,0.07,V
V1494 Aql,2451540.500,26.50,12,7.70,0.07,V
V1494 Aql,2451541.500,27.50,7,7.70,0.06,V
V1494 Aql,2451542.500,28.50,18,7.62,0.04,V
V1494 Aql,2451543.500,29.50,9,7.42,0.09,V
V1494 Aql,2451544.500,30.50,12,7.67,0.05,V
V1494 Aql,2451545.500,31.50,6,7.67,0.06,V
V1494 Aql,2451546.500,32.50,4,7.90,0.12,V
V1494 Aql,2451547.500,33.50,6,8.08,0.06,V
V1494 Aql,2451548.500,34.50,4,8.03,0.08,V
V1494 Aql,2451549.500,35.50,19,8.03,0.06,V
V1494 Aql,2451550.500,36.50,1,7.60,0.15,V
V1494 Aql,2451551.500,37.50,3,7.60,0.12,V
V1494 Aql,2451553.500,39.50,3,7.87,0.09,V
V1494 Aql,2451560.500,46.50,1,8.50,0.15,V
V1494 Aql,2451562.500,48.50,3,8.37,0.20,V
V1494 Aql,2451568.500,54.50,4,8.28,0.08,V
V1494 Aql,2451569.500,55.50,1,8.40,0.15,V
V1494 Aql,2451570.500,56.50,3,8.63,0.12,V
V1494 Aql,2451571.500,57.50,1,8.50,0.15,V
V1494 Aql,2451572.500,58.50,2,8.40,0.14,V
V1494 Aql,2451574.500,60.50,1,9.10,0.15,V
V1494 Aql,2451575.500,61.50,3,9.53,0.10,V
V1494 Aql,2451576.500,62.50,2,9.00,0.11,V
V1494 Aql,2451577.500,63.50,3,9.17,0.09,V
V1494 Aql,2451578.500,64.50,3,9.13,0.28,V
V1494 Aql,2451579.500,65.50,3,9.03,0.15,V
V1494 Aql,2451581.500,67.50,2,8.70,0.14,V
V1494 Aql,2451583.500,69.50,5,8.58,0.20,V
V1494 Aql,2451584.500,70.50,6,8.90,0.11,V
V1494 Aql,2451585.500,71.50,8,8.84,0.08,V
V1494 Aql,2451586.500,72.50,5,8.88,0.09,V
V1494 Aql,2451588.500,74.50,3,8.77,0.09,V
V1494 Aql,2451589.500,75.50,3,8.57,0.10,V
