#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V1039 Cen,2452184.750,0.75,1,9.30,0.15,V
V1039 Cen,2452185.250,1.25,5,9.36,0.07,V
V1039 Cen,2452186.250,2.25,5,9.58,0.07,V
V1039 Cen,2452186.750,2.75,1,9.90,0.15,V
V1039 Cen,2452187.250,3.25,5,9.64,0.07,V
V1039 Cen,2452188.250,4.25,4,9.53,0.08,V
V1039 Cen,2452189.250,5.25,2,9.50,0.11,V
V1039 Cen,2452189.750,5.75,1,9.80,0.15,V
V1039 Cen,2452190.500,6.50,3,9.77,0.09,V
V1039 Cen,2452191.500,7.50,2,10.10,0.11,V
V1039 Cen,2452192.500,8.50,3,11.03,0.09,V
V1039 Cen,2452193.500,9.50,4,11.45,0.08,V
V1039 Cen,2452194.500,10.50,3,11.43,0.09,V
V1039 Cen,2452195.500,11.50,1,11.10,0.15,V
V1039 Cen,2452197.500,13.50,3,11.30,0.24,V
V1039 Cen,2452198.500,14.50,1,11.60,0.15,V
V1039 Cen,2452200.500,16.50,1,11.50,0.15,V
V1039 Cen,2452204.500,20.50,3,11.10,0.09,V
V1039 Cen,2452205.500,21.50,4,10.73,0.08,V
V1039 Cen,2452206.500,22.50,1,10.40,0.15,V
V1039 Cen,2452207.500,23.50,3,10.73,0.14,V
V1039 Cen,2452209.500,25.50,1,11.30,0.15,V
V1039 Cen,2452210.500,26.50,1,11.60,0.15,V
V1039 Cen,2452212.500,28.50,4,11.85,0.08,V
V1039 Cen,2452235.500,51.50,1,11.80,0.15,V
V1039 Cen,2452236.500,52.50,1,11.90,0.15,V
V1039 Cen,2452266.500,82.50,1,11.70,0.15,V
V1039 Cen,2452269.500,85.50,1,12.60,0.15,V
V1039 Cen,2452280.500,96.50,1,12.70,0.15,V
V1039 Cen,2452292.500,108.50,1,13.40,0.15,V
V1039 Cen,2452295.500,111.50,1,13.40,0.15,V
V1039 Cen,2452309.500,125.50,1,13.40,0.15,V
V1039 Cen,2452315.500,131.50,1,12.60,0.15,V
V1039 Cen,2452316.500,132.50,1,13.00,0.15,V
V1039 Cen,2452317.500,133.50,2,12.90,0.11,V
V1039 Cen,2452321.500,137.50,1,12.00,0.15,V
V1039 Cen,2452325.500,141.50,1,13.00,0.15,V
V1039 Cen,2452330.500,146.50,1,13.40,0.15,V
V1039 Cen,2452339.500,155.50,1,13.50,0.15,V
V1039 Cen,2452342.500,158.50,1,13.50,0.15,V
V1039 Cen,2452343.500,159.50,1,13.70,0.15,V
V1039 Cen,2452348.500,164.50,1,13.70,0.15,V
V1039 Cen,2452351.500,167.50,1,13.20,0.15,V
V1039 Cen,2452356.500,172.50,1,13.40,0.15,V
V1039 Cen,2452358.500,174.50,1,12.20,0.15,V
V1039 Cen,2452363.500,179.50,1,13.00,0.15,V
V1039 Cen,2452364.500,180.50,1,13.00,0.15,V
V1039 Cen,2452366.500,182.50,1,13.40,0.15,V
V1039 Cen,2452368.500,184.50,1,13.80,0.15,V
V1039 Cen,2452369.500,185.50,1,13.80,0.15,V
V1039 Cen,2452370.500,186.50,1,13.90,0.15,V
V1039 Cen,2452378.500,194.50,1,13.80,0.15,V
V1039 Cen,2452381.500,197.50,1,13.70,0.15,V
V1039 Cen,2452383.500,199.50,1,13.80,0.15,V
V1039 Cen,2452385.500,201.50,1,13.80,0.15,V
V1039 Cen,2452386.500,202.50,1,13.80,0.15,V
V1039 Cen,2452387.500,203.50,1,13.80,0.15,V
V1039 Cen,2452398.500,214.50,1,12.90,0.15,V
V1039 Cen,2452399.500,215.50,1,12.70,0.15,V
V1039 Cen,2452402.500,218.50,1,13.00,0.15,V
V1039 Cen,2452405.500,221.50,1,13.20,0.15,V
V1039 Cen,2452406.500,222.50,1,13.70,0.15,V
V1039 Cen,2452408.500,224.50,1,14.00,0.15,V
V1039 Cen,2452424.500,240.50,1,14.00,0.15,V
V1039 Cen,2452432.500,248.50,1,13.80,0.15,V
V1039 Cen,2452434.500,250.50,1,14.10,0.15,V
V1039 Cen,2452440.500,256.50,1,13.20,0.15,V
V1039 Cen,2452452.500,268.50,1,14.00,0.15,V
V1039 Cen,2452454.500,270.50,1,14.00,0.15,V
V1039 Cen,2452461.500,277.50,1,14.60,0.15,V
V1039 Cen,2452466.500,282.50,1,14.00,0.15,V
V1039 Cen,2452467.500,283.50,1,13.90,0.15,V
V1039 Cen,2452469.500,285.50,1,13.90,0.15,V
V1039 Cen,2452483.500,299.50,1,13.60,0.15,V
V1039 Cen,2452492.500,308.50,2,12.60,0.11,V
V1039 Cen,2452493.500,309.50,1,12.40,0.15,V
V1039 Cen,2452844.000,660.00,5,14.38,0.07,V
V1039 Cen,2452860.000,676.00,3,14.20,0.09,V
V1039 Cen,2452876.000,692.00,3,14.53,0.14,V
V1039 Cen,2452892.000,708.00,1,14.60,0.15,V
V1039 Cen,2453060.000,876.00,1,15.40,0.15,V
