#FILENAME,WAVELENGTH COL NUM,FLUX COL NUM,FLUX ERR COL NUM,FLUX UNITS,DATE,OBSERVER,TELESCOPE,INSTRUMENT,DISPERSION,WAVELENGTH RANGE 1,WAVELENGTH RANGE 2
V2264OPB_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44837e+06,Williams,CTIO 1 m,2D-Frutti,8.293863,3200.00000,11004.52508
V2264OPG_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.4485e+06,Williams,CTIO 1 m,2D-Frutti,8.287094,3007.13100,7739.06167
V2264OPJ_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44883e+06,Williams,CTIO 1 m,2D-Frutti,3.585125,3245.84900,7497.80725
V2264OPC_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44838e+06,Williams,CTIO 1 m,2D-Frutti,7.884443,3313.00000,10519.38090
V2264OPA_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44837e+06,Williams,CTIO 1 m,2D-Frutti,8.281934,3210.00000,11036.42763
V2264OPH_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44869e+06,Williams,CTIO 1 m,2D-Frutti,8.283712,3000.00000,7729.99955
V2264OPE_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44842e+06,Williams,CTIO 1 m,2D-Frutti,3.561723,3322.00000,10032.28613
V2264OPF_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44844e+06,Williams,CTIO 1 m,2D-Frutti,8.283463,3317.00000,10896.36864
V2264OPD_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.4484e+06,Williams,CTIO 1 m,2D-Frutti,8.285135,2943.71000,7674.52209
V2264OPI_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44875e+06,Williams,CTIO 1 m,2D-Frutti,3.571943,3255.89800,7488.65045
