#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V2264 Oph,2448358.750,0.75,1,10.70,0.15,V
V2264 Oph,2448359.750,1.75,1,10.20,0.15,V
V2264 Oph,2448360.250,2.25,2,10.40,0.11,V
V2264 Oph,2448361.250,3.25,2,9.95,0.11,V
V2264 Oph,2448361.750,3.75,2,10.10,0.11,V
V2264 Oph,2448362.250,4.25,1,10.20,0.15,V
V2264 Oph,2448363.250,5.25,2,10.45,0.18,V
V2264 Oph,2448363.750,5.75,1,10.30,0.15,V
V2264 Oph,2448364.250,6.25,1,10.30,0.15,V
V2264 Oph,2448364.750,6.75,2,10.55,0.11,V
V2264 Oph,2448365.500,7.50,2,10.60,0.21,V
V2264 Oph,2448366.500,8.50,3,10.90,0.09,V
V2264 Oph,2448367.500,9.50,5,11.08,0.10,V
V2264 Oph,2448368.500,10.50,2,10.95,0.11,V
V2264 Oph,2448370.500,12.50,3,11.07,0.09,V
V2264 Oph,2448371.500,13.50,2,11.05,0.11,V
V2264 Oph,2448372.500,14.50,2,11.25,0.11,V
V2264 Oph,2448373.500,15.50,3,11.43,0.09,V
V2264 Oph,2448374.500,16.50,3,11.80,0.14,V
V2264 Oph,2448376.500,18.50,1,11.50,0.15,V
V2264 Oph,2448377.500,19.50,2,11.85,0.11,V
V2264 Oph,2448378.500,20.50,1,11.80,0.15,V
V2264 Oph,2448381.000,23.00,1,12.20,0.15,V
V2264 Oph,2448383.000,25.00,3,11.90,0.22,V
V2264 Oph,2448385.000,27.00,5,12.04,0.22,V
V2264 Oph,2448387.000,29.00,4,12.03,0.24,V
V2264 Oph,2448389.000,31.00,4,12.43,0.13,V
V2264 Oph,2448391.000,33.00,4,12.80,0.13,V
V2264 Oph,2448393.000,35.00,4,13.15,0.08,V
V2264 Oph,2448395.000,37.00,5,13.26,0.14,V
V2264 Oph,2448397.000,39.00,5,13.42,0.12,V
V2264 Oph,2448399.000,41.00,3,13.20,0.12,V
V2264 Oph,2448402.000,44.00,5,13.42,0.09,V
V2264 Oph,2448410.000,52.00,5,13.56,0.07,V
V2264 Oph,2448414.000,56.00,1,13.80,0.15,V
V2264 Oph,2448418.000,60.00,3,13.83,0.09,V
V2264 Oph,2448422.000,64.00,2,14.00,0.11,V
V2264 Oph,2448438.000,80.00,1,13.80,0.15,V
V2264 Oph,2448442.000,84.00,1,14.00,0.15,V
V2264 Oph,2448454.000,96.00,1,14.20,0.15,V
V2264 Oph,2448470.000,112.00,1,14.00,0.15,V
