#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V849 Oph,2422179.500,1.50,1,10.30,0.15,V
V849 Oph,2422186.500,8.50,1,9.70,0.15,V
V849 Oph,2422187.500,9.50,1,9.50,0.15,V
V849 Oph,2422190.500,12.50,1,9.50,0.15,V
V849 Oph,2422191.500,13.50,1,9.30,0.15,V
V849 Oph,2422193.500,15.50,1,9.30,0.15,V
V849 Oph,2422194.500,16.50,2,9.05,0.11,V
V849 Oph,2422202.500,24.50,1,8.90,0.15,V
V849 Oph,2422215.500,37.50,1,7.60,0.15,V
V849 Oph,2422228.500,50.50,1,8.90,0.15,V
V849 Oph,2422230.500,52.50,1,9.10,0.15,V
V849 Oph,2422231.500,53.50,1,9.60,0.15,V
V849 Oph,2422233.500,55.50,1,8.50,0.15,V
V849 Oph,2422238.500,60.50,1,7.70,0.15,V
V849 Oph,2422240.500,62.50,1,7.70,0.15,V
V849 Oph,2422260.500,82.50,2,8.95,0.11,V
V849 Oph,2422273.500,95.50,1,9.10,0.15,V
V849 Oph,2422276.500,98.50,1,9.00,0.15,V
V849 Oph,2422277.500,99.50,2,9.10,0.11,V
V849 Oph,2422278.500,100.50,1,8.90,0.15,V
V849 Oph,2422281.500,103.50,1,9.10,0.15,V
V849 Oph,2422283.500,105.50,1,9.40,0.15,V
V849 Oph,2422285.500,107.50,1,9.10,0.15,V
V849 Oph,2422287.500,109.50,1,9.40,0.15,V
V849 Oph,2422289.500,111.50,1,9.30,0.15,V
V849 Oph,2422297.500,119.50,1,8.70,0.15,V
V849 Oph,2422302.000,124.00,3,8.57,0.14,V
V849 Oph,2422306.000,128.00,3,8.73,0.09,V
V849 Oph,2422310.000,132.00,3,8.60,0.09,V
V849 Oph,2422314.000,136.00,1,8.70,0.15,V
V849 Oph,2422338.000,160.00,1,9.00,0.15,V
V849 Oph,2422342.000,164.00,1,10.00,0.15,V
V849 Oph,2422346.000,168.00,1,9.40,0.15,V
V849 Oph,2422350.000,172.00,2,9.65,0.11,V
V849 Oph,2422360.000,182.00,1,10.20,0.15,V
V849 Oph,2422376.000,198.00,2,10.60,0.14,V
V849 Oph,2422392.000,214.00,1,10.40,0.15,V
V849 Oph,2422408.000,230.00,3,10.50,0.09,V
V849 Oph,2422424.000,246.00,4,10.58,0.12,V
V849 Oph,2422440.000,262.00,5,10.34,0.07,V
V849 Oph,2422456.000,278.00,2,10.50,0.11,V
V849 Oph,2422472.000,294.00,4,10.48,0.09,V
V849 Oph,2422488.000,310.00,6,10.62,0.06,V
V849 Oph,2422504.000,326.00,2,10.75,0.11,V
V849 Oph,2422520.000,342.00,11,10.82,0.11,V
V849 Oph,2422536.000,358.00,6,10.95,0.14,V
V849 Oph,2422552.000,374.00,7,10.91,0.10,V
V849 Oph,2422568.000,390.00,7,10.99,0.08,V
V849 Oph,2422584.000,406.00,5,11.14,0.07,V
V849 Oph,2422600.000,422.00,7,11.13,0.06,V
V849 Oph,2422616.000,438.00,4,11.08,0.16,V
V849 Oph,2422632.000,454.00,5,11.08,0.07,V
V849 Oph,2422648.000,470.00,2,11.25,0.11,V
V849 Oph,2422712.000,534.00,1,11.30,0.15,V
V849 Oph,2422728.000,550.00,1,11.30,0.15,V
V849 Oph,2422744.000,566.00,3,11.20,0.09,V
V849 Oph,2422760.000,582.00,4,11.48,0.08,V
V849 Oph,2422776.000,598.00,2,11.40,0.11,V
V849 Oph,2422792.000,614.00,3,11.47,0.09,V
V849 Oph,2422808.000,630.00,2,11.40,0.11,V
V849 Oph,2422824.000,646.00,3,11.47,0.09,V
V849 Oph,2422840.000,662.00,4,11.40,0.08,V
V849 Oph,2422856.000,678.00,2,11.55,0.11,V
V849 Oph,2422872.000,694.00,3,11.43,0.09,V
V849 Oph,2422888.000,710.00,2,11.35,0.11,V
V849 Oph,2422904.000,726.00,5,11.58,0.10,V
V849 Oph,2422920.000,742.00,1,11.40,0.15,V
V849 Oph,2422936.000,758.00,3,11.70,0.09,V
V849 Oph,2422952.000,774.00,3,11.63,0.15,V
V849 Oph,2422968.000,790.00,1,11.60,0.15,V
V849 Oph,2422984.000,806.00,3,11.60,0.14,V
V849 Oph,2423000.000,822.00,1,11.90,0.15,V
V849 Oph,2423024.000,846.00,2,11.85,0.18,V
V849 Oph,2423120.000,942.00,1,11.80,0.15,V
V849 Oph,2423184.000,1006.00,2,12.10,0.11,V
V849 Oph,2423216.000,1038.00,2,12.35,0.18,V
V849 Oph,2423248.000,1070.00,4,12.40,0.16,V
V849 Oph,2423280.000,1102.00,4,12.63,0.18,V
V849 Oph,2423312.000,1134.00,2,13.15,0.25,V
V849 Oph,2423344.000,1166.00,1,12.20,0.15,V
V849 Oph,2423376.000,1198.00,2,13.00,0.14,V
V849 Oph,2423440.000,1262.00,1,13.00,0.15,V
V849 Oph,2423472.000,1294.00,1,12.90,0.15,V
V849 Oph,2423504.000,1326.00,1,13.10,0.15,V
V849 Oph,2423536.000,1358.00,1,12.80,0.15,V
V849 Oph,2423584.000,1406.00,3,13.13,0.15,V
V849 Oph,2423648.000,1470.00,4,13.20,0.13,V
V849 Oph,2423712.000,1534.00,3,13.10,0.09,V
V849 Oph,2423776.000,1598.00,2,13.40,0.11,V
V849 Oph,2423840.000,1662.00,2,13.45,0.11,V
V849 Oph,2423904.000,1726.00,2,13.65,0.11,V
V849 Oph,2423968.000,1790.00,2,13.60,0.11,V
V849 Oph,2424032.000,1854.00,1,13.50,0.15,V
V849 Oph,2424096.000,1918.00,2,13.50,0.11,V
V849 Oph,2424224.000,2046.00,2,13.60,0.11,V
V849 Oph,2424288.000,2110.00,1,13.60,0.15,V
V849 Oph,2424544.000,2366.00,1,14.10,0.15,V
