#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
NQ Vul,2443073.250,0.25,1,6.50,0.15,V
NQ Vul,2443073.750,0.75,1,6.50,0.15,V
NQ Vul,2443074.250,1.25,1,7.40,0.15,V
NQ Vul,2443074.750,1.75,34,6.78,0.04,V
NQ Vul,2443075.250,2.25,3,7.37,0.14,V
NQ Vul,2443075.750,2.75,18,7.17,0.05,V
NQ Vul,2443076.250,3.25,2,7.60,0.11,V
NQ Vul,2443076.750,3.75,2,7.10,0.11,V
NQ Vul,2443077.250,4.25,3,7.23,0.11,V
NQ Vul,2443077.750,4.75,4,7.08,0.11,V
NQ Vul,2443078.250,5.25,4,6.80,0.15,V
NQ Vul,2443078.750,5.75,101,6.71,0.03,V
NQ Vul,2443079.250,6.25,2,6.90,0.28,V
NQ Vul,2443079.750,6.75,158,7.02,0.02,V
NQ Vul,2443080.250,7.25,5,7.22,0.07,V
NQ Vul,2443080.750,7.75,53,7.15,0.03,V
NQ Vul,2443081.250,8.25,6,7.32,0.06,V
NQ Vul,2443081.750,8.75,31,7.21,0.04,V
NQ Vul,2443082.250,9.25,4,7.30,0.08,V
NQ Vul,2443082.750,9.75,36,6.93,0.05,V
NQ Vul,2443083.250,10.25,9,7.11,0.09,V
NQ Vul,2443083.750,10.75,27,6.98,0.06,V
NQ Vul,2443084.250,11.25,13,6.59,0.05,V
NQ Vul,2443084.750,11.75,120,6.60,0.02,V
NQ Vul,2443085.250,12.25,53,6.19,0.02,V
NQ Vul,2443085.750,12.75,60,6.40,0.03,V
NQ Vul,2443086.250,13.25,11,7.36,0.11,V
NQ Vul,2443086.750,13.75,42,7.93,0.04,V
NQ Vul,2443087.250,14.25,51,8.15,0.05,V
NQ Vul,2443087.750,14.75,25,8.32,0.05,V
NQ Vul,2443088.250,15.25,18,8.23,0.06,V
NQ Vul,2443088.750,15.75,62,8.52,0.03,V
NQ Vul,2443089.250,16.25,51,8.25,0.03,V
NQ Vul,2443089.750,16.75,91,8.10,0.02,V
NQ Vul,2443090.500,17.50,41,8.11,0.04,V
NQ Vul,2443091.500,18.50,56,8.04,0.03,V
NQ Vul,2443092.500,19.50,50,7.86,0.04,V
NQ Vul,2443093.500,20.50,58,7.86,0.03,V
NQ Vul,2443094.500,21.50,41,7.77,0.04,V
NQ Vul,2443095.500,22.50,39,7.71,0.03,V
NQ Vul,2443096.500,23.50,36,7.67,0.05,V
NQ Vul,2443097.500,24.50,37,7.61,0.04,V
NQ Vul,2443098.500,25.50,35,7.74,0.03,V
NQ Vul,2443099.500,26.50,30,7.72,0.04,V
NQ Vul,2443100.500,27.50,38,7.48,0.04,V
NQ Vul,2443101.500,28.50,40,7.75,0.05,V
NQ Vul,2443102.500,29.50,35,7.95,0.05,V
NQ Vul,2443103.500,30.50,55,7.97,0.04,V
NQ Vul,2443104.500,31.50,40,8.28,0.04,V
NQ Vul,2443105.500,32.50,23,8.34,0.04,V
NQ Vul,2443106.500,33.50,40,8.11,0.03,V
NQ Vul,2443107.500,34.50,20,8.29,0.05,V
NQ Vul,2443108.500,35.50,52,8.34,0.03,V
NQ Vul,2443109.500,36.50,12,8.40,0.07,V
NQ Vul,2443111.000,38.00,63,8.27,0.04,V
NQ Vul,2443113.000,40.00,62,8.26,0.06,V
NQ Vul,2443115.000,42.00,30,8.45,0.04,V
NQ Vul,2443117.000,44.00,56,8.26,0.04,V
NQ Vul,2443119.000,46.00,26,8.70,0.05,V
NQ Vul,2443121.000,48.00,31,8.60,0.04,V
NQ Vul,2443123.000,50.00,32,8.67,0.03,V
NQ Vul,2443125.000,52.00,36,8.58,0.04,V
NQ Vul,2443127.000,54.00,40,8.85,0.04,V
NQ Vul,2443129.000,56.00,27,8.83,0.05,V
NQ Vul,2443131.000,58.00,44,9.05,0.03,V
NQ Vul,2443133.000,60.00,23,9.22,0.06,V
NQ Vul,2443135.000,62.00,23,9.14,0.06,V
NQ Vul,2443137.000,64.00,31,9.25,0.05,V
NQ Vul,2443139.000,66.00,24,9.70,0.10,V
NQ Vul,2443141.000,68.00,19,10.42,0.14,V
NQ Vul,2443143.000,70.00,11,10.84,0.19,V
NQ Vul,2443145.000,72.00,5,11.92,0.09,V
NQ Vul,2443147.000,74.00,4,12.13,0.08,V
NQ Vul,2443149.000,76.00,4,12.08,0.19,V
NQ Vul,2443152.000,79.00,10,12.22,0.07,V
NQ Vul,2443156.000,83.00,6,12.37,0.08,V
NQ Vul,2443160.000,87.00,6,12.30,0.10,V
NQ Vul,2443164.000,91.00,1,12.50,0.15,V
NQ Vul,2443168.000,95.00,6,11.87,0.07,V
NQ Vul,2443172.000,99.00,8,11.83,0.13,V
NQ Vul,2443176.000,103.00,15,11.78,0.07,V
NQ Vul,2443180.000,107.00,7,11.59,0.06,V
NQ Vul,2443184.000,111.00,9,11.46,0.05,V
NQ Vul,2443188.000,115.00,12,11.48,0.07,V
NQ Vul,2443192.000,119.00,17,11.61,0.04,V
NQ Vul,2443196.000,123.00,8,11.53,0.06,V
NQ Vul,2443200.000,127.00,13,11.58,0.04,V
NQ Vul,2443204.000,131.00,16,11.54,0.03,V
NQ Vul,2443208.000,135.00,6,11.60,0.06,V
NQ Vul,2443212.000,139.00,6,11.52,0.06,V
NQ Vul,2443216.000,143.00,15,11.62,0.04,V
NQ Vul,2443220.000,147.00,15,11.54,0.06,V
NQ Vul,2443224.000,151.00,15,11.57,0.06,V
NQ Vul,2443228.000,155.00,18,11.54,0.05,V
NQ Vul,2443232.000,159.00,19,11.46,0.05,V
NQ Vul,2443236.000,163.00,6,11.35,0.06,V
NQ Vul,2443240.000,167.00,10,11.40,0.06,V
NQ Vul,2443244.000,171.00,21,11.39,0.04,V
NQ Vul,2443248.000,175.00,25,11.51,0.06,V
NQ Vul,2443252.000,179.00,24,11.47,0.05,V
NQ Vul,2443256.000,183.00,10,11.54,0.04,V
NQ Vul,2443260.000,187.00,16,11.53,0.04,V
NQ Vul,2443264.000,191.00,12,11.57,0.07,V
NQ Vul,2443268.000,195.00,2,11.40,0.11,V
NQ Vul,2443272.000,199.00,13,11.57,0.08,V
NQ Vul,2443276.000,203.00,13,11.56,0.04,V
NQ Vul,2443280.000,207.00,16,11.63,0.06,V
NQ Vul,2443284.000,211.00,23,11.60,0.04,V
NQ Vul,2443288.000,215.00,36,11.61,0.04,V
NQ Vul,2443292.000,219.00,37,11.62,0.03,V
NQ Vul,2443296.000,223.00,17,11.58,0.05,V
NQ Vul,2443300.000,227.00,6,11.70,0.07,V
NQ Vul,2443304.000,231.00,28,11.59,0.04,V
NQ Vul,2443308.000,235.00,18,11.69,0.04,V
NQ Vul,2443312.000,239.00,15,11.61,0.07,V
NQ Vul,2443316.000,243.00,29,11.75,0.04,V
NQ Vul,2443320.000,247.00,19,11.84,0.06,V
NQ Vul,2443324.000,251.00,7,11.83,0.06,V
NQ Vul,2443328.000,255.00,18,11.67,0.04,V
NQ Vul,2443338.000,265.00,114,11.82,0.02,V
NQ Vul,2443354.000,281.00,86,11.88,0.03,V
NQ Vul,2443370.000,297.00,72,11.98,0.03,V
NQ Vul,2443386.000,313.00,82,12.06,0.02,V
NQ Vul,2443402.000,329.00,62,12.05,0.03,V
NQ Vul,2443418.000,345.00,55,12.15,0.03,V
NQ Vul,2443434.000,361.00,36,12.16,0.02,V
NQ Vul,2443450.000,377.00,34,12.14,0.04,V
NQ Vul,2443466.000,393.00,28,12.20,0.04,V
NQ Vul,2443482.000,409.00,16,12.29,0.06,V
NQ Vul,2443498.000,425.00,3,12.27,0.09,V
NQ Vul,2443514.000,441.00,2,12.25,0.11,V
NQ Vul,2443530.000,457.00,2,12.35,0.11,V
NQ Vul,2443562.000,489.00,1,12.20,0.15,V
NQ Vul,2443578.000,505.00,3,12.73,0.14,V
NQ Vul,2443594.000,521.00,5,12.82,0.07,V
NQ Vul,2443618.000,545.00,10,12.79,0.06,V
NQ Vul,2443650.000,577.00,22,13.03,0.05,V
NQ Vul,2443682.000,609.00,35,12.93,0.05,V
NQ Vul,2443714.000,641.00,23,13.17,0.05,V
NQ Vul,2443746.000,673.00,32,13.18,0.04,V
NQ Vul,2443778.000,705.00,22,13.25,0.04,V
NQ Vul,2443810.000,737.00,11,13.45,0.06,V
NQ Vul,2443842.000,769.00,4,13.50,0.09,V
NQ Vul,2443874.000,801.00,2,13.40,0.11,V
NQ Vul,2443970.000,897.00,3,13.43,0.09,V
NQ Vul,2444002.000,929.00,2,13.85,0.11,V
NQ Vul,2444034.000,961.00,6,13.77,0.14,V
NQ Vul,2444066.000,993.00,8,13.70,0.16,V
NQ Vul,2444098.000,1025.00,6,13.88,0.06,V
NQ Vul,2444130.000,1057.00,10,14.13,0.07,V
NQ Vul,2444162.000,1089.00,11,14.19,0.10,V
NQ Vul,2444194.000,1121.00,12,14.41,0.06,V
NQ Vul,2444226.000,1153.00,4,14.50,0.08,V
NQ Vul,2444322.000,1249.00,1,15.00,0.15,V
NQ Vul,2444354.000,1281.00,1,15.10,0.15,V
NQ Vul,2444418.000,1345.00,1,15.70,0.15,V
NQ Vul,2444450.000,1377.00,7,15.37,0.17,V
NQ Vul,2444482.000,1409.00,3,15.93,0.09,V
NQ Vul,2444594.000,1521.00,1,15.50,0.15,V
NQ Vul,2445874.000,2801.00,6,16.75,0.06,V
NQ Vul,2446258.000,3185.00,1,17.00,0.15,V
