#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
U Sco,2451235.250,0.25,1,7.70,0.15,V
U Sco,2451235.750,0.75,6,8.77,0.09,V
U Sco,2451236.250,1.25,5,9.04,0.13,V
U Sco,2451236.750,1.75,6,9.32,0.17,V
U Sco,2451237.250,2.25,6,9.70,0.11,V
U Sco,2451237.750,2.75,6,10.07,0.09,V
U Sco,2451238.250,3.25,2,10.15,0.18,V
U Sco,2451238.750,3.75,5,10.38,0.07,V
U Sco,2451239.250,4.25,3,10.63,0.09,V
U Sco,2451239.750,4.75,3,10.87,0.09,V
U Sco,2451240.250,5.25,3,11.43,0.15,V
U Sco,2451240.750,5.75,2,11.30,0.14,V
U Sco,2451241.250,6.25,5,11.46,0.08,V
U Sco,2451241.750,6.75,2,11.40,0.11,V
U Sco,2451242.250,7.25,2,11.65,0.11,V
U Sco,2451242.750,7.75,2,12.05,0.25,V
U Sco,2451243.250,8.25,1,12.10,0.15,V
U Sco,2451244.250,9.25,2,12.55,0.11,V
U Sco,2451246.000,11.00,4,13.05,0.08,V
U Sco,2451248.000,13.00,8,13.35,0.07,V
U Sco,2451250.000,15.00,8,13.78,0.07,V
U Sco,2451252.000,17.00,3,13.87,0.10,V
U Sco,2451254.000,19.00,5,14.00,0.07,V
U Sco,2451256.000,21.00,1,13.90,0.15,V
U Sco,2451258.000,23.00,2,14.25,0.11,V
U Sco,2451260.000,25.00,1,14.30,0.15,V
U Sco,2451262.000,27.00,1,14.40,0.15,V
U Sco,2451264.000,29.00,7,14.30,0.06,V
U Sco,2451266.000,31.00,2,14.50,0.11,V
U Sco,2451277.000,42.00,1,15.90,0.15,V
U Sco,2451281.000,46.00,1,16.00,0.15,V
U Sco,2451293.000,58.00,10,16.50,0.02,V
