#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V1419 Aql,2449124.250,0.25,2,8.00,0.11,V
V1419 Aql,2449124.750,0.75,21,7.90,0.02,V
V1419 Aql,2449125.250,1.25,5,8.04,0.07,V
V1419 Aql,2449125.750,1.75,5,8.16,0.07,V
V1419 Aql,2449126.250,2.25,9,8.10,0.10,V
V1419 Aql,2449126.750,2.75,7,7.77,0.07,V
V1419 Aql,2449127.250,3.25,5,7.76,0.13,V
V1419 Aql,2449127.750,3.75,6,7.93,0.09,V
V1419 Aql,2449128.250,4.25,9,7.94,0.05,V
V1419 Aql,2449128.750,4.75,9,7.99,0.06,V
V1419 Aql,2449129.250,5.25,9,7.78,0.05,V
V1419 Aql,2449129.750,5.75,21,7.60,0.09,V
V1419 Aql,2449130.250,6.25,14,7.59,0.08,V
V1419 Aql,2449130.750,6.75,13,7.75,0.10,V
V1419 Aql,2449131.250,7.25,10,7.71,0.07,V
V1419 Aql,2449131.750,7.75,7,7.77,0.10,V
V1419 Aql,2449132.250,8.25,3,7.63,0.10,V
V1419 Aql,2449132.750,8.75,11,7.82,0.07,V
V1419 Aql,2449133.250,9.25,7,7.80,0.09,V
V1419 Aql,2449133.750,9.75,18,8.00,0.04,V
V1419 Aql,2449134.250,10.25,6,8.13,0.12,V
V1419 Aql,2449134.750,10.75,22,8.00,0.04,V
V1419 Aql,2449135.250,11.25,4,8.13,0.08,V
V1419 Aql,2449135.750,11.75,4,8.05,0.08,V
V1419 Aql,2449136.250,12.25,12,8.15,0.05,V
V1419 Aql,2449136.750,12.75,12,8.18,0.06,V
V1419 Aql,2449137.250,13.25,12,8.40,0.04,V
V1419 Aql,2449137.750,13.75,15,8.33,0.03,V
V1419 Aql,2449138.250,14.25,10,8.35,0.07,V
V1419 Aql,2449138.750,14.75,10,8.50,0.10,V
V1419 Aql,2449139.250,15.25,6,8.53,0.09,V
V1419 Aql,2449139.750,15.75,6,8.45,0.08,V
V1419 Aql,2449140.500,16.50,23,8.54,0.04,V
V1419 Aql,2449141.500,17.50,5,8.74,0.09,V
V1419 Aql,2449142.500,18.50,11,8.64,0.06,V
V1419 Aql,2449143.500,19.50,7,8.73,0.08,V
V1419 Aql,2449144.500,20.50,15,8.86,0.06,V
V1419 Aql,2449145.500,21.50,10,9.00,0.05,V
V1419 Aql,2449146.500,22.50,16,9.06,0.06,V
V1419 Aql,2449147.500,23.50,16,9.10,0.05,V
V1419 Aql,2449148.500,24.50,22,9.13,0.05,V
V1419 Aql,2449149.500,25.50,13,9.26,0.04,V
V1419 Aql,2449150.500,26.50,18,9.23,0.04,V
V1419 Aql,2449151.500,27.50,11,9.39,0.05,V
V1419 Aql,2449152.500,28.50,8,9.53,0.05,V
V1419 Aql,2449153.500,29.50,17,9.77,0.06,V
