#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
CI Aql,2451664.750,0.75,5,9.38,0.07,V
CI Aql,2451665.250,1.25,2,9.15,0.11,V
CI Aql,2451665.750,1.75,8,9.19,0.07,V
CI Aql,2451666.250,2.25,2,9.00,0.28,V
CI Aql,2451666.750,2.75,25,9.13,0.02,V
CI Aql,2451667.250,3.25,4,9.33,0.08,V
CI Aql,2451667.750,3.75,15,9.18,0.02,V
CI Aql,2451668.250,4.25,5,9.06,0.18,V
CI Aql,2451668.750,4.75,14,9.32,0.04,V
CI Aql,2451669.250,5.25,4,9.40,0.08,V
CI Aql,2451669.750,5.75,13,8.78,0.07,V
CI Aql,2451670.500,6.50,14,9.08,0.04,V
CI Aql,2451671.500,7.50,15,9.07,0.04,V
CI Aql,2451672.500,8.50,9,9.04,0.06,V
CI Aql,2451673.500,9.50,9,9.47,0.05,V
CI Aql,2451674.500,10.50,12,9.56,0.05,V
CI Aql,2451675.500,11.50,12,9.64,0.05,V
CI Aql,2451676.500,12.50,9,9.96,0.10,V
CI Aql,2451677.500,13.50,11,9.92,0.06,V
CI Aql,2451678.500,14.50,13,10.01,0.06,V
CI Aql,2451679.500,15.50,31,10.25,0.03,V
CI Aql,2451680.500,16.50,23,9.80,0.02,V
CI Aql,2451681.500,17.50,27,9.88,0.03,V
CI Aql,2451682.500,18.50,4,9.83,0.11,V
CI Aql,2451683.500,19.50,7,10.11,0.08,V
CI Aql,2451684.500,20.50,15,10.71,0.05,V
CI Aql,2451685.500,21.50,5,11.06,0.13,V
CI Aql,2451686.500,22.50,4,10.43,0.18,V
CI Aql,2451687.500,23.50,4,10.48,0.21,V
CI Aql,2451688.500,24.50,8,10.11,0.09,V
CI Aql,2451689.500,25.50,6,10.13,0.12,V
CI Aql,2451690.500,26.50,14,10.17,0.06,V
CI Aql,2451691.500,27.50,20,10.44,0.06,V
CI Aql,2451692.500,28.50,6,10.67,0.08,V
CI Aql,2451693.500,29.50,6,10.05,0.08,V
CI Aql,2451694.500,30.50,17,10.55,0.04,V
CI Aql,2451695.500,31.50,15,10.73,0.08,V
CI Aql,2451696.500,32.50,4,10.68,0.25,V
CI Aql,2451697.500,33.50,12,11.13,0.09,V
CI Aql,2451698.500,34.50,13,11.08,0.10,V
CI Aql,2451699.500,35.50,13,11.26,0.08,V
CI Aql,2451700.500,36.50,13,11.62,0.07,V
CI Aql,2451701.500,37.50,8,11.79,0.10,V
CI Aql,2451702.500,38.50,4,11.85,0.10,V
CI Aql,2451703.500,39.50,10,11.88,0.11,V
CI Aql,2451704.500,40.50,16,11.73,0.07,V
CI Aql,2451705.500,41.50,11,12.01,0.07,V
CI Aql,2451706.500,42.50,9,12.14,0.09,V
CI Aql,2451707.500,43.50,15,12.38,0.07,V
CI Aql,2451708.500,44.50,3,12.50,0.12,V
CI Aql,2451709.500,45.50,1,12.50,0.15,V
CI Aql,2451711.000,47.00,2,12.55,0.11,V
CI Aql,2451713.000,49.00,5,12.60,0.07,V
CI Aql,2451715.000,51.00,14,13.01,0.08,V
CI Aql,2451717.000,53.00,6,12.43,0.10,V
CI Aql,2451719.000,55.00,18,12.36,0.05,V
CI Aql,2451721.000,57.00,16,12.43,0.05,V
CI Aql,2451723.000,59.00,11,12.25,0.10,V
CI Aql,2451725.000,61.00,6,12.25,0.08,V
CI Aql,2451727.000,63.00,13,12.42,0.04,V
CI Aql,2451729.000,65.00,7,12.54,0.09,V
CI Aql,2451731.000,67.00,5,12.64,0.09,V
CI Aql,2451733.000,69.00,9,12.59,0.07,V
CI Aql,2451735.000,71.00,10,12.68,0.10,V
CI Aql,2451737.000,73.00,11,12.93,0.05,V
CI Aql,2451739.000,75.00,12,13.10,0.02,V
CI Aql,2451743.000,79.00,26,13.32,0.02,V
CI Aql,2451745.000,81.00,20,13.22,0.04,V
CI Aql,2451747.000,83.00,11,13.41,0.05,V
CI Aql,2451749.000,85.00,4,13.38,0.08,V
CI Aql,2451754.000,90.00,39,13.61,0.06,V
CI Aql,2451762.000,98.00,42,13.49,0.04,V
CI Aql,2451770.000,106.00,10,13.62,0.05,V
CI Aql,2451778.000,114.00,34,13.56,0.03,V
CI Aql,2451786.000,122.00,28,13.63,0.03,V
CI Aql,2451794.000,130.00,25,13.76,0.05,V
CI Aql,2451802.000,138.00,10,13.72,0.07,V
CI Aql,2451810.000,146.00,21,13.78,0.03,V
CI Aql,2451818.000,154.00,27,13.78,0.05,V
CI Aql,2451826.000,162.00,12,13.98,0.09,V
CI Aql,2451834.000,170.00,34,13.92,0.05,V
CI Aql,2451842.000,178.00,12,13.89,0.14,V
CI Aql,2451850.000,186.00,7,14.11,0.15,V
CI Aql,2451858.000,194.00,1,13.90,0.15,V
CI Aql,2451866.000,202.00,2,14.05,0.11,V
CI Aql,2451874.000,210.00,1,14.20,0.15,V
CI Aql,2451882.000,218.00,1,14.30,0.15,V
CI Aql,2451950.000,286.00,1,14.00,0.15,V
CI Aql,2451982.000,318.00,1,14.50,0.15,V
CI Aql,2452014.000,350.00,5,14.84,0.07,V
CI Aql,2452046.000,382.00,10,14.82,0.09,V
CI Aql,2452078.000,414.00,2,15.35,0.11,V
CI Aql,2452110.000,446.00,6,15.02,0.10,V
CI Aql,2452142.000,478.00,1,15.40,0.15,V
CI Aql,2452174.000,510.00,1,14.80,0.15,V
CI Aql,2452510.000,846.00,10,16.00,0.02,V
CI Aql,2452894.000,1230.00,50,16.08,0.07,V
