#Name,n_Name,JD,Band,l_mag,mag,e_mag,Source
CI Aql,e,2451664.54500,V,,9.400,0.15,AAVSO
CI Aql,e,2451664.61700,V,,9.600,0.15,AAVSO
CI Aql,e,2451664.83000,V,,9.200,0.15,AAVSO
CI Aql,e,2451664.85700,V,,9.300,0.15,AAVSO
CI Aql,e,2451664.86500,V,,9.400,0.15,AAVSO
CI Aql,e,2451665.15100,V,,9.000,0.15,AAVSO
CI Aql,e,2451665.48000,V,,9.300,0.15,AAVSO
CI Aql,e,2451665.55500,V,,9.600,0.15,AAVSO
CI Aql,e,2451665.58700,V,,9.100,0.15,AAVSO
CI Aql,e,2451665.59000,V,,8.900,0.15,AAVSO
CI Aql,e,2451665.59400,V,,9.300,0.15,AAVSO
CI Aql,e,2451665.62200,V,,9.200,0.15,AAVSO
CI Aql,e,2451665.63200,V,,9.200,0.15,AAVSO
CI Aql,e,2451665.79500,V,,9.100,0.15,AAVSO
CI Aql,e,2451665.81000,V,,9.100,0.15,AAVSO
CI Aql,e,2451666.27800,V,,8.600,0.15,AAVSO
CI Aql,e,2451666.48000,V,,9.400,0.15,AAVSO
CI Aql,e,2451666.56900,V,,9.200,0.15,AAVSO
CI Aql,e,2451666.82100,V,,9.100,0.15,AAVSO
CI Aql,e,2451666.82400,V,,9.100,0.15,AAVSO
CI Aql,e,2451666.86300,V,,9.200,0.15,AAVSO
CI Aql,e,2451666.88200,V,,9.300,0.15,AAVSO
CI Aql,e,2451666.88800,V,,9.300,0.15,AAVSO
CI Aql,e,2451666.91400,V,,9.200,0.15,AAVSO
CI Aql,e,2451667.00000,V,,9.000,0.15,AAVSO
CI Aql,e,2451667.18800,V,,9.300,0.15,AAVSO
CI Aql,e,2451667.19200,V,,9.400,0.15,AAVSO
CI Aql,e,2451667.44200,V,,9.400,0.15,AAVSO
CI Aql,e,2451667.47900,V,,9.200,0.15,AAVSO
CI Aql,e,2451667.50700,V,,9.200,0.15,AAVSO
CI Aql,e,2451667.54500,V,,9.100,0.15,AAVSO
CI Aql,e,2451667.77700,V,,9.100,0.15,AAVSO
CI Aql,e,2451667.80800,V,,9.100,0.15,AAVSO
CI Aql,e,2451667.81300,V,,9.200,0.15,AAVSO
CI Aql,e,2451667.84800,V,,9.200,0.15,AAVSO
