#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V2295 Oph,2449092.500,0.50,1,9.50,0.15,V
V2295 Oph,2449094.500,2.50,1,9.50,0.15,V
V2295 Oph,2449095.500,3.50,4,9.30,0.15,V
V2295 Oph,2449096.500,4.50,4,9.75,0.16,V
V2295 Oph,2449097.500,5.50,10,9.80,0.14,V
V2295 Oph,2449098.500,6.50,6,9.75,0.13,V
V2295 Oph,2449099.500,7.50,8,9.59,0.05,V
V2295 Oph,2449100.500,8.50,11,9.70,0.10,V
V2295 Oph,2449101.500,9.50,6,9.67,0.09,V
V2295 Oph,2449102.500,10.50,8,9.78,0.06,V
V2295 Oph,2449103.500,11.50,6,10.52,0.12,V
V2295 Oph,2449104.500,12.50,7,11.24,0.09,V
V2295 Oph,2449105.500,13.50,8,11.36,0.10,V
V2295 Oph,2449106.500,14.50,4,11.63,0.21,V
V2295 Oph,2449107.500,15.50,8,11.54,0.11,V
V2295 Oph,2449108.500,16.50,7,11.60,0.12,V
V2295 Oph,2449109.500,17.50,5,11.68,0.07,V
V2295 Oph,2449111.000,19.00,6,11.75,0.07,V
V2295 Oph,2449117.000,25.00,1,12.60,0.15,V
V2295 Oph,2449119.000,27.00,8,12.49,0.11,V
V2295 Oph,2449121.000,29.00,7,12.81,0.07,V
V2295 Oph,2449123.000,31.00,10,12.82,0.04,V
V2295 Oph,2449125.000,33.00,8,12.96,0.10,V
V2295 Oph,2449127.000,35.00,15,12.93,0.05,V
V2295 Oph,2449129.000,37.00,8,13.01,0.05,V
V2295 Oph,2449131.000,39.00,7,12.99,0.06,V
V2295 Oph,2449133.000,41.00,5,13.12,0.07,V
V2295 Oph,2449135.000,43.00,2,13.00,0.11,V
V2295 Oph,2449137.000,45.00,5,13.30,0.07,V
V2295 Oph,2449139.000,47.00,3,13.53,0.29,V
V2295 Oph,2449147.000,55.00,1,13.60,0.15,V
V2295 Oph,2449149.000,57.00,2,13.35,0.11,V
V2295 Oph,2449152.000,60.00,9,13.59,0.12,V
V2295 Oph,2449156.000,64.00,6,13.77,0.07,V
V2295 Oph,2449160.000,68.00,3,13.70,0.09,V
V2295 Oph,2449164.000,72.00,10,13.91,0.04,V
V2295 Oph,2449168.000,76.00,1,13.70,0.15,V
V2295 Oph,2449176.000,84.00,4,14.05,0.08,V
V2295 Oph,2449180.000,88.00,2,14.25,0.11,V
V2295 Oph,2449184.000,92.00,2,14.65,0.18,V
V2295 Oph,2449188.000,96.00,2,14.70,0.11,V
V2295 Oph,2449192.000,100.00,4,14.88,0.08,V
V2295 Oph,2449196.000,104.00,2,15.00,0.11,V
V2295 Oph,2449208.000,116.00,1,15.00,0.15,V
V2295 Oph,2449212.000,120.00,3,14.90,0.24,V
V2295 Oph,2449216.000,124.00,1,15.30,0.15,V
V2295 Oph,2449220.000,128.00,1,15.30,0.15,V
V2295 Oph,2449224.000,132.00,1,15.30,0.15,V
V2295 Oph,2449236.000,144.00,1,15.40,0.15,V
V2295 Oph,2449240.000,148.00,2,15.45,0.11,V
V2295 Oph,2449244.000,152.00,2,15.60,0.11,V
