#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V1186 Sco,2453189.750,0.75,1,11.98,0.15,V
V1186 Sco,2453191.750,2.75,1,11.19,0.15,V
V1186 Sco,2453192.750,3.75,2,10.86,0.11,V
V1186 Sco,2453193.250,4.25,1,11.00,0.15,V
V1186 Sco,2453193.750,4.75,2,10.70,0.11,V
V1186 Sco,2453194.750,5.75,13,10.23,0.02,V
V1186 Sco,2453195.750,6.75,4,9.70,0.09,V
V1186 Sco,2453196.250,7.25,1,9.90,0.15,V
V1186 Sco,2453196.750,7.75,4,10.08,0.08,V
V1186 Sco,2453197.250,8.25,2,10.00,0.14,V
V1186 Sco,2453197.750,8.75,3,10.47,0.18,V
V1186 Sco,2453198.250,9.25,1,10.40,0.15,V
V1186 Sco,2453198.750,9.75,2,10.50,0.11,V
V1186 Sco,2453199.750,10.75,3,10.37,0.09,V
V1186 Sco,2453200.750,11.75,5,10.34,0.07,V
V1186 Sco,2453201.250,12.25,12,10.70,0.03,V
V1186 Sco,2453201.750,12.75,15,10.23,0.03,V
V1186 Sco,2453202.250,13.25,2,10.55,0.11,V
V1186 Sco,2453202.750,13.75,24,10.11,0.02,V
V1186 Sco,2453203.250,14.25,3,10.07,0.18,V
V1186 Sco,2453203.750,14.75,13,9.87,0.04,V
V1186 Sco,2453204.250,15.25,3,9.80,0.09,V
V1186 Sco,2453204.750,15.75,2,9.65,0.18,V
V1186 Sco,2453205.750,16.75,12,9.94,0.05,V
V1186 Sco,2453206.250,17.25,1,9.80,0.15,V
V1186 Sco,2453206.750,17.75,33,9.96,0.02,V
V1186 Sco,2453207.250,18.25,1,10.90,0.15,V
V1186 Sco,2453207.750,18.75,3,10.40,0.09,V
V1186 Sco,2453208.250,19.25,1,10.50,0.15,V
V1186 Sco,2453208.750,19.75,2,10.60,0.11,V
V1186 Sco,2453209.250,20.25,2,10.60,0.11,V
V1186 Sco,2453209.750,20.75,3,10.57,0.09,V
V1186 Sco,2453210.250,21.25,1,10.40,0.15,V
V1186 Sco,2453210.750,21.75,1,10.50,0.15,V
V1186 Sco,2453211.250,22.25,10,10.33,0.02,V
V1186 Sco,2453212.250,23.25,11,10.32,0.02,V
V1186 Sco,2453212.750,23.75,11,10.31,0.02,V
V1186 Sco,2453213.250,24.25,2,10.45,0.11,V
V1186 Sco,2453213.750,24.75,10,10.55,0.02,V
V1186 Sco,2453214.250,25.25,10,10.66,0.02,V
V1186 Sco,2453214.750,25.75,10,11.07,0.02,V
V1186 Sco,2453215.250,26.25,10,11.14,0.02,V
V1186 Sco,2453215.750,26.75,20,11.50,0.02,V
V1186 Sco,2453216.250,27.25,20,11.68,0.02,V
V1186 Sco,2453216.750,27.75,10,11.60,0.02,V
V1186 Sco,2453217.250,28.25,10,11.74,0.02,V
V1186 Sco,2453217.750,28.75,31,11.80,0.02,V
V1186 Sco,2453218.750,29.75,30,11.90,0.02,V
V1186 Sco,2453219.250,30.25,20,12.03,0.02,V
V1186 Sco,2453220.500,31.50,13,12.04,0.04,V
V1186 Sco,2453221.500,32.50,63,11.95,0.02,V
V1186 Sco,2453222.500,33.50,44,11.97,0.03,V
V1186 Sco,2453223.500,34.50,13,12.18,0.07,V
V1186 Sco,2453224.500,35.50,20,12.07,0.02,V
V1186 Sco,2453225.500,36.50,37,12.08,0.03,V
V1186 Sco,2453226.500,37.50,37,12.16,0.03,V
V1186 Sco,2453227.500,38.50,35,12.24,0.03,V
V1186 Sco,2453228.500,39.50,34,12.32,0.03,V
V1186 Sco,2453229.500,40.50,22,12.34,0.03,V
V1186 Sco,2453231.000,42.00,47,12.42,0.02,V
V1186 Sco,2453233.000,44.00,56,12.16,0.02,V
V1186 Sco,2453235.000,46.00,54,12.03,0.02,V
V1186 Sco,2453237.000,48.00,52,12.22,0.02,V
V1186 Sco,2453239.000,50.00,74,12.39,0.02,V
V1186 Sco,2453241.000,52.00,42,12.44,0.02,V
V1186 Sco,2453243.000,54.00,31,12.70,0.02,V
V1186 Sco,2453245.000,56.00,10,12.46,0.03,V
V1186 Sco,2453247.000,58.00,30,12.33,0.02,V
V1186 Sco,2453249.000,60.00,10,12.47,0.02,V
V1186 Sco,2453251.000,62.00,31,12.30,0.02,V
V1186 Sco,2453255.000,66.00,11,12.22,0.06,V
V1186 Sco,2453257.000,68.00,2,12.15,0.11,V
V1186 Sco,2453259.000,70.00,12,12.22,0.05,V
V1186 Sco,2453261.000,72.00,23,12.32,0.03,V
V1186 Sco,2453263.000,74.00,22,12.28,0.05,V
V1186 Sco,2453265.000,76.00,13,12.68,0.04,V
V1186 Sco,2453267.000,78.00,11,11.89,0.02,V
V1186 Sco,2453269.000,80.00,11,12.67,0.04,V
V1186 Sco,2453271.000,82.00,20,12.74,0.02,V
V1186 Sco,2453273.000,84.00,10,13.03,0.02,V
V1186 Sco,2453277.000,88.00,20,13.22,0.02,V
V1186 Sco,2453279.000,90.00,10,13.23,0.02,V
V1186 Sco,2453281.000,92.00,10,13.26,0.02,V
V1186 Sco,2453283.000,94.00,11,13.25,0.02,V
V1186 Sco,2453285.000,96.00,10,13.24,0.02,V
V1186 Sco,2453287.000,98.00,1,13.20,0.15,V
V1186 Sco,2453289.000,100.00,21,13.25,0.02,V
V1186 Sco,2453291.000,102.00,10,13.23,0.03,V
V1186 Sco,2453293.000,104.00,1,13.00,0.15,V
V1186 Sco,2453295.000,106.00,1,13.20,0.15,V
V1186 Sco,2453301.000,112.00,20,13.21,0.03,V
V1186 Sco,2453305.000,116.00,10,12.93,0.03,V
V1186 Sco,2453430.000,241.00,20,13.60,0.02,V
V1186 Sco,2453446.000,257.00,20,13.45,0.02,V
V1186 Sco,2453462.000,273.00,20,13.85,0.06,V
V1186 Sco,2453494.000,305.00,1,13.50,0.15,V
V1186 Sco,2453558.000,369.00,1,13.30,0.15,V
V1186 Sco,2453574.000,385.00,2,13.25,0.11,V
V1186 Sco,2453590.000,401.00,5,13.26,0.07,V
V1186 Sco,2453606.000,417.00,6,13.25,0.06,V
V1186 Sco,2453622.000,433.00,3,13.20,0.09,V
V1186 Sco,2453638.000,449.00,6,13.27,0.06,V
V1186 Sco,2453654.000,465.00,1,13.50,0.15,V
V1186 Sco,2453670.000,481.00,2,13.25,0.11,V
V1186 Sco,2453854.000,665.00,1,13.50,0.15,V
V1186 Sco,2453918.000,729.00,10,13.59,0.05,V
V1186 Sco,2453950.000,761.00,10,13.73,0.03,V
V1186 Sco,2453982.000,793.00,10,13.70,0.06,V
V1186 Sco,2454014.000,825.00,12,13.91,0.03,V
V1186 Sco,2454046.000,857.00,1,13.90,0.15,V
V1186 Sco,2454110.000,921.00,1,14.00,0.15,V
V1186 Sco,2454206.000,1017.00,4,14.10,0.08,V
V1186 Sco,2454238.000,1049.00,3,14.00,0.09,V
V1186 Sco,2454270.000,1081.00,1,14.00,0.15,V
V1186 Sco,2454302.000,1113.00,4,14.15,0.08,V
V1186 Sco,2454334.000,1145.00,1,14.30,0.15,V
