2453299.8667,12.46,0.03,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453446.2693,13.37,0.05,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453447.267,13.25,0.08,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453455.263,13.43,0.04,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453490.1502,13.47,0.06,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453493.1424,13.45,0.05,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453508.1003,13.41,0.02,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453510.0965,13.46,0.08,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453518.0159,13.53,0.05,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453519.0148,13.43,0.07,V,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453446.2693,12.62,0.04,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453447.267,12.58,0.04,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453455.263,12.59,0.04,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453489.1485,12.48,0.12,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453490.1502,12.71,0.05,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453493.1424,12.74,0.02,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453508.1003,12.94,0.02,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453510.0965,12.91,0.05,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453518.0159,12.8,0.04,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453519.0148,12.83,0.11,r’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453299.8667,10.73,0.08,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453446.2693,13.18,0.03,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453447.267,13.14,0.05,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453455.263,13.14,0.06,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453489.1485,13.03,0.1,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453490.1502,13.17,0.08,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453493.1424,13.23,0.04,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453508.1003,13.34,0.25,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453510.0965,13.48,0.03,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453518.0159,13.37,0.09,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
2453519.0148,13.4,0.09,i’,0,Liverpool 2.0 m Robotic Telescope,"Schwarz, G. J.",Johnson-Cousins
