#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V4740 Sgr,2452158.250,0.25,2,6.65,0.11,V
V4740 Sgr,2452158.750,0.75,11,7.26,0.03,V
V4740 Sgr,2452159.750,1.75,81,6.68,0.02,V
V4740 Sgr,2452160.250,2.25,9,6.82,0.06,V
V4740 Sgr,2452160.750,2.75,9,6.93,0.05,V
V4740 Sgr,2452161.250,3.25,15,7.05,0.06,V
V4740 Sgr,2452161.750,3.75,10,7.39,0.11,V
V4740 Sgr,2452162.250,4.25,20,7.05,0.04,V
V4740 Sgr,2452162.750,4.75,26,7.07,0.04,V
V4740 Sgr,2452163.250,5.25,13,7.35,0.06,V
V4740 Sgr,2452163.750,5.75,23,7.49,0.04,V
V4740 Sgr,2452164.250,6.25,6,6.97,0.08,V
V4740 Sgr,2452164.750,6.75,15,7.11,0.05,V
V4740 Sgr,2452165.250,7.25,14,7.29,0.05,V
V4740 Sgr,2452165.750,7.75,13,7.59,0.06,V
V4740 Sgr,2452166.250,8.25,9,7.09,0.07,V
V4740 Sgr,2452166.750,8.75,10,7.34,0.07,V
V4740 Sgr,2452167.250,9.25,19,8.08,0.17,V
V4740 Sgr,2452167.750,9.75,7,7.36,0.10,V
V4740 Sgr,2452168.250,10.25,11,7.29,0.05,V
V4740 Sgr,2452168.750,10.75,20,7.51,0.04,V
V4740 Sgr,2452169.250,11.25,11,7.67,0.05,V
V4740 Sgr,2452169.750,11.75,9,7.71,0.09,V
V4740 Sgr,2452170.250,12.25,7,7.89,0.13,V
V4740 Sgr,2452170.750,12.75,9,7.94,0.05,V
V4740 Sgr,2452171.250,13.25,6,8.08,0.06,V
V4740 Sgr,2452171.750,13.75,6,8.12,0.06,V
V4740 Sgr,2452172.250,14.25,4,8.33,0.08,V
V4740 Sgr,2452172.750,14.75,7,8.24,0.08,V
V4740 Sgr,2452173.250,15.25,3,8.20,0.16,V
V4740 Sgr,2452173.750,15.75,3,8.37,0.09,V
V4740 Sgr,2452174.250,16.25,1,8.60,0.15,V
V4740 Sgr,2452174.750,16.75,3,8.60,0.09,V
V4740 Sgr,2452175.250,17.25,3,8.73,0.09,V
V4740 Sgr,2452175.750,17.75,9,8.69,0.05,V
V4740 Sgr,2452176.250,18.25,4,8.60,0.08,V
V4740 Sgr,2452176.750,18.75,3,8.67,0.19,V
V4740 Sgr,2452177.250,19.25,4,8.70,0.08,V
V4740 Sgr,2452177.750,19.75,4,8.85,0.14,V
V4740 Sgr,2452178.250,20.25,4,8.88,0.08,V
V4740 Sgr,2452179.250,21.25,1,9.10,0.15,V
V4740 Sgr,2452179.750,21.75,4,8.98,0.08,V
V4740 Sgr,2452180.500,22.50,5,9.10,0.07,V
V4740 Sgr,2452181.500,23.50,4,9.20,0.08,V
V4740 Sgr,2452182.500,24.50,7,9.14,0.10,V
V4740 Sgr,2452183.500,25.50,7,9.33,0.06,V
V4740 Sgr,2452184.500,26.50,8,9.41,0.05,V
V4740 Sgr,2452185.500,27.50,6,9.40,0.06,V
V4740 Sgr,2452186.500,28.50,8,9.53,0.05,V
V4740 Sgr,2452187.500,29.50,5,9.56,0.07,V
V4740 Sgr,2452188.500,30.50,5,9.60,0.07,V
V4740 Sgr,2452189.500,31.50,7,9.71,0.06,V
V4740 Sgr,2452190.500,32.50,9,9.77,0.05,V
V4740 Sgr,2452191.500,33.50,2,9.60,0.11,V
V4740 Sgr,2452192.500,34.50,5,9.80,0.07,V
V4740 Sgr,2452193.500,35.50,3,9.90,0.09,V
V4740 Sgr,2452194.500,36.50,2,10.10,0.14,V
V4740 Sgr,2452195.500,37.50,1,9.90,0.15,V
V4740 Sgr,2452197.500,39.50,4,10.10,0.12,V
V4740 Sgr,2452198.500,40.50,1,10.00,0.15,V
V4740 Sgr,2452199.500,41.50,1,10.10,0.15,V
V4740 Sgr,2452201.000,43.00,4,10.00,0.08,V
V4740 Sgr,2452203.000,45.00,2,10.15,0.11,V
V4740 Sgr,2452205.000,47.00,5,9.96,0.08,V
V4740 Sgr,2452207.000,49.00,3,10.40,0.09,V
V4740 Sgr,2452209.000,51.00,2,10.40,0.11,V
V4740 Sgr,2452211.000,53.00,4,10.58,0.08,V
V4740 Sgr,2452213.000,55.00,2,10.50,0.11,V
V4740 Sgr,2452215.000,57.00,1,10.60,0.15,V
V4740 Sgr,2452219.000,61.00,4,10.65,0.13,V
V4740 Sgr,2452221.000,63.00,3,10.87,0.18,V
V4740 Sgr,2452227.000,69.00,1,11.40,0.15,V
V4740 Sgr,2452344.000,186.00,40,12.88,0.02,V
V4740 Sgr,2452360.000,202.00,30,13.18,0.03,V
V4740 Sgr,2452408.000,250.00,1,12.90,0.15,V
V4740 Sgr,2452424.000,266.00,10,13.80,0.02,V
V4740 Sgr,2452440.000,282.00,10,13.55,0.05,V
V4740 Sgr,2452472.000,314.00,34,14.50,0.02,V
