#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V705 Cas,2449328.750,0.75,2,7.00,0.35,V
V705 Cas,2449332.750,4.75,1,6.50,0.15,V
V705 Cas,2449333.250,5.25,2,6.45,0.11,V
V705 Cas,2449334.250,6.25,5,6.60,0.09,V
V705 Cas,2449334.750,6.75,6,6.10,0.06,V
V705 Cas,2449335.250,7.25,15,6.35,0.04,V
V705 Cas,2449335.750,7.75,11,6.13,0.06,V
V705 Cas,2449336.250,8.25,14,6.39,0.08,V
V705 Cas,2449336.750,8.75,10,6.18,0.07,V
V705 Cas,2449337.250,9.25,24,6.48,0.03,V
V705 Cas,2449337.750,9.75,7,6.49,0.07,V
V705 Cas,2449338.250,10.25,37,6.14,0.03,V
V705 Cas,2449338.750,10.75,12,6.01,0.08,V
V705 Cas,2449339.250,11.25,29,5.70,0.06,V
V705 Cas,2449339.750,11.75,12,5.69,0.07,V
V705 Cas,2449340.500,12.50,42,6.30,0.05,V
V705 Cas,2449341.500,13.50,45,6.65,0.04,V
V705 Cas,2449342.500,14.50,38,6.82,0.05,V
V705 Cas,2449343.500,15.50,59,6.55,0.03,V
V705 Cas,2449344.500,16.50,75,6.47,0.03,V
V705 Cas,2449345.500,17.50,79,6.63,0.03,V
V705 Cas,2449346.500,18.50,28,6.59,0.05,V
V705 Cas,2449347.500,19.50,57,6.57,0.02,V
V705 Cas,2449348.500,20.50,38,6.53,0.04,V
V705 Cas,2449349.500,21.50,43,6.48,0.03,V
V705 Cas,2449350.500,22.50,44,6.85,0.02,V
V705 Cas,2449351.500,23.50,37,7.08,0.03,V
V705 Cas,2449352.500,24.50,54,7.09,0.03,V
V705 Cas,2449353.500,25.50,65,6.87,0.02,V
V705 Cas,2449354.500,26.50,61,7.07,0.04,V
V705 Cas,2449355.500,27.50,60,7.07,0.03,V
V705 Cas,2449356.500,28.50,63,7.15,0.03,V
V705 Cas,2449357.500,29.50,50,7.19,0.04,V
V705 Cas,2449358.500,30.50,76,7.13,0.03,V
V705 Cas,2449359.500,31.50,24,7.17,0.04,V
V705 Cas,2449360.500,32.50,62,7.29,0.03,V
V705 Cas,2449361.500,33.50,68,7.17,0.03,V
V705 Cas,2449362.500,34.50,67,7.16,0.02,V
V705 Cas,2449363.500,35.50,40,7.31,0.04,V
V705 Cas,2449364.500,36.50,32,7.15,0.03,V
V705 Cas,2449365.500,37.50,27,7.27,0.03,V
V705 Cas,2449366.500,38.50,47,7.29,0.03,V
V705 Cas,2449367.500,39.50,63,7.37,0.03,V
V705 Cas,2449368.500,40.50,71,7.49,0.03,V
V705 Cas,2449369.500,41.50,35,7.52,0.04,V
V705 Cas,2449370.500,42.50,62,7.65,0.03,V
V705 Cas,2449371.500,43.50,64,7.64,0.03,V
V705 Cas,2449372.500,44.50,63,7.68,0.03,V
V705 Cas,2449373.500,45.50,25,7.77,0.03,V
V705 Cas,2449374.500,46.50,54,7.67,0.03,V
V705 Cas,2449375.500,47.50,39,7.79,0.03,V
V705 Cas,2449376.500,48.50,39,7.81,0.03,V
V705 Cas,2449377.500,49.50,27,7.81,0.04,V
V705 Cas,2449378.500,50.50,26,7.80,0.03,V
V705 Cas,2449379.500,51.50,23,7.73,0.04,V
V705 Cas,2449380.500,52.50,29,7.94,0.04,V
V705 Cas,2449381.500,53.50,42,7.93,0.03,V
V705 Cas,2449382.500,54.50,34,8.03,0.04,V
