#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V2362 Cyg,2453830.750,0.75,11,8.33,0.04,V
V2362 Cyg,2453831.250,1.25,4,8.58,0.08,V
V2362 Cyg,2453831.750,1.75,18,8.06,0.06,V
V2362 Cyg,2453832.250,2.25,1,8.14,0.15,V
V2362 Cyg,2453832.750,2.75,18,8.69,0.05,V
V2362 Cyg,2453833.250,3.25,4,8.75,0.08,V
V2362 Cyg,2453833.750,3.75,15,8.68,0.07,V
V2362 Cyg,2453834.250,4.25,3,9.23,0.09,V
V2362 Cyg,2453834.750,4.75,17,9.20,0.06,V
V2362 Cyg,2453835.250,5.25,2,9.15,0.11,V
V2362 Cyg,2453835.750,5.75,12,9.27,0.07,V
V2362 Cyg,2453836.250,6.25,1,9.70,0.15,V
V2362 Cyg,2453836.750,6.75,16,9.73,0.04,V
V2362 Cyg,2453837.250,7.25,1,10.00,0.15,V
V2362 Cyg,2453837.750,7.75,6,9.67,0.08,V
V2362 Cyg,2453838.750,8.75,4,9.78,0.08,V
V2362 Cyg,2453839.250,9.25,1,10.00,0.15,V
V2362 Cyg,2453839.750,9.75,6,9.95,0.06,V
V2362 Cyg,2453840.250,10.25,7,9.84,0.06,V
V2362 Cyg,2453840.750,10.75,7,9.84,0.07,V
V2362 Cyg,2453841.250,11.25,1,10.30,0.15,V
V2362 Cyg,2453841.750,11.75,3,10.14,0.09,V
V2362 Cyg,2453842.250,12.25,1,10.30,0.15,V
V2362 Cyg,2453842.750,12.75,4,10.41,0.08,V
V2362 Cyg,2453843.250,13.25,1,10.50,0.15,V
V2362 Cyg,2453843.750,13.75,7,10.19,0.08,V
V2362 Cyg,2453844.250,14.25,2,10.20,0.11,V
V2362 Cyg,2453844.750,14.75,7,10.34,0.06,V
V2362 Cyg,2453845.500,15.50,223,10.36,0.02,V
V2362 Cyg,2453846.500,16.50,15,10.50,0.02,V
V2362 Cyg,2453847.500,17.50,10,10.62,0.02,V
V2362 Cyg,2453848.500,18.50,9,10.69,0.05,V
V2362 Cyg,2453849.500,19.50,6,10.67,0.06,V
V2362 Cyg,2453850.500,20.50,13,10.75,0.05,V
V2362 Cyg,2453851.500,21.50,59,10.77,0.02,V
V2362 Cyg,2453852.500,22.50,5,11.01,0.07,V
V2362 Cyg,2453853.500,23.50,7,11.06,0.08,V
V2362 Cyg,2453854.500,24.50,16,11.10,0.05,V
V2362 Cyg,2453855.500,25.50,9,11.01,0.08,V
V2362 Cyg,2453856.500,26.50,1,11.00,0.15,V
V2362 Cyg,2453857.500,27.50,4,11.21,0.09,V
V2362 Cyg,2453858.500,28.50,17,11.24,0.05,V
V2362 Cyg,2453859.500,29.50,10,11.34,0.06,V
V2362 Cyg,2453860.500,30.50,8,11.21,0.05,V
V2362 Cyg,2453861.500,31.50,5,11.30,0.07,V
V2362 Cyg,2453862.500,32.50,9,11.32,0.05,V
V2362 Cyg,2453863.500,33.50,9,11.37,0.05,V
V2362 Cyg,2453864.500,34.50,4,11.35,0.08,V
V2362 Cyg,2453865.500,35.50,7,11.52,0.06,V
V2362 Cyg,2453866.500,36.50,8,11.44,0.05,V
V2362 Cyg,2453867.500,37.50,11,11.48,0.04,V
V2362 Cyg,2453868.500,38.50,3,11.51,0.09,V
V2362 Cyg,2453869.500,39.50,3,11.54,0.09,V
V2362 Cyg,2453870.500,40.50,1,11.90,0.15,V
V2362 Cyg,2453871.500,41.50,1,11.70,0.15,V
V2362 Cyg,2453872.500,42.50,3,11.58,0.09,V
V2362 Cyg,2453874.500,44.50,3,11.54,0.09,V
V2362 Cyg,2453875.500,45.50,2,11.63,0.11,V
V2362 Cyg,2453876.500,46.50,3,11.67,0.09,V
V2362 Cyg,2453877.500,47.50,5,11.66,0.07,V
V2362 Cyg,2453878.500,48.50,4,11.69,0.08,V
V2362 Cyg,2453879.500,49.50,11,11.81,0.04,V
V2362 Cyg,2453880.500,50.50,3,11.72,0.09,V
V2362 Cyg,2453881.500,51.50,3,11.77,0.09,V
V2362 Cyg,2453882.500,52.50,4,11.83,0.08,V
V2362 Cyg,2453883.500,53.50,4,11.85,0.08,V
V2362 Cyg,2453884.500,54.50,2,12.00,0.14,V
V2362 Cyg,2453885.500,55.50,1,11.80,0.15,V
V2362 Cyg,2453886.500,56.50,3,11.67,0.20,V
V2362 Cyg,2453887.500,57.50,1,12.00,0.15,V
V2362 Cyg,2453888.500,58.50,7,11.82,0.06,V
V2362 Cyg,2453889.500,59.50,4,11.93,0.08,V
V2362 Cyg,2453890.500,60.50,2,11.70,0.14,V
V2362 Cyg,2453891.500,61.50,2,11.90,0.11,V
V2362 Cyg,2453892.500,62.50,4,11.88,0.08,V
V2362 Cyg,2453893.500,63.50,4,11.88,0.08,V
V2362 Cyg,2453894.500,64.50,7,11.95,0.06,V
V2362 Cyg,2453895.500,65.50,3,11.93,0.09,V
V2362 Cyg,2453896.500,66.50,3,11.97,0.09,V
V2362 Cyg,2453897.500,67.50,5,11.84,0.11,V
V2362 Cyg,2453898.500,68.50,4,11.90,0.08,V
V2362 Cyg,2453899.500,69.50,7,11.91,0.06,V
V2362 Cyg,2453901.000,71.00,7,11.92,0.09,V
V2362 Cyg,2453903.000,73.00,8,11.88,0.05,V
V2362 Cyg,2453905.000,75.00,7,11.99,0.06,V
V2362 Cyg,2453907.000,77.00,5,11.96,0.07,V
V2362 Cyg,2453909.000,79.00,9,11.99,0.05,V
V2362 Cyg,2453911.000,81.00,7,12.01,0.06,V
V2362 Cyg,2453913.000,83.00,3,11.93,0.09,V
V2362 Cyg,2453915.000,85.00,8,11.95,0.05,V
V2362 Cyg,2453917.000,87.00,12,12.09,0.02,V
V2362 Cyg,2453919.000,89.00,8,11.91,0.09,V
V2362 Cyg,2453921.000,91.00,4,12.11,0.08,V
V2362 Cyg,2453923.000,93.00,15,12.03,0.02,V
V2362 Cyg,2453925.000,95.00,3,12.17,0.09,V
V2362 Cyg,2453927.000,97.00,7,12.09,0.06,V
V2362 Cyg,2453929.000,99.00,3,12.20,0.09,V
V2362 Cyg,2453931.000,101.00,9,12.09,0.05,V
V2362 Cyg,2453933.000,103.00,14,12.09,0.02,V
V2362 Cyg,2453935.000,105.00,15,12.07,0.06,V
V2362 Cyg,2453937.000,107.00,3,12.17,0.09,V
V2362 Cyg,2453939.000,109.00,1,12.10,0.15,V
V2362 Cyg,2453941.000,111.00,6,12.10,0.06,V
V2362 Cyg,2453945.000,115.00,5,12.18,0.07,V
V2362 Cyg,2453947.000,117.00,4,12.10,0.08,V
V2362 Cyg,2453949.000,119.00,8,12.08,0.05,V
V2362 Cyg,2453951.000,121.00,3,12.10,0.09,V
