#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V2540 Oph,2452299.250,0.25,1,9.30,0.15,V
V2540 Oph,2452301.250,2.25,12,9.18,0.02,V
V2540 Oph,2452301.750,2.75,2,9.15,0.11,V
V2540 Oph,2452302.250,3.25,3,8.97,0.09,V
V2540 Oph,2452302.750,3.75,1,8.90,0.15,V
V2540 Oph,2452303.750,4.75,3,8.93,0.09,V
V2540 Oph,2452304.750,5.75,3,8.87,0.09,V
V2540 Oph,2452305.250,6.25,1,8.40,0.15,V
V2540 Oph,2452306.250,7.25,1,8.40,0.15,V
V2540 Oph,2452306.750,7.75,1,8.60,0.15,V
V2540 Oph,2452307.250,8.25,1,9.00,0.15,V
V2540 Oph,2452307.750,8.75,2,8.90,0.11,V
V2540 Oph,2452308.250,9.25,2,8.55,0.11,V
V2540 Oph,2452308.750,9.75,6,8.90,0.06,V
V2540 Oph,2452309.250,10.25,2,8.80,0.14,V
V2540 Oph,2452309.750,10.75,3,9.00,0.09,V
V2540 Oph,2452310.750,11.75,2,9.30,0.21,V
V2540 Oph,2452311.250,12.25,1,9.20,0.15,V
V2540 Oph,2452311.750,12.75,6,9.53,0.09,V
V2540 Oph,2452312.250,13.25,1,9.60,0.15,V
V2540 Oph,2452312.750,13.75,3,9.53,0.09,V
V2540 Oph,2452313.250,14.25,1,9.80,0.15,V
V2540 Oph,2452313.750,14.75,22,9.60,0.02,V
V2540 Oph,2452314.250,15.25,1,9.60,0.15,V
V2540 Oph,2452314.750,15.75,3,9.60,0.09,V
V2540 Oph,2452315.250,16.25,1,9.50,0.15,V
V2540 Oph,2452315.750,16.75,2,9.70,0.11,V
V2540 Oph,2452316.250,17.25,1,9.40,0.15,V
V2540 Oph,2452316.750,17.75,2,8.85,0.11,V
V2540 Oph,2452317.250,18.25,2,8.45,0.18,V
V2540 Oph,2452317.750,18.75,1,8.70,0.15,V
V2540 Oph,2452318.250,19.25,1,8.40,0.15,V
V2540 Oph,2452318.750,19.75,11,8.29,0.02,V
V2540 Oph,2452319.250,20.25,3,8.57,0.10,V
V2540 Oph,2452319.750,20.75,17,8.86,0.02,V
V2540 Oph,2452320.250,21.25,2,8.95,0.11,V
V2540 Oph,2452320.750,21.75,8,9.49,0.10,V
V2540 Oph,2452321.250,22.25,2,9.60,0.11,V
V2540 Oph,2452321.750,22.75,7,9.71,0.07,V
V2540 Oph,2452322.250,23.25,2,9.85,0.11,V
V2540 Oph,2452322.750,23.75,3,9.97,0.09,V
V2540 Oph,2452323.250,24.25,3,9.97,0.09,V
V2540 Oph,2452323.750,24.75,3,10.03,0.09,V
V2540 Oph,2452324.250,25.25,1,10.10,0.15,V
V2540 Oph,2452325.250,26.25,2,9.90,0.11,V
V2540 Oph,2452325.750,26.75,11,9.71,0.03,V
V2540 Oph,2452326.250,27.25,3,9.80,0.09,V
V2540 Oph,2452326.750,27.75,1,9.60,0.15,V
V2540 Oph,2452327.250,28.25,2,9.45,0.11,V
V2540 Oph,2452327.750,28.75,2,9.25,0.11,V
V2540 Oph,2452328.250,29.25,1,9.20,0.15,V
V2540 Oph,2452328.750,29.75,12,9.55,0.02,V
V2540 Oph,2452329.250,30.25,1,9.80,0.15,V
V2540 Oph,2452329.750,30.75,4,10.05,0.08,V
V2540 Oph,2452330.250,31.25,1,10.10,0.15,V
V2540 Oph,2452330.750,31.75,1,10.20,0.15,V
V2540 Oph,2452331.250,32.25,1,10.20,0.15,V
V2540 Oph,2452331.750,32.75,1,10.30,0.15,V
V2540 Oph,2452332.250,33.25,2,10.15,0.11,V
V2540 Oph,2452332.750,33.75,2,10.30,0.11,V
V2540 Oph,2452333.250,34.25,1,10.30,0.15,V
V2540 Oph,2452333.750,34.75,10,10.29,0.02,V
V2540 Oph,2452334.250,35.25,2,10.20,0.11,V
V2540 Oph,2452334.750,35.75,1,10.20,0.15,V
V2540 Oph,2452335.250,36.25,1,10.20,0.15,V
V2540 Oph,2452335.750,36.75,2,10.25,0.11,V
V2540 Oph,2452337.750,38.75,1,10.20,0.15,V
V2540 Oph,2452338.250,39.25,2,10.05,0.11,V
V2540 Oph,2452338.750,39.75,3,9.93,0.09,V
V2540 Oph,2452340.250,41.25,1,9.50,0.15,V
V2540 Oph,2452341.250,42.25,1,8.90,0.15,V
