#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V356 Aql,2428399.500,1.50,1,8.80,0.15,V
V356 Aql,2428403.500,5.50,1,7.95,0.15,V
V356 Aql,2428416.500,18.50,1,8.80,0.15,V
V356 Aql,2428419.500,21.50,1,8.25,0.15,V
V356 Aql,2428420.500,22.50,1,7.85,0.15,V
V356 Aql,2428421.500,23.50,1,7.90,0.15,V
V356 Aql,2428422.500,24.50,1,7.70,0.15,V
V356 Aql,2428425.500,27.50,2,7.53,0.11,V
V356 Aql,2428427.500,29.50,1,8.00,0.15,V
V356 Aql,2428429.500,31.50,1,8.50,0.15,V
V356 Aql,2428432.500,34.50,1,8.80,0.15,V
V356 Aql,2428433.500,35.50,3,8.10,0.09,V
V356 Aql,2428434.500,36.50,6,8.49,0.13,V
V356 Aql,2428435.500,37.50,6,8.51,0.06,V
V356 Aql,2428436.500,38.50,3,8.40,0.17,V
V356 Aql,2428437.500,39.50,5,8.40,0.09,V
V356 Aql,2428438.500,40.50,2,8.55,0.11,V
V356 Aql,2428439.500,41.50,6,7.69,0.06,V
V356 Aql,2428440.500,42.50,3,7.50,0.09,V
V356 Aql,2428441.500,43.50,2,7.75,0.11,V
V356 Aql,2428442.500,44.50,6,7.28,0.13,V
V356 Aql,2428443.500,45.50,5,7.15,0.07,V
V356 Aql,2428444.500,46.50,6,6.97,0.10,V
V356 Aql,2428445.500,47.50,11,7.11,0.09,V
V356 Aql,2428446.500,48.50,9,7.26,0.13,V
V356 Aql,2428447.500,49.50,10,7.61,0.13,V
V356 Aql,2428448.500,50.50,6,8.00,0.22,V
V356 Aql,2428449.500,51.50,8,8.51,0.18,V
V356 Aql,2428450.500,52.50,13,8.53,0.12,V
V356 Aql,2428451.500,53.50,3,8.50,0.17,V
V356 Aql,2428452.500,54.50,10,8.26,0.11,V
V356 Aql,2428453.500,55.50,3,8.50,0.09,V
V356 Aql,2428454.500,56.50,9,8.61,0.16,V
V356 Aql,2428455.500,57.50,5,8.04,0.15,V
V356 Aql,2428456.500,58.50,5,7.90,0.10,V
V356 Aql,2428457.500,59.50,7,8.30,0.10,V
V356 Aql,2428458.500,60.50,3,8.37,0.09,V
V356 Aql,2428459.500,61.50,4,8.35,0.08,V
V356 Aql,2428460.500,62.50,6,8.05,0.06,V
V356 Aql,2428461.500,63.50,5,8.14,0.08,V
V356 Aql,2428462.500,64.50,6,8.08,0.13,V
V356 Aql,2428463.500,65.50,5,8.62,0.07,V
V356 Aql,2428464.500,66.50,2,8.50,0.11,V
V356 Aql,2428465.500,67.50,2,8.40,0.14,V
V356 Aql,2428466.500,68.50,5,8.16,0.13,V
V356 Aql,2428467.500,69.50,3,7.93,0.14,V
V356 Aql,2428469.500,71.50,3,7.37,0.27,V
V356 Aql,2428470.500,72.50,2,7.80,0.11,V
V356 Aql,2428471.500,73.50,4,7.55,0.15,V
V356 Aql,2428472.500,74.50,2,7.55,0.11,V
V356 Aql,2428473.500,75.50,6,7.60,0.10,V
V356 Aql,2428474.500,76.50,2,7.80,0.14,V
V356 Aql,2428475.500,77.50,4,7.60,0.09,V
V356 Aql,2428476.500,78.50,3,7.70,0.14,V
V356 Aql,2428477.500,79.50,3,8.00,0.12,V
V356 Aql,2428478.500,80.50,7,7.91,0.10,V
V356 Aql,2428479.500,81.50,2,8.25,0.18,V
V356 Aql,2428480.500,82.50,1,8.90,0.15,V
V356 Aql,2428481.500,83.50,4,8.98,0.08,V
V356 Aql,2428482.500,84.50,5,8.06,0.13,V
V356 Aql,2428483.500,85.50,4,8.33,0.15,V
V356 Aql,2428484.500,86.50,4,7.80,0.11,V
V356 Aql,2428485.500,87.50,6,8.03,0.06,V
V356 Aql,2428486.500,88.50,4,8.58,0.20,V
V356 Aql,2428487.500,89.50,3,8.37,0.10,V
V356 Aql,2428489.500,91.50,3,8.83,0.09,V
V356 Aql,2428490.500,92.50,5,8.12,0.17,V
V356 Aql,2428491.500,93.50,2,7.65,0.18,V
