#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V1188 Sco,2453576.750,0.75,1,9.10,0.15,V
V1188 Sco,2453577.750,1.75,1,8.91,0.15,V
V1188 Sco,2453578.250,2.25,1,8.90,0.15,V
V1188 Sco,2453578.750,2.75,1,9.40,0.15,V
V1188 Sco,2453579.250,3.25,11,9.40,0.02,V
V1188 Sco,2453579.750,3.75,1,9.50,0.15,V
V1188 Sco,2453580.500,4.50,14,9.58,0.03,V
V1188 Sco,2453581.500,5.50,36,9.84,0.02,V
V1188 Sco,2453582.500,6.50,6,9.98,0.14,V
V1188 Sco,2453583.500,7.50,15,10.19,0.06,V
V1188 Sco,2453584.500,8.50,13,10.18,0.03,V
V1188 Sco,2453585.500,9.50,16,10.41,0.06,V
V1188 Sco,2453586.500,10.50,5,10.56,0.12,V
V1188 Sco,2453587.500,11.50,5,10.60,0.07,V
V1188 Sco,2453588.500,12.50,38,10.71,0.02,V
V1188 Sco,2453589.500,13.50,4,10.75,0.08,V
V1188 Sco,2453590.500,14.50,3,10.97,0.11,V
V1188 Sco,2453591.500,15.50,14,11.09,0.02,V
V1188 Sco,2453592.500,16.50,3,11.07,0.10,V
V1188 Sco,2453593.500,17.50,12,11.37,0.05,V
V1188 Sco,2453594.500,18.50,26,11.47,0.04,V
V1188 Sco,2453595.500,19.50,24,11.46,0.03,V
V1188 Sco,2453596.500,20.50,1,11.10,0.15,V
V1188 Sco,2453597.500,21.50,1,11.20,0.15,V
V1188 Sco,2453598.500,22.50,11,11.59,0.02,V
V1188 Sco,2453599.500,23.50,1,11.60,0.15,V
V1188 Sco,2453601.000,25.00,23,11.84,0.03,V
V1188 Sco,2453603.000,27.00,22,12.13,0.04,V
V1188 Sco,2453605.000,29.00,14,12.24,0.06,V
V1188 Sco,2453607.000,31.00,36,12.31,0.02,V
V1188 Sco,2453609.000,33.00,5,12.40,0.14,V
V1188 Sco,2453611.000,35.00,2,12.65,0.18,V
V1188 Sco,2453613.000,37.00,12,12.71,0.04,V
V1188 Sco,2453615.000,39.00,13,12.78,0.06,V
V1188 Sco,2453617.000,41.00,11,13.27,0.02,V
V1188 Sco,2453621.000,45.00,21,13.55,0.02,V
V1188 Sco,2453623.000,47.00,2,13.10,0.11,V
V1188 Sco,2453625.000,49.00,10,13.94,0.03,V
V1188 Sco,2453631.000,55.00,10,14.43,0.03,V
V1188 Sco,2453635.000,59.00,20,14.52,0.02,V
V1188 Sco,2453641.000,65.00,10,14.69,0.03,V
V1188 Sco,2453643.000,67.00,10,14.74,0.02,V
V1188 Sco,2453647.000,71.00,10,15.31,0.02,V
V1188 Sco,2453651.000,75.00,10,15.24,0.03,V
V1188 Sco,2453653.000,77.00,20,15.28,0.02,V
V1188 Sco,2453667.000,91.00,10,15.33,0.03,V
