#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
T Aur,2412079.000,2.00,2,5.28,0.11,V
T Aur,2412083.000,6.00,13,4.49,0.05,V
T Aur,2412095.000,18.00,1,4.55,0.15,V
T Aur,2412103.000,26.00,1,4.58,0.15,V
T Aur,2412107.000,30.00,2,4.70,0.11,V
T Aur,2412115.000,38.00,3,4.89,0.09,V
T Aur,2412119.000,42.00,5,4.97,0.07,V
T Aur,2412131.000,54.00,4,4.95,0.08,V
T Aur,2412135.000,58.00,11,4.50,0.04,V
T Aur,2412139.000,62.00,7,4.90,0.06,V
T Aur,2412143.000,66.00,6,4.92,0.07,V
T Aur,2412147.000,70.00,14,4.88,0.07,V
T Aur,2412151.000,74.00,1,5.25,0.15,V
T Aur,2412155.000,78.00,4,4.93,0.08,V
T Aur,2412163.000,86.00,15,5.44,0.09,V
T Aur,2412167.000,90.00,3,7.23,0.23,V
T Aur,2412171.000,94.00,11,7.96,0.04,V
T Aur,2412175.000,98.00,4,8.85,0.08,V
T Aur,2412179.000,102.00,7,10.44,0.06,V
T Aur,2412183.000,106.00,15,11.82,0.06,V
T Aur,2412187.000,110.00,6,13.12,0.09,V
T Aur,2412191.000,114.00,3,12.78,0.09,V
T Aur,2412195.000,118.00,2,14.20,0.21,V
T Aur,2412199.000,122.00,2,13.50,0.11,V
T Aur,2412207.000,130.00,1,13.50,0.15,V
T Aur,2412337.000,260.00,1,11.40,0.15,V
T Aur,2412353.000,276.00,13,11.26,0.05,V
T Aur,2412369.000,292.00,2,11.53,0.11,V
T Aur,2412449.000,372.00,1,11.45,0.15,V
T Aur,2412465.000,388.00,2,11.50,0.11,V
T Aur,2412481.000,404.00,2,11.58,0.11,V
T Aur,2412497.000,420.00,1,11.50,0.15,V
T Aur,2412513.000,436.00,1,11.50,0.15,V
T Aur,2412529.000,452.00,2,11.68,0.11,V
T Aur,2412545.000,468.00,1,11.60,0.15,V
T Aur,2412561.000,484.00,1,11.50,0.15,V
T Aur,2412577.000,500.00,1,11.30,0.15,V
T Aur,2412745.000,668.00,2,11.43,0.11,V
T Aur,2412809.000,732.00,4,11.80,0.12,V
T Aur,2412873.000,796.00,3,11.80,0.09,V
T Aur,2413129.000,1052.00,1,11.95,0.15,V
T Aur,2413193.000,1116.00,1,12.25,0.15,V
T Aur,2413513.000,1436.00,1,13.05,0.15,V
T Aur,2413577.000,1500.00,1,12.70,0.15,V
T Aur,2413641.000,1564.00,3,12.92,0.09,V
T Aur,2414313.000,2236.00,8,12.86,0.15,V
T Aur,2415337.000,3260.00,11,13.13,0.16,V
T Aur,2416361.000,4284.00,8,14.01,0.26,V
T Aur,2417385.000,5308.00,5,13.34,0.51,V
T Aur,2418409.000,6332.00,7,12.47,0.17,V
T Aur,2419433.000,7356.00,5,14.88,0.40,V
T Aur,2420457.000,8380.00,4,13.68,0.41,V
