#FILENAME,WAVELENGTH COL NUM,FLUX COL NUM,FLUX ERR COL NUM,FLUX UNITS,DATE,OBSERVER,TELESCOPE,INSTRUMENT,DISPERSION,WAVELENGTH RANGE 1,WAVELENGTH RANGE 2
V977SCOH_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44805e+06,Williams,CTIO 1 m,2D-Frutti,7.884129,3016.00000,10553.22732
V977SCOF_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.448e+06,Williams,CTIO 1 m,2D-Frutti,7.883959,3010.00000,10562.83272
V977SCOJ_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44842e+06,Williams,CTIO 1 m,2D-Frutti,3.564885,3291.00000,10028.63265
V977SCOB_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44778e+06,Williams,CTIO 1 m,2D-Frutti,7.865681,3208.83600,10516.05365
V977SCOA_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44776e+06,Williams,CTIO 1 m,2D-Frutti,7.850703,3000.51100,10521.48447
V977SCOG_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44803e+06,Williams,CTIO 1 m,2D-Frutti,7.8789,3010.00000,10565.86510
V977SCOI_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44812e+06,Williams,CTIO 1 m,2D-Frutti,8.305933,2978.82900,7738.12861
V977SCOE_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44799e+06,Williams,CTIO 1 m,2D-Frutti,7.87948,3100.00000,10412.15744
V977SCOD_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44795e+06,Williams,CTIO 1 m,2D-Frutti,8.268698,3172.89100,7910.85495
V977SCOK_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.44872e+06,Williams,CTIO 1 m,2D-Frutti,3.537542,3237.05400,7460.87915
V977SCOC_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2.4478e+06,Williams,CTIO 1 m,2D-Frutti,7.839624,3013.17600,10562.73391
