#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V1493 Aql,2451374.250,0.25,5,10.10,0.12,V
V1493 Aql,2451374.750,0.75,22,10.33,0.04,V
V1493 Aql,2451375.250,1.25,12,10.60,0.07,V
V1493 Aql,2451375.750,1.75,17,10.72,0.03,V
V1493 Aql,2451376.250,2.25,32,10.91,0.05,V
V1493 Aql,2451376.750,2.75,27,11.06,0.06,V
V1493 Aql,2451377.250,3.25,36,11.26,0.04,V
V1493 Aql,2451377.750,3.75,6,11.08,0.09,V
V1493 Aql,2451378.250,4.25,25,10.95,0.11,V
V1493 Aql,2451378.750,4.75,6,11.63,0.08,V
V1493 Aql,2451379.250,5.25,15,11.68,0.02,V
V1493 Aql,2451379.750,5.75,9,11.73,0.07,V
V1493 Aql,2451380.500,6.50,49,11.71,0.05,V
V1493 Aql,2451381.500,7.50,25,11.83,0.06,V
V1493 Aql,2451382.500,8.50,25,11.92,0.04,V
V1493 Aql,2451383.500,9.50,8,12.06,0.08,V
V1493 Aql,2451384.500,10.50,13,12.18,0.05,V
V1493 Aql,2451385.500,11.50,7,12.39,0.07,V
V1493 Aql,2451386.500,12.50,7,12.33,0.06,V
V1493 Aql,2451387.500,13.50,13,12.48,0.06,V
V1493 Aql,2451388.500,14.50,17,12.52,0.02,V
V1493 Aql,2451389.500,15.50,5,12.40,0.07,V
V1493 Aql,2451390.500,16.50,8,12.55,0.10,V
V1493 Aql,2451391.500,17.50,8,12.59,0.05,V
V1493 Aql,2451392.500,18.50,20,12.55,0.05,V
V1493 Aql,2451393.500,19.50,20,12.65,0.02,V
V1493 Aql,2451394.500,20.50,12,12.63,0.07,V
V1493 Aql,2451395.500,21.50,4,12.85,0.13,V
V1493 Aql,2451396.500,22.50,16,12.77,0.07,V
V1493 Aql,2451397.500,23.50,5,12.70,0.08,V
V1493 Aql,2451398.500,24.50,20,12.97,0.10,V
V1493 Aql,2451399.500,25.50,9,12.66,0.12,V
V1493 Aql,2451400.500,26.50,18,12.64,0.04,V
V1493 Aql,2451401.500,27.50,3,12.70,0.09,V
V1493 Aql,2451402.500,28.50,5,12.66,0.07,V
V1493 Aql,2451403.500,29.50,4,12.48,0.09,V
V1493 Aql,2451404.500,30.50,6,12.53,0.10,V
V1493 Aql,2451405.500,31.50,11,12.49,0.04,V
V1493 Aql,2451406.500,32.50,13,12.45,0.06,V
V1493 Aql,2451407.500,33.50,8,12.36,0.08,V
V1493 Aql,2451408.500,34.50,6,12.40,0.12,V
V1493 Aql,2451409.500,35.50,10,12.37,0.05,V
V1493 Aql,2451410.500,36.50,18,12.36,0.06,V
V1493 Aql,2451411.500,37.50,10,12.25,0.07,V
V1493 Aql,2451412.500,38.50,9,12.37,0.05,V
V1493 Aql,2451413.500,39.50,14,12.11,0.02,V
V1493 Aql,2451414.500,40.50,6,12.13,0.08,V
V1493 Aql,2451415.500,41.50,6,12.17,0.06,V
V1493 Aql,2451416.500,42.50,5,12.10,0.07,V
V1493 Aql,2451417.500,43.50,5,11.94,0.08,V
V1493 Aql,2451418.500,44.50,7,11.80,0.08,V
V1493 Aql,2451419.500,45.50,12,11.89,0.06,V
V1493 Aql,2451420.500,46.50,20,11.77,0.05,V
V1493 Aql,2451421.500,47.50,19,11.72,0.04,V
V1493 Aql,2451422.500,48.50,15,11.91,0.06,V
V1493 Aql,2451423.500,49.50,19,12.27,0.06,V
V1493 Aql,2451424.500,50.50,28,13.03,0.03,V
V1493 Aql,2451425.500,51.50,20,13.53,0.05,V
V1493 Aql,2451426.500,52.50,23,13.62,0.02,V
V1493 Aql,2451427.500,53.50,16,13.80,0.04,V
V1493 Aql,2451428.500,54.50,11,13.94,0.07,V
