#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
DK Lac,2433304.500,0.50,1,6.00,0.15,V
DK Lac,2433307.500,3.50,2,6.30,0.14,V
DK Lac,2433308.500,4.50,1,5.90,0.15,V
DK Lac,2433309.500,5.50,11,6.06,0.07,V
DK Lac,2433310.500,6.50,4,6.13,0.10,V
DK Lac,2433312.500,8.50,3,5.93,0.09,V
DK Lac,2433314.500,10.50,3,7.10,0.16,V
DK Lac,2433315.500,11.50,5,7.00,0.07,V
DK Lac,2433316.500,12.50,14,6.67,0.04,V
DK Lac,2433317.500,13.50,10,6.83,0.04,V
DK Lac,2433318.500,14.50,8,7.18,0.09,V
DK Lac,2433319.500,15.50,2,6.85,0.11,V
DK Lac,2433320.500,16.50,8,7.15,0.08,V
DK Lac,2433321.500,17.50,5,7.38,0.09,V
DK Lac,2433322.500,18.50,4,6.60,0.08,V
DK Lac,2433323.500,19.50,5,7.10,0.07,V
DK Lac,2433324.500,20.50,3,7.50,0.09,V
DK Lac,2433325.500,21.50,1,7.90,0.15,V
DK Lac,2433327.500,23.50,1,8.20,0.15,V
DK Lac,2433328.500,24.50,4,7.50,0.08,V
DK Lac,2433329.500,25.50,5,7.82,0.18,V
DK Lac,2433330.500,26.50,4,8.10,0.29,V
DK Lac,2433331.500,27.50,11,7.92,0.07,V
DK Lac,2433332.500,28.50,6,7.93,0.09,V
DK Lac,2433333.500,29.50,3,7.37,0.14,V
DK Lac,2433335.500,31.50,4,8.08,0.08,V
DK Lac,2433336.500,32.50,6,8.33,0.13,V
DK Lac,2433337.500,33.50,1,8.00,0.15,V
DK Lac,2433338.500,34.50,4,8.20,0.08,V
DK Lac,2433339.500,35.50,6,7.95,0.08,V
DK Lac,2433340.500,36.50,3,8.23,0.09,V
DK Lac,2433341.500,37.50,2,8.35,0.11,V
DK Lac,2433342.500,38.50,4,8.38,0.08,V
DK Lac,2433344.500,40.50,2,8.30,0.14,V
DK Lac,2433345.500,41.50,3,8.40,0.09,V
DK Lac,2433346.500,42.50,2,7.90,0.11,V
DK Lac,2433347.500,43.50,6,7.67,0.10,V
DK Lac,2433348.500,44.50,3,8.07,0.19,V
DK Lac,2433349.500,45.50,1,8.20,0.15,V
DK Lac,2433350.500,46.50,2,8.55,0.25,V
DK Lac,2433351.500,47.50,3,8.40,0.09,V
DK Lac,2433352.500,48.50,1,8.20,0.15,V
DK Lac,2433353.500,49.50,1,7.90,0.15,V
DK Lac,2433354.500,50.50,2,8.65,0.11,V
DK Lac,2433355.500,51.50,5,8.70,0.08,V
DK Lac,2433356.500,52.50,5,8.76,0.07,V
DK Lac,2433357.500,53.50,6,8.73,0.06,V
DK Lac,2433358.500,54.50,3,8.97,0.09,V
DK Lac,2433359.500,55.50,2,8.65,0.11,V
DK Lac,2433360.500,56.50,2,8.70,0.11,V
DK Lac,2433361.500,57.50,1,8.70,0.15,V
DK Lac,2433362.500,58.50,1,8.40,0.15,V
DK Lac,2433363.500,59.50,3,7.50,0.09,V
DK Lac,2433364.500,60.50,1,8.40,0.15,V
DK Lac,2433366.500,62.50,1,8.70,0.15,V
DK Lac,2433367.500,63.50,2,8.90,0.11,V
DK Lac,2433368.500,64.50,2,8.65,0.18,V
DK Lac,2433369.500,65.50,1,9.20,0.15,V
DK Lac,2433371.500,67.50,1,8.90,0.15,V
DK Lac,2433376.500,72.50,1,8.80,0.15,V
DK Lac,2433378.500,74.50,3,9.07,0.09,V
DK Lac,2433379.500,75.50,3,9.37,0.20,V
DK Lac,2433382.500,78.50,1,9.00,0.15,V
DK Lac,2433383.500,79.50,1,9.20,0.15,V
DK Lac,2433389.500,85.50,3,7.97,0.31,V
DK Lac,2433390.500,86.50,2,8.15,0.11,V
DK Lac,2433391.500,87.50,1,8.30,0.15,V
DK Lac,2433393.500,89.50,1,9.30,0.15,V
DK Lac,2433397.500,93.50,6,9.52,0.19,V
DK Lac,2433398.500,94.50,3,9.40,0.09,V
DK Lac,2433400.500,96.50,1,9.60,0.15,V
DK Lac,2433402.500,98.50,2,9.65,0.18,V
DK Lac,2433403.500,99.50,2,9.10,0.11,V
DK Lac,2433408.500,104.50,1,9.50,0.15,V
DK Lac,2433409.500,105.50,3,8.93,0.12,V
DK Lac,2433410.500,106.50,4,8.35,0.22,V
DK Lac,2433411.500,107.50,3,8.77,0.26,V
DK Lac,2433412.500,108.50,2,9.10,0.21,V
DK Lac,2433413.500,109.50,2,9.40,0.21,V
DK Lac,2433414.500,110.50,5,9.46,0.09,V
DK Lac,2433415.500,111.50,1,9.50,0.15,V
DK Lac,2433416.500,112.50,2,9.65,0.11,V
DK Lac,2433417.500,113.50,2,9.65,0.11,V
DK Lac,2433418.500,114.50,1,9.70,0.15,V
DK Lac,2433419.500,115.50,1,9.40,0.15,V
DK Lac,2433420.500,116.50,2,9.65,0.11,V
DK Lac,2433421.500,117.50,2,9.65,0.11,V
DK Lac,2433422.500,118.50,4,9.80,0.09,V
DK Lac,2433423.500,119.50,1,10.20,0.15,V
DK Lac,2433424.500,120.50,2,9.85,0.11,V
DK Lac,2433426.500,122.50,2,9.95,0.11,V
DK Lac,2433427.500,123.50,2,9.60,0.11,V
DK Lac,2433428.500,124.50,3,9.20,0.21,V
DK Lac,2433430.500,126.50,1,9.20,0.15,V
DK Lac,2433431.500,127.50,1,9.90,0.15,V
DK Lac,2433434.500,130.50,1,10.00,0.15,V
DK Lac,2433435.500,131.50,2,9.75,0.11,V
DK Lac,2433436.500,132.50,3,9.90,0.09,V
DK Lac,2433437.500,133.50,3,10.03,0.11,V
DK Lac,2433438.500,134.50,6,10.03,0.11,V
DK Lac,2433439.500,135.50,4,10.05,0.08,V
DK Lac,2433440.500,136.50,4,10.35,0.22,V
DK Lac,2433441.500,137.50,1,10.10,0.15,V
DK Lac,2433442.500,138.50,2,9.75,0.25,V
DK Lac,2433443.500,139.50,3,10.10,0.09,V
DK Lac,2433444.500,140.50,4,10.20,0.08,V
DK Lac,2433445.500,141.50,5,10.14,0.12,V
DK Lac,2433446.500,142.50,1,10.20,0.15,V
DK Lac,2433447.500,143.50,1,10.00,0.15,V
DK Lac,2433448.500,144.50,1,9.80,0.15,V
DK Lac,2433449.500,145.50,1,10.50,0.15,V
DK Lac,2433450.500,146.50,2,9.80,0.11,V
DK Lac,2433451.500,147.50,4,10.25,0.22,V
DK Lac,2433452.500,148.50,3,9.93,0.09,V
DK Lac,2433453.500,149.50,1,10.00,0.15,V
DK Lac,2433454.500,150.50,2,9.85,0.11,V
DK Lac,2433455.500,151.50,1,9.70,0.15,V
DK Lac,2433457.500,153.50,1,9.90,0.15,V
DK Lac,2433458.500,154.50,2,10.60,0.42,V
DK Lac,2433459.500,155.50,2,10.00,0.11,V
DK Lac,2433460.500,156.50,2,9.95,0.18,V
DK Lac,2433461.500,157.50,2,10.15,0.11,V
DK Lac,2433463.500,159.50,2,10.25,0.11,V
DK Lac,2433464.500,160.50,1,10.10,0.15,V
DK Lac,2433465.500,161.50,4,10.08,0.15,V
DK Lac,2433466.500,162.50,3,10.17,0.09,V
DK Lac,2433467.500,163.50,1,9.80,0.15,V
DK Lac,2433469.500,165.50,4,10.05,0.09,V
DK Lac,2433470.500,166.50,2,10.45,0.11,V
DK Lac,2433471.500,167.50,4,10.43,0.19,V
DK Lac,2433472.500,168.50,4,10.40,0.21,V
DK Lac,2433473.500,169.50,1,10.10,0.15,V
DK Lac,2433476.500,172.50,2,10.15,0.11,V
DK Lac,2433477.500,173.50,3,10.30,0.09,V
DK Lac,2433478.500,174.50,4,10.38,0.12,V
DK Lac,2433479.500,175.50,2,10.20,0.11,V
DK Lac,2433480.500,176.50,2,10.00,0.14,V
DK Lac,2433481.500,177.50,4,10.25,0.08,V
DK Lac,2433482.500,178.50,1,8.70,0.15,V
DK Lac,2433483.500,179.50,1,8.20,0.15,V
DK Lac,2433484.500,180.50,6,8.95,0.28,V
DK Lac,2433485.500,181.50,3,9.37,0.14,V
DK Lac,2433487.500,183.50,2,10.25,0.18,V
DK Lac,2433488.500,184.50,2,10.00,0.11,V
DK Lac,2433489.500,185.50,2,9.90,0.21,V
