#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V4160 Sgr,2448458.750,0.75,1,8.50,0.15,V
V4160 Sgr,2448466.750,8.75,1,8.50,0.15,V
V4160 Sgr,2448467.250,9.25,1,7.00,0.15,V
V4160 Sgr,2448467.750,9.75,6,8.05,0.08,V
V4160 Sgr,2448468.250,10.25,3,8.17,0.40,V
V4160 Sgr,2448468.750,10.75,4,8.88,0.22,V
V4160 Sgr,2448469.250,11.25,3,9.57,0.18,V
V4160 Sgr,2448469.750,11.75,6,9.33,0.13,V
V4160 Sgr,2448470.500,12.50,11,10.03,0.13,V
V4160 Sgr,2448471.500,13.50,11,10.30,0.10,V
V4160 Sgr,2448472.500,14.50,4,10.48,0.28,V
V4160 Sgr,2448473.500,15.50,5,10.80,0.12,V
V4160 Sgr,2448474.500,16.50,6,11.08,0.12,V
V4160 Sgr,2448475.500,17.50,8,11.23,0.11,V
V4160 Sgr,2448476.500,18.50,3,11.17,0.09,V
V4160 Sgr,2448477.500,19.50,7,11.44,0.19,V
V4160 Sgr,2448478.500,20.50,3,11.90,0.17,V
V4160 Sgr,2448479.500,21.50,8,11.85,0.14,V
V4160 Sgr,2448481.000,23.00,14,12.11,0.11,V
V4160 Sgr,2448483.000,25.00,8,12.26,0.17,V
V4160 Sgr,2448485.000,27.00,4,12.23,0.28,V
V4160 Sgr,2448487.000,29.00,3,12.43,0.09,V
V4160 Sgr,2448489.000,31.00,1,12.50,0.15,V
V4160 Sgr,2448495.000,37.00,1,13.20,0.15,V
V4160 Sgr,2448497.000,39.00,1,13.30,0.15,V
V4160 Sgr,2448502.000,44.00,1,13.70,0.15,V
V4160 Sgr,2448506.000,48.00,2,14.30,0.11,V
V4160 Sgr,2448514.000,56.00,1,13.50,0.15,V
V4160 Sgr,2448530.000,72.00,1,14.00,0.15,V
V4160 Sgr,2448776.000,318.00,1,14.30,0.15,V
