#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
QU Vul,2446056.750,0.75,2,6.65,0.11,V
QU Vul,2446057.250,1.25,4,5.95,0.08,V
QU Vul,2446057.750,1.75,2,5.55,0.11,V
QU Vul,2446058.250,2.25,8,5.55,0.05,V
QU Vul,2446058.750,2.75,3,5.57,0.09,V
QU Vul,2446059.250,3.25,5,5.50,0.10,V
QU Vul,2446059.750,3.75,1,5.50,0.15,V
QU Vul,2446060.250,4.25,13,5.66,0.07,V
QU Vul,2446060.750,4.75,4,5.33,0.09,V
QU Vul,2446061.250,5.25,11,5.74,0.07,V
QU Vul,2446061.750,5.75,2,5.70,0.11,V
QU Vul,2446062.250,6.25,4,5.95,0.08,V
QU Vul,2446062.750,6.75,1,6.00,0.15,V
QU Vul,2446063.250,7.25,7,6.00,0.06,V
QU Vul,2446064.250,8.25,12,5.93,0.05,V
QU Vul,2446064.750,8.75,4,5.98,0.08,V
QU Vul,2446065.500,9.50,25,6.06,0.04,V
QU Vul,2446066.500,10.50,15,6.18,0.04,V
QU Vul,2446067.500,11.50,15,6.17,0.07,V
QU Vul,2446068.500,12.50,17,6.25,0.05,V
QU Vul,2446069.500,13.50,12,6.37,0.03,V
QU Vul,2446070.500,14.50,16,6.26,0.06,V
QU Vul,2446071.500,15.50,35,6.59,0.05,V
QU Vul,2446072.500,16.50,11,6.46,0.03,V
QU Vul,2446073.500,17.50,13,6.61,0.08,V
QU Vul,2446074.500,18.50,21,6.79,0.05,V
QU Vul,2446075.500,19.50,13,6.80,0.05,V
QU Vul,2446076.500,20.50,5,6.76,0.07,V
QU Vul,2446077.500,21.50,10,6.78,0.09,V
QU Vul,2446078.500,22.50,15,6.94,0.07,V
QU Vul,2446079.500,23.50,14,7.17,0.07,V
QU Vul,2446080.500,24.50,7,7.10,0.11,V
QU Vul,2446081.500,25.50,10,7.51,0.05,V
QU Vul,2446082.500,26.50,10,7.69,0.04,V
QU Vul,2446083.500,27.50,2,7.50,0.11,V
QU Vul,2446084.500,28.50,3,7.60,0.09,V
QU Vul,2446085.500,29.50,6,7.47,0.11,V
QU Vul,2446086.500,30.50,2,7.85,0.11,V
QU Vul,2446087.500,31.50,3,7.53,0.09,V
QU Vul,2446088.500,32.50,9,7.49,0.05,V
QU Vul,2446089.500,33.50,8,7.76,0.05,V
QU Vul,2446090.500,34.50,8,7.68,0.08,V
QU Vul,2446091.500,35.50,3,7.83,0.09,V
QU Vul,2446092.500,36.50,4,7.83,0.11,V
QU Vul,2446093.500,37.50,9,8.22,0.11,V
QU Vul,2446094.500,38.50,4,8.35,0.10,V
QU Vul,2446095.500,39.50,4,8.25,0.18,V
QU Vul,2446096.500,40.50,5,8.32,0.20,V
QU Vul,2446097.500,41.50,3,8.50,0.09,V
QU Vul,2446099.500,43.50,2,8.35,0.11,V
QU Vul,2446101.000,45.00,6,8.63,0.19,V
QU Vul,2446103.000,47.00,5,8.58,0.13,V
QU Vul,2446105.000,49.00,5,8.58,0.08,V
QU Vul,2446107.000,51.00,4,8.65,0.08,V
QU Vul,2446109.000,53.00,6,8.85,0.08,V
QU Vul,2446111.000,55.00,5,8.88,0.07,V
QU Vul,2446113.000,57.00,7,8.74,0.10,V
QU Vul,2446115.000,59.00,8,8.70,0.09,V
