#Name,n_Name,JD,Band,l_mag,mag,e_mag,Source
V394 CrA,q,2447727.79090,B,,19.690,0.03,CTIO 0.9-m
V394 CrA,q,2447727.79840,B,,19.560,0.03,CTIO 0.9-m
V394 CrA,q,2447727.80610,B,,19.620,0.03,CTIO 0.9-m
V394 CrA,q,2447727.81370,B,,19.690,0.03,CTIO 0.9-m
V394 CrA,q,2449549.80160,B,,18.830,0.09,CTIO 0.9-m
V394 CrA,q,2449549.81340,B,,18.910,0.09,CTIO 0.9-m
V394 CrA,q,2449549.82450,B,,18.900,0.09,CTIO 0.9-m
V394 CrA,q,2449549.83570,B,,18.930,0.09,CTIO 0.9-m
V394 CrA,q,2449549.84680,B,,18.910,0.09,CTIO 0.9-m
V394 CrA,q,2449549.85650,B,,18.900,0.09,CTIO 0.9-m
V394 CrA,q,2449549.86690,B,,18.980,0.09,CTIO 0.9-m
V394 CrA,q,2449557.62910,B,,18.840,0.09,CTIO 0.9-m
V394 CrA,q,2449559.79560,B,,18.770,0.09,CTIO 0.9-m
V394 CrA,q,2449559.80670,B,,18.710,0.09,CTIO 0.9-m
V394 CrA,q,2449559.81790,B,,18.720,0.09,CTIO 0.9-m
V394 CrA,q,2449559.82900,B,,18.980,0.09,CTIO 0.9-m
V394 CrA,q,2449560.48450,B,,18.810,0.09,CTIO 0.9-m
V394 CrA,q,2449560.59070,B,,18.820,0.09,CTIO 0.9-m
V394 CrA,q,2449560.71160,B,,18.910,0.09,CTIO 0.9-m
V394 CrA,q,2449561.52750,B,,18.620,0.09,CTIO 0.9-m
V394 CrA,q,2449561.53860,B,,18.700,0.09,CTIO 0.9-m
V394 CrA,q,2449561.66910,B,,18.790,0.09,CTIO 0.9-m
V394 CrA,q,2449561.68030,B,,18.870,0.09,CTIO 0.9-m
V394 CrA,q,2449561.75250,B,,18.980,0.09,CTIO 0.9-m
V394 CrA,q,2449561.76500,B,,19.020,0.09,CTIO 0.9-m
V394 CrA,q,2449561.81360,B,,19.110,0.09,CTIO 0.9-m
V394 CrA,q,2449561.82330,B,,18.910,0.09,CTIO 0.9-m
V394 CrA,q,2449562.49480,B,,19.070,0.09,CTIO 0.9-m
V394 CrA,q,2449562.55940,B,,18.800,0.09,CTIO 0.9-m
V394 CrA,q,2449894.64740,B,,18.550,0.02,CTIO 0.9-m
V394 CrA,q,2449894.65820,B,,18.530,0.02,CTIO 0.9-m
V394 CrA,q,2449894.78200,B,,18.470,0.02,CTIO 0.9-m
V394 CrA,q,2449894.79240,B,,18.490,0.02,CTIO 0.9-m
V394 CrA,q,2449894.80350,B,,18.520,0.02,CTIO 0.9-m
V394 CrA,q,2449894.81420,B,,18.550,0.02,CTIO 0.9-m
V394 CrA,q,2449894.84580,B,,18.490,0.02,CTIO 0.9-m
V394 CrA,q,2449894.85650,B,,18.500,0.02,CTIO 0.9-m
V394 CrA,q,2449894.86720,B,,18.430,0.02,CTIO 0.9-m
V394 CrA,q,2449894.87800,B,,18.500,0.02,CTIO 0.9-m
V394 CrA,q,2449894.88880,B,,18.440,0.02,CTIO 0.9-m
V394 CrA,q,2449894.89950,B,,18.460,0.02,CTIO 0.9-m
V394 CrA,q,2449894.91030,B,,18.460,0.02,CTIO 0.9-m
V394 CrA,q,2449895.47950,B,,18.660,0.02,CTIO 0.9-m
V394 CrA,q,2449895.48330,B,,18.700,0.02,CTIO 0.9-m
V394 CrA,q,2449895.49160,U,,18.530,0.04,CTIO 0.9-m
V394 CrA,q,2449895.53240,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2449895.54320,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2449895.55410,B,,18.670,0.02,CTIO 0.9-m
V394 CrA,q,2449895.56470,B,,18.670,0.02,CTIO 0.9-m
V394 CrA,q,2449895.58910,B,,18.660,0.02,CTIO 0.9-m
V394 CrA,q,2449896.50570,B,,18.730,0.02,CTIO 0.9-m
V394 CrA,q,2449896.51660,B,,18.700,0.02,CTIO 0.9-m
V394 CrA,q,2449896.52740,B,,18.700,0.02,CTIO 0.9-m
V394 CrA,q,2449896.59600,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2449896.60680,B,,18.710,0.02,CTIO 0.9-m
V394 CrA,q,2449896.61770,B,,18.720,0.02,CTIO 0.9-m
V394 CrA,q,2449896.62840,B,,18.740,0.02,CTIO 0.9-m
V394 CrA,q,2449896.67290,B,,18.750,0.02,CTIO 0.9-m
V394 CrA,q,2449896.68370,B,,18.700,0.02,CTIO 0.9-m
V394 CrA,q,2449896.80270,B,,18.670,0.02,CTIO 0.9-m
V394 CrA,q,2449896.81340,B,,18.640,0.02,CTIO 0.9-m
V394 CrA,q,2449896.82410,B,,18.650,0.02,CTIO 0.9-m
V394 CrA,q,2449896.83490,B,,18.640,0.02,CTIO 0.9-m
V394 CrA,q,2449896.86090,B,,18.640,0.02,CTIO 0.9-m
V394 CrA,q,2449896.87160,B,,18.680,0.02,CTIO 0.9-m
V394 CrA,q,2449896.88230,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2449896.89310,B,,18.660,0.02,CTIO 0.9-m
V394 CrA,q,2449897.48690,B,,18.890,0.02,CTIO 0.9-m
V394 CrA,q,2449897.49760,B,,18.840,0.02,CTIO 0.9-m
V394 CrA,q,2449897.50840,B,,18.810,0.02,CTIO 0.9-m
V394 CrA,q,2449897.51870,B,,18.810,0.02,CTIO 0.9-m
V394 CrA,q,2449897.53040,B,,18.760,0.02,CTIO 0.9-m
V394 CrA,q,2449897.54080,B,,18.770,0.02,CTIO 0.9-m
V394 CrA,q,2449897.59630,B,,18.590,0.02,CTIO 0.9-m
V394 CrA,q,2449897.60710,B,,18.570,0.02,CTIO 0.9-m
V394 CrA,q,2449897.61790,B,,18.560,0.02,CTIO 0.9-m
V394 CrA,q,2449897.62860,B,,18.580,0.02,CTIO 0.9-m
V394 CrA,q,2449897.63930,B,,18.650,0.02,CTIO 0.9-m
V394 CrA,q,2449899.48900,B,,18.660,0.02,CTIO 0.9-m
V394 CrA,q,2449899.49990,B,,18.670,0.02,CTIO 0.9-m
V394 CrA,q,2449899.51060,B,,18.790,0.02,CTIO 0.9-m
V394 CrA,q,2449899.52140,B,,18.820,0.02,CTIO 0.9-m
V394 CrA,q,2449899.53220,B,,18.760,0.02,CTIO 0.9-m
V394 CrA,q,2449899.54300,B,,18.790,0.02,CTIO 0.9-m
V394 CrA,q,2449899.55310,B,,18.790,0.02,CTIO 0.9-m
V394 CrA,q,2449899.87250,B,,18.760,0.02,CTIO 0.9-m
V394 CrA,q,2449899.88580,B,,18.730,0.02,CTIO 0.9-m
V394 CrA,q,2449900.52940,B,,18.740,0.03,CTIO 0.9-m
V394 CrA,q,2449900.54040,B,,18.740,0.04,CTIO 0.9-m
V394 CrA,q,2449900.81390,B,,18.560,0.02,CTIO 0.9-m
V394 CrA,q,2449900.85190,B,,18.620,0.02,CTIO 0.9-m
V394 CrA,q,2449900.86260,B,,18.620,0.02,CTIO 0.9-m
V394 CrA,q,2449900.87340,B,,18.670,0.02,CTIO 0.9-m
V394 CrA,q,2449900.88410,B,,18.670,0.02,CTIO 0.9-m
V394 CrA,q,2449901.48120,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2449901.49270,B,,18.700,0.02,CTIO 0.9-m
V394 CrA,q,2449901.50840,B,,18.730,0.02,CTIO 0.9-m
V394 CrA,q,2449901.52270,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2449901.58430,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2449901.59500,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2449901.60620,B,,18.690,0.02,CTIO 0.9-m
V394 CrA,q,2450286.51620,B,,19.060,0.04,CTIO 0.9-m
V394 CrA,q,2450287.65330,B,,19.490,0.04,CTIO 0.9-m
V394 CrA,q,2450288.52830,B,,19.300,0.04,CTIO 0.9-m
V394 CrA,q,2450288.78680,B,,19.170,0.04,CTIO 0.9-m
V394 CrA,q,2450289.66410,B,,19.220,0.04,CTIO 0.9-m
V394 CrA,q,2450289.81130,B,,19.280,0.04,CTIO 0.9-m
V394 CrA,q,2450290.47740,B,,19.150,0.04,CTIO 0.9-m
V394 CrA,q,2450290.48900,B,,19.180,0.04,CTIO 0.9-m
V394 CrA,q,2450290.56020,B,,19.220,0.04,CTIO 0.9-m
V394 CrA,q,2450290.57160,B,,19.370,0.04,CTIO 0.9-m
V394 CrA,q,2450290.58260,B,,19.360,0.04,CTIO 0.9-m
V394 CrA,q,2450290.66640,B,,19.430,0.04,CTIO 0.9-m
V394 CrA,q,2450290.76370,B,,19.450,0.04,CTIO 0.9-m
V394 CrA,q,2450578.85150,B,,18.320,0.04,CTIO 0.9-m
V394 CrA,q,2450579.75640,B,,18.320,0.04,CTIO 0.9-m
V394 CrA,q,2450579.78210,B,,18.230,0.04,CTIO 0.9-m
V394 CrA,q,2450581.69540,B,,18.510,0.04,CTIO 0.9-m
V394 CrA,q,2450583.74830,B,,18.490,0.04,CTIO 0.9-m
V394 CrA,q,2450585.84770,B,,18.590,0.04,CTIO 0.9-m
V394 CrA,q,2453186.48960,B,,18.800,0.12,SMARTS 1.0-m
V394 CrA,q,2453186.49920,R,,18.580,0.05,SMARTS 1.0-m
V394 CrA,q,2453186.69380,R,,18.280,0.03,SMARTS 1.0-m
V394 CrA,q,2453186.70290,B,,18.840,0.07,SMARTS 1.0-m
V394 CrA,q,2453186.81220,R,,18.430,0.04,SMARTS 1.0-m
V394 CrA,q,2453186.82000,B,,19.060,0.08,SMARTS 1.0-m
V394 CrA,q,2453187.86490,R,,18.890,0.09,SMARTS 1.0-m
V394 CrA,q,2453189.46030,R,,19.010,0.09,SMARTS 1.0-m
V394 CrA,q,2453189.54740,R,,18.480,0.09,SMARTS 1.0-m
V394 CrA,q,2453189.54840,R,,18.570,0.04,SMARTS 1.0-m
V394 CrA,q,2453189.55660,B,,19.120,0.08,SMARTS 1.0-m
V394 CrA,q,2453189.63410,R,,18.470,0.10,SMARTS 1.0-m
V394 CrA,q,2453189.63580,R,,18.410,0.05,SMARTS 1.0-m
V394 CrA,q,2453189.64510,R,,18.340,0.04,SMARTS 1.0-m
V394 CrA,q,2453189.65290,B,,19.040,0.11,SMARTS 1.0-m
V394 CrA,q,2453189.81810,R,,18.300,0.05,SMARTS 1.0-m
V394 CrA,q,2453189.87790,R,,18.310,0.09,SMARTS 1.0-m
V394 CrA,q,2453192.53120,R,,18.830,0.05,SMARTS 1.0-m
V394 CrA,q,2453192.53870,R,,18.780,0.06,SMARTS 1.0-m
V394 CrA,q,2453193.72890,R,,18.570,0.06,SMARTS 1.0-m
V394 CrA,q,2453193.73660,R,,18.500,0.06,SMARTS 1.0-m
V394 CrA,q,2453194.65190,R,,18.690,0.04,SMARTS 1.0-m
V394 CrA,q,2453195.68440,R,,18.670,0.03,SMARTS 1.0-m
V394 CrA,q,2453196.55900,R,,18.590,0.06,SMARTS 1.0-m
V394 CrA,q,2453196.56060,R,,18.570,0.04,SMARTS 1.0-m
V394 CrA,q,2453530.45540,R,,18.400,0.02,SMARTS 1.3-m
V394 CrA,q,2453530.49550,R,,18.590,0.06,SMARTS 1.3-m
V394 CrA,q,2453530.50390,R,,18.550,0.04,SMARTS 1.3-m
V394 CrA,q,2453530.51790,R,,18.490,0.03,SMARTS 1.3-m
V394 CrA,q,2453530.52910,R,,18.460,0.03,SMARTS 1.3-m
V394 CrA,q,2453530.55050,R,,18.360,0.02,SMARTS 1.3-m
V394 CrA,q,2453530.56170,R,,18.270,0.02,SMARTS 1.3-m
V394 CrA,q,2453530.57240,R,,18.220,0.02,SMARTS 1.3-m
V394 CrA,q,2453530.58360,R,,18.160,0.02,SMARTS 1.3-m
V394 CrA,q,2453530.59430,R,,18.130,0.02,SMARTS 1.3-m
V394 CrA,q,2453530.62580,R,,18.080,0.02,SMARTS 1.3-m
V394 CrA,q,2453530.63780,R,,18.090,0.02,SMARTS 1.3-m
V394 CrA,q,2453530.64900,R,,18.040,0.02,SMARTS 1.3-m
V394 CrA,q,2453534.55720,R,,18.190,0.10,SMARTS 1.3-m
V394 CrA,q,2453537.79200,R,,18.050,0.05,SMARTS 1.3-m
V394 CrA,q,2453538.67140,R,,18.170,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.68260,R,,18.220,0.03,SMARTS 1.3-m
V394 CrA,q,2453538.68960,R,,18.210,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.69720,R,,18.220,0.03,SMARTS 1.3-m
V394 CrA,q,2453538.70440,R,,18.220,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.71760,B,,19.670,0.04,SMARTS 1.3-m
V394 CrA,q,2453538.72530,B,,19.720,0.04,SMARTS 1.3-m
V394 CrA,q,2453538.73250,B,,19.690,0.04,SMARTS 1.3-m
V394 CrA,q,2453538.75140,R,,18.330,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.78430,R,,18.370,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.79150,R,,18.380,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.82470,R,,18.320,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.83190,R,,18.300,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.86380,R,,18.250,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.87100,R,,18.210,0.02,SMARTS 1.3-m
V394 CrA,q,2453538.91340,V,,18.740,0.03,SMARTS 1.3-m
V394 CrA,q,2453538.92060,V,,18.740,0.03,SMARTS 1.3-m
V394 CrA,q,2453538.94110,R,,18.170,0.04,SMARTS 1.3-m
V394 CrA,q,2453538.94830,R,,18.170,0.04,SMARTS 1.3-m
V394 CrA,q,2453538.95620,R,,18.320,0.09,SMARTS 1.3-m
V394 CrA,q,2453540.89190,R,,18.180,0.04,SMARTS 1.3-m
V394 CrA,q,2453540.90640,R,,18.150,0.04,SMARTS 1.3-m
V394 CrA,q,2453540.91730,R,,18.150,0.04,SMARTS 1.3-m
V394 CrA,q,2453540.92800,R,,18.190,0.03,SMARTS 1.3-m
V394 CrA,q,2453540.93880,R,,18.140,0.03,SMARTS 1.3-m
V394 CrA,q,2453540.94950,R,,18.230,0.06,SMARTS 1.3-m
V394 CrA,q,2453541.78610,R,,18.430,0.16,SMARTS 1.3-m
V394 CrA,q,2453541.79350,R,,18.410,0.06,SMARTS 1.3-m
V394 CrA,q,2453541.81180,R,,18.440,0.18,SMARTS 1.3-m
V394 CrA,q,2453541.81940,R,,18.610,0.18,SMARTS 1.3-m
V394 CrA,q,2453541.85200,R,,18.340,0.04,SMARTS 1.3-m
V394 CrA,q,2453541.85940,R,,18.410,0.07,SMARTS 1.3-m
V394 CrA,q,2453541.88570,R,,18.440,0.09,SMARTS 1.3-m
V394 CrA,q,2453541.89310,R,,18.390,0.07,SMARTS 1.3-m
V394 CrA,q,2453541.91190,R,,18.260,0.04,SMARTS 1.3-m
V394 CrA,q,2453541.91940,R,,18.260,0.04,SMARTS 1.3-m
V394 CrA,q,2453541.92660,R,,18.170,0.04,SMARTS 1.3-m
V394 CrA,q,2453541.93390,R,,18.140,0.04,SMARTS 1.3-m
V394 CrA,q,2453541.94120,R,,18.180,0.05,SMARTS 1.3-m
V394 CrA,q,2453541.94850,R,,18.180,0.05,SMARTS 1.3-m
V394 CrA,q,2453541.95580,R,,18.200,0.08,SMARTS 1.3-m
V394 CrA,q,2453542.48820,R,,18.410,0.09,SMARTS 1.3-m
V394 CrA,q,2453542.50340,R,,18.430,0.08,SMARTS 1.3-m
V394 CrA,q,2453542.51060,R,,18.910,0.28,SMARTS 1.3-m
V394 CrA,q,2453542.51820,R,,18.600,0.11,SMARTS 1.3-m
V394 CrA,q,2453542.80090,R,,18.170,0.05,SMARTS 1.3-m
V394 CrA,q,2453542.80850,R,,18.130,0.06,SMARTS 1.3-m
V394 CrA,q,2453543.52070,R,,18.520,0.25,SMARTS 1.3-m
V394 CrA,q,2453554.70240,R,,18.150,0.05,SMARTS 1.3-m
V394 CrA,q,2453560.76550,J,,17.400,0.10,SMARTS 1.3-m
V394 CrA,q,2453560.76560,R,,18.630,0.03,SMARTS 1.3-m
V394 CrA,q,2453561.76690,J,,17.180,0.09,SMARTS 1.3-m
V394 CrA,q,2453561.76700,R,,18.380,0.03,SMARTS 1.3-m
V394 CrA,q,2453563.79310,R,,18.650,0.05,SMARTS 1.3-m
V394 CrA,q,2453573.65460,J,,17.400,0.12,SMARTS 1.3-m
V394 CrA,q,2453573.65460,R,,18.510,0.05,SMARTS 1.3-m
V394 CrA,q,2453576.67860,J,,17.400,0.11,SMARTS 1.3-m
V394 CrA,q,2453576.67860,R,,18.510,0.03,SMARTS 1.3-m
V394 CrA,q,2453579.70720,R,,18.390,0.03,SMARTS 1.3-m
V394 CrA,q,2453579.70720,J,,17.350,0.12,SMARTS 1.3-m
V394 CrA,q,2453585.74010,R,,18.090,0.02,SMARTS 1.3-m
V394 CrA,q,2453599.57320,R,,17.860,0.03,SMARTS 1.3-m
V394 CrA,q,2453601.59670,R,,17.730,0.03,SMARTS 1.3-m
V394 CrA,q,2453602.56390,R,,17.230,0.14,SMARTS 1.3-m
V394 CrA,q,2453603.56050,R,,17.220,0.14,SMARTS 1.3-m
V394 CrA,q,2453604.53970,R,,17.520,0.02,SMARTS 1.3-m
V394 CrA,q,2453606.54310,R,,17.970,0.05,SMARTS 1.3-m
V394 CrA,q,2453607.50760,R,,17.450,0.02,SMARTS 1.3-m
V394 CrA,q,2453607.51640,R,,17.440,0.02,SMARTS 1.3-m
V394 CrA,q,2453607.52510,R,,17.420,0.02,SMARTS 1.3-m
V394 CrA,q,2453607.53290,R,,17.430,0.02,SMARTS 1.3-m
V394 CrA,q,2453607.54070,R,,17.420,0.02,SMARTS 1.3-m
V394 CrA,q,2453607.54850,R,,17.430,0.02,SMARTS 1.3-m
V394 CrA,q,2453607.68880,R,,17.950,0.03,SMARTS 1.3-m
V394 CrA,q,2453607.69660,R,,17.960,0.03,SMARTS 1.3-m
V394 CrA,q,2453607.70440,R,,18.040,0.03,SMARTS 1.3-m
V394 CrA,q,2453607.71530,R,,18.160,0.04,SMARTS 1.3-m
V394 CrA,q,2453608.54580,R,,17.540,0.02,SMARTS 1.3-m
V394 CrA,q,2453615.53630,R,,17.850,0.02,SMARTS 1.3-m
V394 CrA,q,2453616.52760,R,,17.710,0.03,SMARTS 1.3-m
V394 CrA,q,2453617.69200,R,,18.010,0.03,SMARTS 1.3-m
V394 CrA,q,2453618.51320,R,,17.910,0.03,SMARTS 1.3-m
V394 CrA,q,2453619.59010,R,,17.800,0.02,SMARTS 1.3-m
