#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V868 Cen,2448350.500,0.50,1,10.50,0.15,V
V868 Cen,2448352.500,2.50,3,11.23,0.23,V
V868 Cen,2448353.500,3.50,1,12.00,0.15,V
V868 Cen,2448356.500,6.50,2,12.65,0.11,V
V868 Cen,2448357.500,7.50,2,11.80,0.14,V
V868 Cen,2448358.500,8.50,2,12.05,0.11,V
V868 Cen,2448359.500,9.50,1,12.00,0.15,V
V868 Cen,2448360.500,10.50,1,11.80,0.15,V
V868 Cen,2448361.500,11.50,5,11.42,0.20,V
V868 Cen,2448362.500,12.50,1,11.10,0.15,V
V868 Cen,2448363.500,13.50,1,11.80,0.15,V
V868 Cen,2448364.500,14.50,2,11.30,0.14,V
V868 Cen,2448365.500,15.50,2,11.15,0.25,V
V868 Cen,2448366.500,16.50,2,10.70,0.11,V
V868 Cen,2448367.500,17.50,3,10.90,0.17,V
V868 Cen,2448368.500,18.50,1,10.80,0.15,V
V868 Cen,2448371.500,21.50,3,10.73,0.20,V
V868 Cen,2448372.500,22.50,3,10.43,0.10,V
V868 Cen,2448373.500,23.50,4,10.55,0.11,V
V868 Cen,2448374.500,24.50,2,10.70,0.11,V
V868 Cen,2448375.500,25.50,1,10.50,0.15,V
V868 Cen,2448376.500,26.50,4,10.55,0.18,V
V868 Cen,2448377.500,27.50,4,10.45,0.13,V
V868 Cen,2448378.500,28.50,6,10.55,0.12,V
V868 Cen,2448379.500,29.50,2,10.65,0.11,V
V868 Cen,2448380.500,30.50,3,10.93,0.19,V
V868 Cen,2448381.500,31.50,2,10.95,0.32,V
V868 Cen,2448382.500,32.50,5,11.04,0.20,V
V868 Cen,2448383.500,33.50,2,11.15,0.18,V
V868 Cen,2448384.500,34.50,1,11.50,0.15,V
V868 Cen,2448385.500,35.50,6,12.02,0.17,V
V868 Cen,2448386.500,36.50,4,11.93,0.19,V
V868 Cen,2448387.500,37.50,2,11.95,0.11,V
V868 Cen,2448388.500,38.50,4,12.00,0.08,V
V868 Cen,2448389.500,39.50,3,12.33,0.18,V
V868 Cen,2448390.500,40.50,5,12.24,0.08,V
V868 Cen,2448391.500,41.50,2,11.85,0.11,V
V868 Cen,2448392.500,42.50,4,12.43,0.28,V
V868 Cen,2448393.500,43.50,2,12.15,0.25,V
V868 Cen,2448394.500,44.50,2,11.85,0.11,V
V868 Cen,2448395.500,45.50,5,11.18,0.12,V
V868 Cen,2448396.500,46.50,6,11.10,0.15,V
V868 Cen,2448397.500,47.50,7,11.21,0.15,V
V868 Cen,2448398.500,48.50,4,11.30,0.13,V
V868 Cen,2448399.500,49.50,2,11.10,0.11,V
V868 Cen,2448400.500,50.50,4,11.53,0.08,V
V868 Cen,2448401.500,51.50,2,12.15,0.11,V
V868 Cen,2448402.500,52.50,2,11.70,0.11,V
V868 Cen,2448403.500,53.50,1,11.50,0.15,V
V868 Cen,2448404.500,54.50,3,11.83,0.14,V
V868 Cen,2448405.500,55.50,4,11.40,0.12,V
V868 Cen,2448406.500,56.50,2,11.70,0.11,V
V868 Cen,2448407.500,57.50,5,12.02,0.07,V
V868 Cen,2448408.500,58.50,4,12.13,0.08,V
V868 Cen,2448409.500,59.50,5,12.44,0.09,V
V868 Cen,2448410.500,60.50,5,12.36,0.13,V
V868 Cen,2448411.500,61.50,4,12.48,0.11,V
V868 Cen,2448412.500,62.50,2,12.45,0.18,V
V868 Cen,2448413.500,63.50,5,12.46,0.14,V
V868 Cen,2448414.500,64.50,6,12.25,0.10,V
V868 Cen,2448415.500,65.50,3,12.47,0.11,V
V868 Cen,2448416.500,66.50,4,12.45,0.17,V
V868 Cen,2448417.500,67.50,3,11.97,0.09,V
V868 Cen,2448418.500,68.50,6,12.58,0.13,V
V868 Cen,2448419.500,69.50,6,12.72,0.08,V
V868 Cen,2448420.500,70.50,5,12.88,0.07,V
V868 Cen,2448421.500,71.50,4,12.95,0.13,V
V868 Cen,2448422.500,72.50,2,11.75,0.11,V
V868 Cen,2448423.500,73.50,5,11.60,0.18,V
V868 Cen,2448424.500,74.50,2,12.00,0.11,V
V868 Cen,2448426.500,76.50,5,11.42,0.07,V
V868 Cen,2448427.500,77.50,3,11.53,0.11,V
V868 Cen,2448428.500,78.50,5,11.46,0.07,V
V868 Cen,2448429.500,79.50,4,11.25,0.11,V
V868 Cen,2448430.500,80.50,3,11.43,0.14,V
V868 Cen,2448431.500,81.50,3,11.77,0.09,V
V868 Cen,2448432.500,82.50,4,11.93,0.08,V
V868 Cen,2448433.500,83.50,2,12.40,0.11,V
V868 Cen,2448434.500,84.50,2,13.20,0.11,V
V868 Cen,2448436.500,86.50,2,13.50,0.35,V
V868 Cen,2448437.500,87.50,2,13.45,0.25,V
V868 Cen,2448438.500,88.50,1,14.00,0.15,V
V868 Cen,2448439.500,89.50,2,13.55,0.18,V
V868 Cen,2448441.000,91.00,1,13.60,0.15,V
V868 Cen,2448443.000,93.00,4,13.70,0.15,V
V868 Cen,2448445.000,95.00,5,13.84,0.07,V
V868 Cen,2448447.000,97.00,3,13.60,0.09,V
V868 Cen,2448451.000,101.00,3,13.90,0.16,V
V868 Cen,2448453.000,103.00,2,13.80,0.11,V
V868 Cen,2448455.000,105.00,3,13.43,0.19,V
V868 Cen,2448465.000,115.00,1,13.70,0.15,V
V868 Cen,2448467.000,117.00,2,13.45,0.25,V
V868 Cen,2448469.000,119.00,3,13.70,0.12,V
V868 Cen,2448471.000,121.00,3,13.63,0.14,V
V868 Cen,2448473.000,123.00,4,13.55,0.16,V
V868 Cen,2448477.000,127.00,3,13.43,0.23,V
V868 Cen,2448479.000,129.00,2,13.30,0.21,V
V868 Cen,2448481.000,131.00,2,13.70,0.35,V
V868 Cen,2448483.000,133.00,2,14.00,0.21,V
V868 Cen,2448485.000,135.00,1,14.40,0.15,V
V868 Cen,2448497.000,147.00,1,14.00,0.15,V
V868 Cen,2448499.000,149.00,1,14.40,0.15,V
V868 Cen,2448503.000,153.00,1,14.20,0.15,V
V868 Cen,2448505.000,155.00,1,14.40,0.15,V
V868 Cen,2448507.000,157.00,1,14.40,0.15,V
V868 Cen,2448509.000,159.00,1,14.20,0.15,V
V868 Cen,2448513.000,163.00,1,14.40,0.15,V
V868 Cen,2448630.000,280.00,1,14.50,0.15,V
V868 Cen,2448638.000,288.00,1,14.40,0.15,V
V868 Cen,2448654.000,304.00,1,14.20,0.15,V
V868 Cen,2448662.000,312.00,1,14.40,0.15,V
V868 Cen,2448686.000,336.00,1,14.40,0.15,V
V868 Cen,2448710.000,360.00,1,14.00,0.15,V
V868 Cen,2448718.000,368.00,2,14.55,0.11,V
V868 Cen,2448726.000,376.00,1,14.00,0.15,V
V868 Cen,2448742.000,392.00,1,14.30,0.15,V
V868 Cen,2448750.000,400.00,1,14.70,0.15,V
V868 Cen,2448766.000,416.00,1,14.60,0.15,V
V868 Cen,2448774.000,424.00,2,14.60,0.14,V
V868 Cen,2448798.000,448.00,1,14.50,0.15,V
V868 Cen,2448806.000,456.00,1,14.60,0.15,V
