3712.00000,2.4502e-17
3715.23483,1.1586e-16
3718.46967,1.7824e-16
3721.70450,1.5041e-16
3724.93934,7.9135e-17
3728.17417,1.183e-16
3731.40900,1.4268e-16
3734.64384,1.0932e-16
3737.87867,8.9419e-17
3741.11351,2.2836e-17
3744.34834,4.3509e-17
3747.58317,1.538e-16
3750.81801,1.6466e-16
3754.05284,9.7727e-17
3757.28768,5.647e-17
3760.52251,7.5465e-17
3763.75734,7.9829e-17
3766.99218,1.1064e-16
3770.22701,7.0687e-17
3773.46185,7.1847e-17
3776.69668,1.3195e-16
3779.93151,3.3948e-17
3783.16635,2.094e-17
3786.40118,7.4272e-17
3789.63602,4.1245e-17
3792.87085,3.8209e-18
3796.10568,4.6534e-17
3799.34052,6.9723e-17
3802.57535,2.0653e-17
3805.81019,4.1684e-17
3809.04502,7.5512e-17
3812.27985,6.4409e-17
3815.51469,3.0305e-17
3818.74952,4.06e-17
3821.98436,5.7169e-17
3825.21919,4.2189e-17
3828.45402,1.2461e-16
3831.68886,1.1239e-16
3834.92369,5.6286e-17
3838.15853,6.8864e-17
3841.39336,1.1354e-16
3844.62819,1.7004e-17
3847.86303,2.3604e-17
3851.09786,1.4885e-16
3854.33270,7.0928e-17
3857.56753,4.4801e-17
3860.80236,1.8442e-16
3864.03720,3.0335e-16
3867.27203,2.9343e-16
3870.50687,2.176e-16
3873.74170,1.4364e-16
3876.97653,1.0562e-16
3880.21137,1.3192e-16
3883.44620,1.4611e-16
3886.68104,1.2836e-16
3889.91587,1.0384e-16
3893.15070,7.1126e-17
3896.38554,1.0391e-16
3899.62037,6.0465e-17
3902.85521,1.3453e-17
3906.09004,4.4865e-17
3909.32487,7.0618e-17
3912.55971,7.2322e-17
3915.79454,5.2961e-17
3919.02938,4.6299e-17
3922.26421,4.0185e-17
3925.49904,4.4391e-17
3928.73388,9.3003e-18
3931.96871,-1.2001e-18
3935.20355,1.9189e-17
3938.43838,1.9077e-17
3941.67321,2.4826e-17
3944.90805,5.3539e-17
3948.14288,3.2422e-17
3951.37772,-1.5085e-18
3954.61255,1.7947e-17
3957.84738,9.795e-17
3961.08222,1.3192e-16
3964.31705,1.5991e-16
3967.55189,1.9173e-16
3970.78672,1.7907e-16
3974.02155,1.082e-16
3977.25639,4.8894e-17
3980.49122,4.4819e-17
3983.72606,3.5027e-17
3986.96089,4.0428e-17
3990.19572,6.5155e-17
3993.43056,4.5516e-17
3996.66539,4.5005e-17
3999.90023,5.4973e-17
4003.13506,4.2809e-17
4006.36989,4.1569e-17
4009.60473,1.3905e-17
4012.83956,1.5734e-17
4016.07440,3.839e-17
4019.30923,-4.9502e-18
4022.54406,1.3358e-17
4025.77890,4.9771e-17
4029.01373,5.2925e-17
4032.24857,4.7005e-17
4035.48340,1.1159e-17
4038.71823,2.0881e-17
4041.95307,4.9875e-17
4045.18790,6.5904e-17
4048.42274,4.8394e-17
4051.65757,-2.1336e-18
4054.89240,3.4047e-17
4058.12724,5.2768e-17
4061.36207,6.5717e-17
4064.59691,1.0511e-16
4067.83174,1.193e-16
4071.06657,9.8966e-17
4074.30141,6.3399e-17
4077.53624,5.821e-17
4080.77108,7.6663e-17
4084.00591,1.2234e-16
4087.24074,1.3596e-16
4090.47558,1.9271e-16
4093.71041,2.8625e-16
4096.94525,3.3013e-16
4100.18008,3.3141e-16
4103.41491,2.9032e-16
4106.64975,1.7667e-16
4109.88458,7.0799e-17
4113.11942,5.9634e-17
4116.35425,5.9992e-17
4119.58908,4.162e-17
4122.82392,6.0209e-17
4126.05875,5.7363e-17
4129.29359,1.6257e-17
4132.52842,3.8798e-17
4135.76325,5.5819e-17
4138.99809,2.5626e-17
4142.23292,3.6289e-17
4145.46776,4.8158e-17
4148.70259,2.882e-17
4151.93742,3.38e-17
4155.17226,4.6553e-17
4158.40709,5.6977e-17
4161.64193,5.7843e-17
4164.87676,5.0968e-17
4168.11159,2.9081e-17
4171.34643,2.2343e-17
4174.58126,5.7016e-17
4177.81610,4.0679e-17
4181.05093,4.4148e-17
4184.28576,4.625e-17
4187.52060,2.6058e-17
4190.75543,3.9271e-17
4193.99027,4.6439e-17
4197.22510,5.8121e-17
4200.45993,4.3417e-17
4203.69477,4.1166e-17
4206.92960,2.8909e-17
4210.16444,9.3108e-18
4213.39927,3.8696e-17
4216.63410,5.217e-17
4219.86894,3.9825e-17
4223.10377,2.4068e-17
4226.33861,3.6388e-17
4229.57344,5.0897e-17
4232.80827,4.1095e-17
4236.04311,2.9342e-17
4239.27794,3.3958e-17
4242.51278,4.7472e-17
4245.74761,3.4345e-17
4248.98244,4.0879e-17
4252.21728,5.7437e-17
4255.45211,2.4153e-17
4258.68695,3.1397e-17
4261.92178,6.4147e-17
4265.15661,6.6694e-17
4268.39145,9.9729e-17
4271.62628,9.8411e-17
4274.86112,6.7859e-17
4278.09595,3.8555e-17
4281.33078,2.8417e-17
4284.56562,4.602e-17
4287.80045,4.79e-17
4291.03529,6.3237e-17
4294.27012,4.7635e-17
4297.50495,5.3032e-17
4300.73979,8.5221e-17
4303.97462,6.08e-17
4307.20946,3.5909e-17
4310.44429,3.4073e-17
4313.67912,6.5616e-17
4316.91396,7.5337e-17
4320.14879,6.3194e-17
4323.38363,6.0995e-17
4326.61846,7.0053e-17
4329.85329,1.5682e-16
4333.08813,3.1483e-16
4336.32296,4.0767e-16
4339.55780,4.2711e-16
4342.79263,3.7086e-16
4346.02746,2.9022e-16
4349.26230,1.873e-16
4352.49713,2.2184e-16
4355.73197,4.7639e-16
4358.96680,7.9885e-16
4362.20163,9.4663e-16
4365.43647,8.1453e-16
4368.67130,4.981e-16
4371.90614,2.2048e-16
4375.14097,1.2098e-16
4378.37580,9.637e-17
4381.61064,8.5716e-17
4384.84547,7.4641e-17
4388.08031,6.0778e-17
4391.31514,3.7698e-17
4394.54997,3.893e-17
4397.78481,6.3475e-17
4401.01964,6.4354e-17
4404.25448,4.8934e-17
4407.48931,4.5562e-17
4410.72414,5.3425e-17
4413.95898,4.1486e-17
4417.19381,2.9048e-17
4420.42865,5.7483e-17
4423.66348,6.6098e-17
4426.89831,3.8213e-17
4430.13315,4.8863e-17
4433.36798,4.7896e-17
4436.60282,4.6525e-17
4439.83765,5.7004e-17
4443.07248,5.0528e-17
4446.30732,5.872e-17
4449.54215,7.632e-17
4452.77699,6.7486e-17
4456.01182,6.1504e-17
4459.24665,7.4993e-17
4462.48149,7.1055e-17
4465.71632,7.7586e-17
4468.95116,9.2713e-17
4472.18599,8.3638e-17
4475.42082,9.4636e-17
4478.65566,7.2506e-17
4481.89049,5.0135e-17
4485.12533,6.9031e-17
4488.36016,7.2851e-17
4491.59499,5.4463e-17
4494.82983,5.3509e-17
4498.06466,6.5522e-17
4501.29950,6.3685e-17
4504.53433,7.2083e-17
4507.76916,1.0296e-16
4511.00400,1.0617e-16
4514.23883,9.4239e-17
4517.47367,1.0604e-16
4520.70850,9.7136e-17
4523.94333,8.9126e-17
4527.17817,9.4227e-17
4530.41300,7.0668e-17
4533.64784,5.9307e-17
4536.88267,9.0159e-17
4540.11750,8.9885e-17
4543.35234,6.6915e-17
4546.58717,6.2733e-17
4549.82201,6.5681e-17
4553.05684,5.1098e-17
4556.29167,5.1739e-17
4559.52651,5.9492e-17
4562.76134,7.1688e-17
4565.99618,5.7028e-17
4569.23101,4.106e-17
4572.46584,5.2681e-17
4575.70068,5.9716e-17
4578.93551,5.9684e-17
4582.17035,4.1513e-17
4585.40518,5.2607e-17
4588.64001,7.2584e-17
4591.87485,9.2224e-17
4595.10968,1.0648e-16
4598.34452,1.0814e-16
4601.57935,1.2429e-16
4604.81418,1.4876e-16
4608.04902,1.3325e-16
4611.28385,1.0826e-16
4614.51869,1.1199e-16
4617.75352,9.9025e-17
4620.98835,1.1313e-16
4624.22319,1.8673e-16
4627.45802,3.0489e-16
4630.69286,4.2092e-16
4633.92769,5.6634e-16
4637.16252,6.4455e-16
4640.39736,6.3546e-16
4643.63219,5.5299e-16
4646.86703,4.0962e-16
4650.10186,2.8649e-16
4653.33669,2.1902e-16
4656.57153,1.8461e-16
4659.80636,1.505e-16
4663.04120,1.2815e-16
4666.27603,9.4647e-17
4669.51086,1.003e-16
4672.74570,1.3955e-16
4675.98053,2.2001e-16
4679.21537,3.3979e-16
4682.45020,4.2225e-16
4685.68503,4.4143e-16
4688.91987,3.7048e-16
4692.15470,2.5122e-16
4695.38954,1.4235e-16
4698.62437,9.9009e-17
4701.85920,9.826e-17
4705.09404,1.0034e-16
4708.32887,9.5512e-17
4711.56371,8.1796e-17
4714.79854,6.5656e-17
4718.03337,7.5801e-17
4721.26821,8.3749e-17
4724.50304,9.2474e-17
4727.73788,8.6363e-17
4730.97271,6.9616e-17
4734.20754,7.3956e-17
4737.44238,7.2334e-17
4740.67721,6.9575e-17
4743.91205,5.781e-17
4747.14688,5.3103e-17
4750.38171,5.083e-17
4753.61655,6.8657e-17
4756.85138,6.9809e-17
4760.08622,5.3938e-17
4763.32105,5.3404e-17
4766.55588,6.5285e-17
4769.79072,7.2797e-17
