#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V445 Pup,2451873.000,1.00,1,8.80,0.15,V
V445 Pup,2451877.000,5.00,1,8.60,0.15,V
V445 Pup,2451881.000,9.00,1,8.80,0.15,V
V445 Pup,2451901.000,29.00,2,8.75,0.11,V
V445 Pup,2451909.000,37.00,3,9.13,0.09,V
V445 Pup,2451911.000,39.00,10,9.33,0.07,V
V445 Pup,2451913.000,41.00,15,9.14,0.05,V
V445 Pup,2451915.000,43.00,14,9.26,0.04,V
V445 Pup,2451917.000,45.00,9,9.32,0.08,V
V445 Pup,2451919.000,47.00,12,9.39,0.06,V
V445 Pup,2451921.000,49.00,13,9.10,0.07,V
V445 Pup,2451923.000,51.00,12,9.27,0.06,V
V445 Pup,2451925.000,53.00,18,9.55,0.05,V
V445 Pup,2451927.000,55.00,12,9.44,0.06,V
V445 Pup,2451929.000,57.00,9,9.79,0.09,V
V445 Pup,2451931.000,59.00,13,9.58,0.06,V
V445 Pup,2451933.000,61.00,14,9.63,0.07,V
V445 Pup,2451935.000,63.00,12,9.60,0.08,V
V445 Pup,2451937.000,65.00,10,9.56,0.07,V
V445 Pup,2451939.000,67.00,7,9.59,0.07,V
V445 Pup,2451941.000,69.00,9,9.80,0.05,V
V445 Pup,2451943.000,71.00,14,9.95,0.03,V
V445 Pup,2451945.000,73.00,11,9.95,0.05,V
V445 Pup,2451947.000,75.00,12,9.90,0.03,V
V445 Pup,2451949.000,77.00,9,9.83,0.06,V
V445 Pup,2451951.000,79.00,23,9.63,0.03,V
V445 Pup,2451953.000,81.00,19,9.78,0.03,V
V445 Pup,2451955.000,83.00,17,9.79,0.05,V
V445 Pup,2451957.000,85.00,29,9.88,0.04,V
V445 Pup,2451959.000,87.00,23,9.81,0.06,V
V445 Pup,2451961.000,89.00,18,10.00,0.06,V
V445 Pup,2451963.000,91.00,18,9.98,0.02,V
V445 Pup,2451965.000,93.00,19,9.93,0.04,V
V445 Pup,2451967.000,95.00,32,10.02,0.03,V
V445 Pup,2451969.000,97.00,16,10.04,0.05,V
V445 Pup,2451971.000,99.00,19,9.97,0.05,V
V445 Pup,2451973.000,101.00,14,10.28,0.05,V
V445 Pup,2451975.000,103.00,9,10.04,0.06,V
V445 Pup,2451977.000,105.00,9,10.06,0.05,V
V445 Pup,2451979.000,107.00,5,10.12,0.07,V
V445 Pup,2451981.000,109.00,24,9.70,0.05,V
V445 Pup,2451983.000,111.00,20,9.87,0.07,V
V445 Pup,2451985.000,113.00,16,10.11,0.06,V
V445 Pup,2451987.000,115.00,12,9.99,0.05,V
V445 Pup,2451989.000,117.00,11,10.10,0.04,V
V445 Pup,2451991.000,119.00,8,10.25,0.07,V
V445 Pup,2451993.000,121.00,5,10.26,0.08,V
V445 Pup,2451995.000,123.00,11,10.23,0.04,V
V445 Pup,2451997.000,125.00,6,10.22,0.06,V
V445 Pup,2451999.000,127.00,12,10.24,0.05,V
V445 Pup,2452001.000,129.00,8,10.21,0.05,V
V445 Pup,2452003.000,131.00,13,10.35,0.05,V
V445 Pup,2452005.000,133.00,10,10.11,0.07,V
V445 Pup,2452007.000,135.00,14,9.54,0.06,V
V445 Pup,2452009.000,137.00,9,10.12,0.07,V
V445 Pup,2452011.000,139.00,11,10.15,0.06,V
V445 Pup,2452013.000,141.00,8,10.13,0.06,V
V445 Pup,2452015.000,143.00,6,10.38,0.06,V
V445 Pup,2452017.000,145.00,9,10.30,0.05,V
V445 Pup,2452019.000,147.00,6,10.58,0.10,V
V445 Pup,2452022.000,150.00,19,10.62,0.03,V
V445 Pup,2452026.000,154.00,15,10.85,0.05,V
V445 Pup,2452030.000,158.00,11,10.73,0.04,V
V445 Pup,2452034.000,162.00,6,10.73,0.07,V
V445 Pup,2452038.000,166.00,7,10.49,0.06,V
V445 Pup,2452042.000,170.00,17,10.46,0.04,V
V445 Pup,2452046.000,174.00,15,10.43,0.06,V
V445 Pup,2452050.000,178.00,12,10.58,0.05,V
V445 Pup,2452054.000,182.00,8,10.39,0.05,V
V445 Pup,2452058.000,186.00,12,10.55,0.08,V
V445 Pup,2452062.000,190.00,7,10.41,0.06,V
V445 Pup,2452066.000,194.00,2,10.35,0.18,V
V445 Pup,2452070.000,198.00,20,10.01,0.04,V
V445 Pup,2452074.000,202.00,11,10.35,0.05,V
V445 Pup,2452078.000,206.00,6,10.10,0.08,V
V445 Pup,2452082.000,210.00,10,10.23,0.02,V
V445 Pup,2452086.000,214.00,2,10.90,0.11,V
V445 Pup,2452090.000,218.00,2,10.60,0.14,V
V445 Pup,2452094.000,222.00,4,11.05,0.08,V
V445 Pup,2452098.000,226.00,2,11.20,0.11,V
V445 Pup,2452116.000,244.00,3,11.70,0.16,V
V445 Pup,2453012.000,1140.00,1,19.80,0.15,V
V445 Pup,2453748.000,1876.00,1,18.90,0.15,V
V445 Pup,2454100.000,2228.00,1,19.60,0.15,V
