#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
LZ Mus,2451176.750,0.75,1,8.50,0.15,V
LZ Mus,2451177.750,1.75,1,9.45,0.15,V
LZ Mus,2451178.250,2.25,1,10.00,0.15,V
LZ Mus,2451178.750,2.75,3,10.20,0.09,V
LZ Mus,2451179.250,3.25,5,10.32,0.10,V
LZ Mus,2451179.750,3.75,2,10.50,0.02,V
LZ Mus,2451180.250,4.25,9,10.50,0.05,V
LZ Mus,2451180.750,4.75,1,10.80,0.15,V
LZ Mus,2451181.250,5.25,6,10.65,0.06,V
LZ Mus,2451181.750,5.75,3,10.80,0.10,V
LZ Mus,2451182.250,6.25,3,10.93,0.09,V
LZ Mus,2451182.750,6.75,3,10.97,0.09,V
LZ Mus,2451183.250,7.25,2,10.50,0.11,V
LZ Mus,2451183.750,7.75,1,11.10,0.15,V
LZ Mus,2451184.250,8.25,3,11.20,0.09,V
LZ Mus,2451185.250,9.25,1,11.00,0.15,V
LZ Mus,2451185.750,9.75,1,11.10,0.15,V
LZ Mus,2451186.250,10.25,1,11.30,0.15,V
LZ Mus,2451186.750,10.75,1,11.20,0.15,V
LZ Mus,2451187.250,11.25,3,11.77,0.11,V
LZ Mus,2451187.750,11.75,2,11.55,0.11,V
LZ Mus,2451188.250,12.25,5,11.50,0.11,V
LZ Mus,2451189.250,13.25,1,11.70,0.15,V
LZ Mus,2451190.500,14.50,4,11.85,0.08,V
LZ Mus,2451191.500,15.50,2,11.70,0.11,V
LZ Mus,2451192.500,16.50,7,12.01,0.06,V
LZ Mus,2451193.500,17.50,5,12.00,0.08,V
LZ Mus,2451194.500,18.50,2,12.55,0.25,V
LZ Mus,2451195.500,19.50,7,11.93,0.06,V
LZ Mus,2451196.500,20.50,4,12.28,0.08,V
LZ Mus,2451197.500,21.50,3,12.43,0.09,V
LZ Mus,2451198.500,22.50,3,12.67,0.14,V
LZ Mus,2451199.500,23.50,2,13.15,0.11,V
LZ Mus,2451202.000,26.00,10,12.79,0.11,V
LZ Mus,2451206.000,30.00,8,13.38,0.17,V
LZ Mus,2451210.000,34.00,9,12.90,0.05,V
LZ Mus,2451214.000,38.00,12,13.28,0.16,V
LZ Mus,2451218.000,42.00,20,13.51,0.09,V
LZ Mus,2451222.000,46.00,6,13.75,0.09,V
LZ Mus,2451226.000,50.00,7,13.74,0.12,V
LZ Mus,2451230.000,54.00,19,13.56,0.06,V
LZ Mus,2451234.000,58.00,15,13.97,0.07,V
LZ Mus,2451238.000,62.00,4,14.00,0.08,V
LZ Mus,2451242.000,66.00,9,13.96,0.05,V
LZ Mus,2451246.000,70.00,22,13.92,0.03,V
LZ Mus,2451250.000,74.00,13,14.02,0.05,V
LZ Mus,2451254.000,78.00,7,14.00,0.09,V
LZ Mus,2451258.000,82.00,1,14.00,0.15,V
LZ Mus,2451262.000,86.00,4,14.05,0.08,V
LZ Mus,2451266.000,90.00,7,14.14,0.06,V
LZ Mus,2451270.000,94.00,1,14.10,0.15,V
LZ Mus,2451274.000,98.00,4,14.45,0.08,V
LZ Mus,2451278.000,102.00,5,14.32,0.07,V
LZ Mus,2451282.000,106.00,2,14.30,0.11,V
LZ Mus,2451286.000,110.00,2,14.20,0.11,V
LZ Mus,2451290.000,114.00,7,14.19,0.06,V
LZ Mus,2451294.000,118.00,4,14.30,0.08,V
LZ Mus,2451298.000,122.00,1,14.30,0.15,V
LZ Mus,2451302.000,126.00,6,14.40,0.06,V
LZ Mus,2451306.000,130.00,2,14.40,0.11,V
LZ Mus,2451310.000,134.00,4,14.55,0.08,V
LZ Mus,2451314.000,138.00,2,14.55,0.11,V
LZ Mus,2451318.000,142.00,1,14.70,0.15,V
LZ Mus,2451334.000,158.00,2,15.15,0.11,V
