2440286.689,7.53,V,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440287.677,7.55,V,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440319.677,7.68,V,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440321.623,7.73,V,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440326.611,7.68,V,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440286.689,8.16,B,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440287.677,8.09,B,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440319.677,8.28,B,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440321.623,8.36,B,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440326.611,8.35,B,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440286.689,7.64,U,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440287.677,7.6,U,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440319.677,7.69,U,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440321.623,7.82,U,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
2440326.611,7.85,U,0,Ondrejov Observatory 65 cm Reflector,"Grygar, J.",Johnson-Cousins
