2455216.7306,9.15,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455218.7244,9.51,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455223.7142,10.28,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455225.7166,10.6,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455229.7095,10.85,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455231.7104,10.9,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455235.6959,11.31,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455242.6834,11.79,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455248.6852,12.19,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455261.632,12.91,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455264.6625,12.93,0.03,V,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455216.7306,10.01,0.03,B,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455218.7244,10.25,0.03,B,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455223.7142,10.97,0.03,B,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
2455225.7166,11.3,0.03,B,0,.30 m Meade RCX-400 f/8 Schmidt-Cassegrain Telescope,"Munari, U.",Johnson-Cousins
