#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V838 Her,2448340.250,0.25,1,5.40,0.15,V
V838 Her,2448340.750,0.75,2,5.30,0.21,V
V838 Her,2448341.250,1.25,2,6.65,0.11,V
V838 Her,2448341.750,1.75,6,7.47,0.06,V
V838 Her,2448342.750,2.75,3,7.77,0.09,V
V838 Her,2448343.750,3.75,2,7.80,0.11,V
V838 Her,2448344.250,4.25,1,8.10,0.15,V
V838 Her,2448344.750,4.75,5,8.70,0.12,V
V838 Her,2448345.250,5.25,1,8.70,0.15,V
V838 Her,2448345.750,5.75,16,9.10,0.12,V
V838 Her,2448346.250,6.25,2,9.10,0.11,V
V838 Her,2448346.750,6.75,8,9.49,0.08,V
V838 Her,2448347.250,7.25,1,9.70,0.15,V
V838 Her,2448347.750,7.75,6,9.80,0.11,V
V838 Her,2448348.750,8.75,7,10.14,0.15,V
V838 Her,2448349.750,9.75,4,10.48,0.18,V
V838 Her,2448350.500,10.50,9,10.57,0.11,V
V838 Her,2448351.500,11.50,4,10.60,0.08,V
V838 Her,2448352.500,12.50,5,11.02,0.21,V
V838 Her,2448353.500,13.50,2,11.20,0.14,V
V838 Her,2448354.500,14.50,3,11.63,0.09,V
V838 Her,2448355.500,15.50,7,11.70,0.11,V
V838 Her,2448356.500,16.50,11,11.69,0.08,V
V838 Her,2448357.500,17.50,8,12.19,0.10,V
V838 Her,2448358.500,18.50,7,12.09,0.11,V
V838 Her,2448359.500,19.50,3,12.10,0.12,V
V838 Her,2448360.500,20.50,3,12.20,0.09,V
V838 Her,2448361.500,21.50,3,12.50,0.09,V
V838 Her,2448362.500,22.50,4,12.50,0.08,V
V838 Her,2448363.500,23.50,2,12.45,0.11,V
V838 Her,2448364.500,24.50,2,12.70,0.11,V
V838 Her,2448365.500,25.50,2,12.70,0.21,V
V838 Her,2448366.500,26.50,3,13.00,0.12,V
V838 Her,2448367.500,27.50,3,13.07,0.10,V
V838 Her,2448368.500,28.50,2,13.05,0.11,V
V838 Her,2448369.500,29.50,1,13.20,0.15,V
V838 Her,2448372.000,32.00,3,13.30,0.10,V
V838 Her,2448392.000,52.00,1,14.80,0.15,V
V838 Her,2448396.000,56.00,2,14.80,0.11,V
V838 Her,2448420.000,80.00,1,14.80,0.15,V
V838 Her,2448424.000,84.00,1,15.00,0.15,V
V838 Her,2448448.000,108.00,1,15.70,0.15,V
V838 Her,2448452.000,112.00,2,15.65,0.11,V
V838 Her,2448516.000,176.00,1,16.70,0.15,V
